# Ashcroft-Langreth Sij(q)       [Ge,Ge]                   
        0.4430050770           0.0972610470   
        0.4921190668           0.0283015924   
        0.5412330567          -0.0123757516   
        0.5903470465          -0.0277476273   
        0.6394610364          -0.0229645825   
        0.6885750262          -0.0043800850   
        0.7376890160           0.0214564122   
        0.7868030059           0.0486916803   
        0.8359169957           0.0728283097   
        0.8850309856           0.0910828929   
        0.9341449754           0.1024298781   
        0.9832589653           0.1073707584   
        1.0323729551           0.1075087549   
        1.0814869450           0.1050315256   
        1.1306009348           0.1022063848   
        1.1797149247           0.1009756274   
        1.2288289145           0.1027087314   
        1.2779429044           0.1081305647   
        1.3270568942           0.1174080330   
        1.3761708840           0.1303487957   
        1.4252848739           0.1466495447   
        1.4743988637           0.1661297440   
        1.5235128536           0.1888984646   
        1.5726268434           0.2154232017   
        1.6217408333           0.2464948952   
        1.6708548231           0.2831069582   
        1.7199688130           0.3262830192   
        1.7690828028           0.3768952131   
        1.8181967927           0.4355115659   
        1.8673107825           0.5022990648   
        1.9164247724           0.5769920029   
        1.9655387622           0.6589177284   
        2.0146527520           0.7470584248   
        2.0637667419           0.8401212449   
        2.1128807317           0.9365913505   
        2.1619947216           1.0347522980   
        2.2111087114           1.1326729757   
        2.2602227013           1.2281758513   
        2.3093366911           1.3188133125   
        2.3584506810           1.4018838001   
        2.4075646708           1.4745153489   
        2.4566786607           1.5338313325   
        2.5057926505           1.5771940926   
        2.5549066404           1.6025008916   
        2.6040206302           1.6084881965   
        2.6531346200           1.5949893473   
        2.7022486099           1.5630904604   
        2.7513625997           1.5151410540   
        2.8004765896           1.4545978988   
        2.8495905794           1.3857091913   
        2.8987045693           1.3130758561   
        2.9478185591           1.2411516058   
        2.9969325490           1.1737580252   
        3.0460465388           1.1136919244   
        3.0951605287           1.0624887191   
        3.1442745185           1.0203797106   
        3.1933885083           0.9864475041   
        3.2425024982           0.9589487517   
        3.2916164880           0.9357437093   
        3.3407304779           0.9147536008   
        3.3898444677           0.8943631956   
        3.4389584576           0.8736981341   
        3.4880724474           0.8527320408   
        3.5371864373           0.8322123440   
        3.5863004271           0.8134292562   
        3.6354144170           0.7978825016   
        3.6845284068           0.7869191212   
        3.7336423967           0.7814193554   
        3.7827563865           0.7815955790   
        3.8318703763           0.7869441099   
        3.8809843662           0.7963566753   
        3.9300983560           0.8083642535   
        3.9792123459           0.8214579650   
        4.0283263357           0.8344154692   
        4.0774403256           0.8465602907   
        4.1265543154           0.8578958641   
        4.1756683053           0.8690828698   
        4.2247822951           0.8812620663   
        4.2738962850           0.8957582919   
        4.3230102748           0.9137276041   
        4.3721242647           0.9358230806   
        4.4212382545           0.9619526654   
        4.4703522443           0.9911848771   
        4.5194662342           1.0218286529   
        4.5685802240           1.0516780411   
        4.6176942139           1.0783781010   
        4.6668082037           1.0998422876   
        4.7159221936           1.1146391944   
        4.7650361834           1.1222705128   
        4.8141501733           1.1232818151   
        4.8632641631           1.1191795110   
        4.9123781530           1.1121648424   
        4.9614921428           1.1047316753   
        5.0106061327           1.0992020195   
        5.0597201225           1.0972862588   
        5.1088341123           1.0997514091   
        5.1579481022           1.1062609980   
        5.2070620920           1.1154182066   
        5.2561760819           1.1250059116   
        5.3052900717           1.1323805291   
        5.3544040616           1.1349481110   
        5.4035180514           1.1306363200   
        5.4526320413           1.1182773603   
        5.5017460311           1.0978341742   
        5.5508600210           1.0704316984   
        5.5999740108           1.0381909407   
        5.6490880007           1.0038991892   
        5.6982019905           0.9705781609   
        5.7473159803           0.9410282183   
        5.7964299702           0.9174282491   
        5.8455439600           0.9010576617   
        5.8946579499           0.8921821665   
        5.9437719397           0.8901136793   
        5.9928859296           0.8934229035   
        6.0419999194           0.9002568852   
        6.0911139093           0.9086977283   
        6.1402278991           0.9170952255   
        6.1893418890           0.9243154034   
        6.2384558788           0.9298664768   
        6.2875698687           0.9338892356   
        6.3366838585           0.9370252683   
        6.3857978483           0.9401986291   
        6.4349118382           0.9443605811   
        6.4840258280           0.9502507241   
        6.5331398179           0.9582210308   
        6.5822538077           0.9681539966   
        6.6313677976           0.9794856888   
        6.6804817874           0.9913231781   
        6.7295957773           1.0026277888   
        6.7787097671           1.0124240943   
        6.8278237570           1.0199914452   
        6.8769377468           1.0250001908   
        6.9260517367           1.0275671507   
        6.9751657265           1.0282215824   
        7.0242797163           1.0277904948   
        7.0733937062           1.0272273157   
        7.1225076960           1.0274179305   
        7.1716216859           1.0290013706   
        7.2207356757           1.0322386745   
        7.2698496656           1.0369537000   
        7.3189636554           1.0425559756   
        7.3680776453           1.0481406742   
        7.4171916351           1.0526471844   
        7.4663056250           1.0550478481   
        7.5154196148           1.0545337704   
        7.5645336046           1.0506657421   
        7.6136475945           1.0434648083   
        7.6627615843           1.0334275547   
        7.7118755742           1.0214638819   
        7.7609895640           1.0087677597   
        7.8101035539           0.9966421623   
        7.8592175437           0.9863064653   
        7.9083315336           0.9787170444   
        7.9574455234           0.9744293944   
        8.0065595133           0.9735232846   
        8.0556735031           0.9756023912   
        8.1047874930           0.9798680828   
        8.1539014828           0.9852553843   
        8.2030154726           0.9906093603   
        8.2521294625           0.9948737447   
        8.3012434523           0.9972615872   
        8.3503574422           0.9973803571   
        8.3994714320           0.9952910041   
        8.4485854219           0.9914909061   
        8.4976994117           0.9868228761   
        8.5468134016           0.9823245464   
        8.5959273914           0.9790425539   
        8.6450413813           0.9778422895   
        8.6941553711           0.9792453935   
        8.7432693610           0.9833232623   
        8.7923833508           0.9896660549   
        8.8414973406           0.9974343534   
        8.8906113305           1.0054867253   
        8.9397253203           1.0125632893   
        8.9888393102           1.0174952946   
        9.0379533000           1.0194055417   
        9.0870672899           1.0178652589   
        9.1361812797           1.0129798198   
        9.1852952696           1.0053874175   
        9.2344092594           0.9961695237   
        9.2835232493           0.9866871079   
        9.3326372391           0.9783694784   
        9.3817512290           0.9724908985   
        9.4308652188           0.9699722900   
        9.4799792086           0.9712409378   
        9.5290931985           0.9761709263   
        9.5782071883           0.9841129141   
        9.6273211782           0.9940063675   
        9.6764351680           1.0045533599   
        9.7255491579           1.0144230240   
