#  q,  S(q) X-rays
   0.4470745202        0.1723615428
   0.4961803712        0.0914132368
   0.5452862221        0.0243274642
   0.5943920731       -0.0254275261
   0.6434979241       -0.0558711839
   0.6926037750       -0.0667667858
   0.7417096260       -0.0596660704
   0.7908154769       -0.0377208595
   0.8399213279       -0.0052788569
   0.8890271789        0.0326818610
   0.9381330298        0.0711964352
   0.9872388808        0.1059372309
   1.0363447317        0.1337234124
   1.0854505827        0.1528409651
   1.1345564337        0.1631310848
   1.1836622846        0.1658450382
   1.2327681356        0.1633034151
   1.2818739865        0.1584297189
   1.3309798375        0.1542466642
   1.3800856885        0.1534251744
   1.4291915394        0.1579610281
   1.4782973904        0.1690256544
   1.5274032413        0.1870015312
   1.5765090923        0.2116760960
   1.6256149432        0.2425380657
   1.6747207942        0.2791021622
   1.7238266452        0.3211855429
   1.7729324961        0.3690718076
   1.8220383471        0.4235234168
   1.8711441980        0.4856355287
   1.9202500490        0.5565572375
   1.9693559000        0.6371336095
   2.0184617509        0.7275386811
   2.0675676019        0.8269728081
   2.1166734528        0.9334872022
   2.1657793038        1.0439765246
   2.2148851548        1.1543513985
   2.2639910057        1.2598721481
   2.3130968567        1.3555984607
   2.3622027076        1.4368914848
   2.4113085586        1.4998978309
   2.4604144096        1.5419495676
   2.5095202605        1.5618290572
   2.5586261115        1.5598691389
   2.6077319624        1.5378836404
   2.6568378134        1.4989462730
   2.7059436644        1.4470541474
   2.7550495153        1.3867231858
   2.8041553663        1.3225658607
   2.8532612172        1.2588976525
   2.9023670682        1.1994091865
   2.9514729192        1.1469285465
   3.0005787701        1.1032851889
   3.0496846211        1.0692751443
   3.0987904720        1.0447180450
   3.1478963230        1.0285903624
   3.1970021740        1.0192158250
   3.2461080249        1.0144926289
   3.2952138759        1.0121369792
   3.3443197268        1.0099231184
   3.3934255778        1.0059010838
   3.4425314288        0.9985751196
   3.4916372797        0.9870283480
   3.5407431307        0.9709833671
   3.5898489816        0.9507940935
   3.6389548326        0.9273711435
   3.6880606836        0.9020506627
   3.7371665345        0.8764236144
   3.7862723855        0.8521478410
   3.8353782364        0.8307675189
   3.8844840874        0.8135631907
   3.9335899383        0.8014503192
   3.9826957893        0.7949359807
   4.0318016403        0.7941333249
   4.0809074912        0.7988236363
   4.1300133422        0.8085481741
   4.1791191931        0.8227080048
   4.2282250441        0.8406506229
   4.2773308951        0.8617271703
   4.3264367460        0.8853124440
   4.3755425970        0.9107897940
   4.4246484479        0.9375122421
   4.4737542989        0.9647575911
   4.5228601499        0.9916974072
   4.5719660008        1.0173969592
   4.6210718518        1.0408559999
   4.6701777027        1.0610902023
   4.7192835537        1.0772423640
   4.7683894047        1.0887036086
   4.8174952556        1.0952198931
   4.8666011066        1.0969594807
   4.9157069575        1.0945228523
   4.9648128085        1.0888867850
   5.0139186595        1.0812869768
   5.0630245104        1.0730560160
   5.1121303614        1.0654430114
   5.1612362123        1.0594457046
   5.2103420633        1.0556842874
   5.2594479143        1.0543386523
