#  q,  S(q) X-rays
   0.4609482288        0.0927986769
   0.5100263324        0.0221937402
   0.5591044359       -0.0250388002
   0.6081825395       -0.0503371185
   0.6572606430       -0.0570675459
   0.7063387465       -0.0499153695
   0.7554168501       -0.0341590111
   0.8044949536       -0.0149272492
   0.8535730572        0.0034602426
   0.9026511607        0.0179820559
   0.9517292643        0.0271726031
   1.0008073678        0.0311214311
   1.0498854713        0.0312264611
   1.0989635749        0.0297505748
   1.1480416784        0.0292609863
   1.1971197820        0.0320488663
   1.2461978855        0.0396296151
   1.2952759890        0.0524111997
   1.3443540926        0.0695907327
   1.3934321961        0.0893019494
   1.4425102997        0.1089941837
   1.4915884032        0.1259834940
   1.5406665068        0.1380852408
   1.5897446103        0.1442199549
   1.6388227138        0.1448839455
   1.6879008174        0.1423932951
   1.7369789209        0.1408423627
   1.7860570245        0.1457608762
   1.8351351280        0.1635005559
   1.8842132316        0.2004256795
   1.9332913351        0.2620152201
   1.9823694386        0.3520018290
   2.0314475422        0.4716720961
   2.0805256457        0.6194331583
   2.1296037493        0.7907156596
   2.1786818528        0.9782375626
   2.2277599564        1.1726041365
   2.2768380599        1.3631739029
   2.3259161634        1.5390849842
   2.3749942670        1.6903160940
   2.4240723705        1.8086538554
   2.4731504741        1.8884530433
   2.5222285776        1.9271059673
   2.5713066812        1.9251767478
   2.6203847847        1.8861996925
   2.6694628882        1.8161821270
   2.7185409918        1.7228853701
   2.7676190953        1.6149790970
   2.8166971989        1.5011720908
   2.8657753024        1.3894165136
   2.9148534059        1.2862653761
   2.9639315095        1.1964373528
   3.0130096130        1.1226137243
   3.0620877166        1.0654633041
   3.1111658201        1.0238663956
   3.1602439237        0.9952907168
   3.2093220272        0.9762620995
   3.2584001307        0.9628705959
   3.3074782343        0.9512573087
   3.3565563378        0.9380369850
   3.4056344414        0.9206240808
   3.4547125449        0.8974435892
   3.5037906485        0.8680208213
   3.5528687520        0.8329554332
   3.6019468555        0.7937937868
   3.6510249591        0.7528201159
   3.7001030626        0.7127911436
   3.7491811662        0.6766410351
   3.7982592697        0.6471840967
   3.8473373733        0.6268415456
   3.8964154768        0.6174159491
   3.9454935803        0.6199325060
   3.9945716839        0.6345602471
   4.0436497874        0.6606186944
   4.0927278910        0.6966670574
   4.1418059945        0.7406644545
   4.1908840980        0.7901819518
   4.2399622016        0.8426414479
   4.2890403051        0.8955535531
   4.3381184087        0.9467271772
   4.3871965122        0.9944276675
   4.4362746158        1.0374675746
   4.4853527193        1.0752234897
   4.5344308228        1.1075825634
   4.5835089264        1.1348317422
   4.6325870299        1.1575100538
   4.6816651335        1.1762483301
   4.7307432370        1.1916210396
   4.7798213406        1.2040314692
   4.8288994441        1.2136450226
   4.8779775476        1.2203770359
   4.9270556512        1.2239326646
   4.9761337547        1.2238884942
   5.0252118583        1.2197997638
   5.0742899618        1.2113142408
   5.1233680654        1.1982740720
   5.1724461689        1.1807900747
   5.2215242724        1.1592781604
   5.2706023760        1.1344538936
   5.3196804795        1.1072874765
   5.3687585831        1.0789267454
   5.4178366866        1.0505993846
   5.4669147901        1.0235071869
   5.5159928937        0.9987248742
   5.5650709972        0.9771141103
   5.6141491008        0.9592604515
   5.6632272043        0.9454376991
   5.7123053079        0.9356009822
   5.7613834114        0.9294072695
   5.8104615149        0.9262600486
   5.8595396185        0.9253735835
   5.9086177220        0.9258513210
   5.9576958256        0.9267724503
   6.0067739291        0.9272802018
   6.0558520327        0.9266651439
