#  q,  S(q) X-rays
   0.4710069271        0.2258693877
   0.5200649133        0.1394736284
   0.5691228994        0.0584291970
   0.6181808856       -0.0119762522
   0.6672388717       -0.0673756277
   0.7162968579       -0.1049079051
   0.7653548440       -0.1235826035
   0.8144128301       -0.1243609235
   0.8634708163       -0.1099422023
   0.9125288024       -0.0842973649
   0.9615867886       -0.0520361127
   1.0106447747       -0.0177230993
   1.0597027609        0.0147351411
   1.1087607470        0.0425275361
   1.1578187332        0.0641320181
   1.2068767193        0.0792471477
   1.2559347055        0.0884970174
   1.3049926916        0.0929908574
   1.3540506778        0.0938486318
   1.4031086639        0.0918111712
   1.4521666500        0.0870360365
   1.5012246362        0.0791410921
   1.5502826223        0.0675037523
   1.5993406085        0.0517652496
   1.6483985946        0.0324374877
   1.6974565808        0.0114756990
   1.7465145669       -0.0073290600
   1.7955725531       -0.0182642383
   1.8446305392       -0.0139976961
   1.8936885254        0.0137177028
   1.9427465115        0.0729962160
   1.9918044976        0.1705578507
   2.0408624838        0.3104366494
   2.0899204699        0.4928676321
   2.1389784561        0.7135535395
   2.1880364422        0.9634703452
   2.2370944284        1.2292991887
   2.2861524145        1.4944822616
   2.3352104007        1.7408050773
   2.3842683868        1.9503225904
   2.4333263730        2.1073857278
   2.4823843591        2.2004984342
   2.5314423452        2.2237484451
   2.5805003314        2.1776066099
   2.6295583175        2.0689725416
   2.6786163037        1.9104465639
   2.7276742898        1.7189141592
   2.7767322760        1.5136235661
   2.8257902621        1.3140058094
   2.8748482483        1.1375193010
   2.9239062344        0.9977937589
   2.9729642206        0.9033022692
   3.0220222067        0.8567133206
   3.0710801929        0.8549785537
   3.1201381790        0.8901112887
   3.1691961651        0.9505203675
   3.2182541513        1.0226961753
   3.2673121374        1.0930096800
   3.3163701236        1.1493846463
   3.3654281097        1.1826360768
   3.4144860959        1.1873277419
   3.4635440820        1.1620780556
   3.5126020682        1.1093243392
   3.5616600543        1.0346286136
   3.6107180405        0.9456633573
   3.6597760266        0.8510464247
   3.7088340127        0.7591980401
   3.7578919989        0.6773712184
   3.8069499850        0.6109656138
   3.8560079712        0.5631816836
   3.9050659573        0.5350163237
   3.9541239435        0.5255514767
   4.0031819296        0.5324505814
   4.0522399158        0.5525583477
   4.1012979019        0.5824982907
   4.1503558881        0.6191778336
   4.1994138742        0.6601382593
   4.2484718603        0.7037205520
   4.2975298465        0.7490520673
   4.3465878326        0.7958875016
   4.3956458188        0.8443568280
   4.4447038049        0.8946807461
   4.4937617911        0.9469109180
   4.5428197772        1.0007398022
   4.5918777634        1.0554065666
   4.6409357495        1.1097052264
   4.6899937357        1.1620825468
   4.7390517218        1.2107993305
   4.7881097080        1.2541212327
   4.8371676941        1.2905046189
   4.8862256802        1.3187483663
   4.9352836664        1.3380921024
   4.9843416525        1.3482529108
   5.0333996387        1.3494036813
   5.0824576248        1.3421051523
   5.1315156110        1.3272090532
   5.1805735971        1.3057512234
   5.2296315833        1.2788515249
   5.2786895694        1.2476327652
   5.3277475556        1.2131649802
   5.3768055417        1.1764356181
   5.4258635278        1.1383414899
   5.4749215140        1.0996954807
   5.5239795001        1.0612401458
   5.5730374863        1.0236612058
   5.6220954724        0.9875960467
   5.6711534586        0.9536349329
   5.7202114447        0.9223150878
   5.7692694309        0.8941095860
   5.8183274170        0.8694139106
   5.8673854032        0.8485330527
   5.9164433893        0.8316714238
   5.9655013755        0.8189269260
   6.0145593616        0.8102896464
   6.0636173477        0.8056450365
   6.1126753339        0.8047812156
   6.1617333200        0.8074001358
   6.2107913062        0.8131325714
   6.2598492923        0.8215570370
   6.3089072785        0.8322225734
   6.3579652646        0.8446747978
   6.4070232508        0.8584837379
   6.4560812369        0.8732709552
   6.5051392231        0.8887326125
   6.5541972092        0.9046547631
   6.6032551953        0.9209174903
   6.6523131815        0.9374856952
   6.7013711676        0.9543862378
   6.7504291538        0.9716734817
   6.7994871399        0.9893876389
   6.8485451261        1.0075121657
   6.8976031122        1.0259373555
   6.9466610984        1.0444369269
   6.9957190845        1.0626627411
   7.0447770707        1.0801600108
   7.0938350568        1.0964019376
   7.1428930429        1.1108392492
   7.1919510291        1.1229572751
   7.2410090152        1.1323315771
   7.2900670014        1.1386731158
   7.3391249875        1.1418555529
   7.3881829737        1.1419203247
   7.4372409598        1.1390590263
   7.4862989460        1.1335766982
   7.5353569321        1.1258430361
   7.5844149183        1.1162406628
   7.6334729044        1.1051199944
   7.6825308906        1.0927687819
   7.7315888767        1.0794013895
   7.7806468628        1.0651688448
   7.8297048490        1.0501864518
   7.8787628351        1.0345721292
   7.9278208213        1.0184863555
   7.9768788074        1.0021641318
   8.0259367936        0.9859308412
   8.0749947797        0.9701970236
   8.1240527659        0.9554312972
   8.1731107520        0.9421151332
   8.2221687382        0.9306870450
   8.2712267243        0.9214862185
   8.3202847104        0.9147061803
   8.3693426966        0.9103676331
   8.4184006827        0.9083163277
   8.4674586689        0.9082473963
   8.5165166550        0.9097527614
   8.5655746412        0.9123839859
   8.6146326273        0.9157200284
   8.6636906135        0.9194283867
   8.7127485996        0.9233092245
   8.7618065858        0.9273150956
   8.8108645719        0.9315432245
   8.8599225580        0.9362021799
   8.9089805442        0.9415592752
   8.9580385303        0.9478783284
   9.0070965165        0.9553589248
   9.0561545026        0.9640877964
   9.1052124888        0.9740105015
   9.1542704749        0.9849277398
   9.2033284611        0.9965161142
   9.2523864472        1.0083687926
   9.3014444334        1.0200481367
   9.3505024195        1.0311405305
   9.3995604057        1.0413036633
   9.4486183918        1.0502983216
   9.4976763779        1.0579999343
   9.5467343641        1.0643890627
   9.5957923502        1.0695239620
   9.6448503364        1.0735015511
   9.6939083225        1.0764150402
   9.7429663087        1.0783167830
   9.7920242948        1.0791936504
   9.8410822810        1.0789596543
   9.8901402671        1.0774672247
   9.9391982533        1.0745350734
   9.9882562394        1.0699876135
  10.0373142255        1.0636989324
  10.0863722117        1.0556336435
  10.1354301978        1.0458775983
  10.1844881840        1.0346532399
  10.2335461701        1.0223169325
  10.2826041563        1.0093384206
  10.3316621424        0.9962651854
  10.3807201286        0.9836764500
  10.4297781147        0.9721327176
  10.4788361009        0.9621269161
  10.5278940870        0.9540425758
  10.5769520732        0.9481232090
  10.6260100593        0.9444554712
  10.6750680454        0.9429670524
  10.7241260316        0.9434387850
  10.7731840177        0.9455293033
  10.8222420039        0.9488097636
  10.8712999900        0.9528055897
  10.9203579762        0.9570418656
  10.9694159623        0.9610887649
  11.0184739485        0.9646032577
  11.0675319346        0.9673633074
  11.1165899208        0.9692909448
  11.1656479069        0.9704611151
  11.2147058930        0.9710941511
  11.2637638792        0.9715311629
  11.3128218653        0.9721935165
  11.3618798515        0.9735296891
  11.4109378376        0.9759548695
  11.4599958238        0.9797903312
  11.5090538099        0.9852104883
  11.5581117961        0.9922053547
  11.6071697822        1.0005647298
  11.6562277684        1.0098878952
  11.7052857545        1.0196192121
  11.7543437406        1.0291062367
  11.8034017268        1.0376734181
  11.8524597129        1.0447017219
  11.9015176991        1.0497031590
  11.9505756852        1.0523795085
  11.9996336714        1.0526565479
  12.0486916575        1.0506885974
  12.0977496437        1.0468326114
  12.1468076298        1.0415957047
  12.1958656160        1.0355641007
  12.2449236021        1.0293243349
  12.2939815883        1.0233886329
  12.3430395744        1.0181355136
  12.3920975605        1.0137739908
  12.4411555467        1.0103357165
  12.4902135328        1.0076947444
  12.5392715190        1.0056101004
  12.5883295051        1.0037828125
  12.6373874913        1.0019170752
  12.6864454774        0.9997751110
  12.7355034636        0.9972169966
  12.7845614497        0.9942198874
  12.8336194359        0.9908750521
  12.8826774220        0.9873651635
  12.9317354081        0.9839276273
  12.9807933943        0.9808117797
  13.0298513804        0.9782382178
  13.0789093666        0.9763673592
  13.1279673527        0.9752818775
  13.1770253389        0.9749844899
  13.2260833250        0.9754093766
  13.2751413112        0.9764429487
  13.3241992973        0.9779482536
  13.3732572835        0.9797872649
  13.4223152696        0.9818365678
  13.4713732557        0.9839941778
  13.5204312419        0.9861778466
  13.5694892280        0.9883175842
  13.6185472142        0.9903466719
  13.6676052003        0.9921957795
  13.7166631865        0.9937938312
  13.7657211726        0.9950772030
  13.8147791588        0.9960061590
  13.8638371449        0.9965848072
  13.9128951311        0.9968789489
  13.9619531172        0.9970255604
  14.0110111034        0.9972285690
  14.0600690895        0.9977380146
  14.1091270756        0.9988132028
  14.1581850618        1.0006743725
  14.2072430479        1.0034508643
  14.2563010341        1.0071359584
  14.3053590202        1.0115588253
  14.3544170064        1.0163821263
  14.4034749925        1.0211298734
  14.4525329787        1.0252447977
  14.5015909648        1.0281686408
  14.5506489510        1.0294335812
  14.5997069371        1.0287495393
  14.6487649232        1.0260712015
  14.6978229094        1.0216306662
  14.7468808955        1.0159265018
  14.7959388817        1.0096670215
  14.8449968678        1.0036735662
  14.8940548540        0.9987571484
  14.9431128401        0.9955875135
  14.9921708263        0.9945763652
  15.0412288124        0.9957955077
  15.0902867986        0.9989459415
  15.1393447847        1.0033861501
  15.1884027709        1.0082181705
  15.2374607570        1.0124201583
  15.2865187431        1.0150057741
  15.3355767293        1.0151853578
  15.3846347154        1.0125025709
  15.4336927016        1.0069233351
  15.4827506877        0.9988610749
  15.5318086739        0.9891323487
  15.5808666600        0.9788482767
  15.6299246462        0.9692578158
  15.6789826323        0.9615670694
  15.7280406185        0.9567630198
  15.7770986046        0.9554695706
  15.8261565907        0.9578586320
  15.8752145769        0.9636300175
  15.9242725630        0.9720626707
  15.9733305492        0.9821281109
  16.0223885353        0.9926469649
  16.0714465215        1.0024627399
  16.1205045076        1.0106047025
  16.1695624938        1.0164142165
  16.2186204799        1.0196156574
  16.2676784661        1.0203228437
  16.3167364522        1.0189830484
  16.3657944383        1.0162711327
  16.4148524245        1.0129543606
  16.4639104106        1.0097526629
  16.5129683968        1.0072188762
  16.5620263829        1.0056589241
  16.6110843691        1.0051039631
  16.6601423552        1.0053366742
  16.7092003414        1.0059639526
  16.7582583275        1.0065200341
  16.8073163137        1.0065790133
  16.8563742998        1.0058546372
  16.9054322860        1.0042682656
  16.9544902721        1.0019723681
  17.0035482582        0.9993255975
  17.0526062444        0.9968247154
  17.1016642305        0.9950067431
  17.1507222167        0.9943402013
  17.1997802028        0.9951262163
  17.2488381890        0.9974283287
  17.2978961751        1.0010444443
  17.3469541613        1.0055265668
  17.3960121474        1.0102452046
  17.4450701336        1.0144872574
  17.4941281197        1.0175702266
  17.5431861058        1.0189527941
  17.5922440920        1.0183226448
  17.6413020781        1.0156466382
  17.6903600643        1.0111752538
  17.7394180504        1.0054013516
  17.7884760366        0.9989812259
  17.8375340227        0.9926322662
  17.8865920089        0.9870251674
  17.9356499950        0.9826889853
  17.9847079812        0.9799444244
  18.0337659673        0.9788751986
  18.0828239534        0.9793401957
  18.1318819396        0.9810218369
  18.1809399257        0.9834997943
  18.2299979119        0.9863351983
  18.2790558980        0.9891493151
  18.3281138842        0.9916825000
  18.3771718703        0.9938236178
  18.4262298565        0.9956061711
  18.4752878426        0.9971739148
  18.5243458288        0.9987245348
  18.5734038149        1.0004439666
  18.6224618011        1.0024454194
  18.6715197872        1.0047259393
  18.7205777733        1.0071496783
  18.7696357595        1.0094616690
  18.8186937456        1.0113298736
  18.8677517318        1.0124077208
  18.9168097179        1.0124052884
  18.9658677041        1.0111554725
  19.0149256902        1.0086622166
  19.0639836764        1.0051209906
  19.1130416625        1.0009066268
  19.1620996487        0.9965294235
  19.2111576348        0.9925660636
  19.2602156209        0.9895763686
  19.3092736071        0.9880194274
  19.3583315932        0.9881828019
  19.4073895794        0.9901363144
  19.4564475655        0.9937178018
  19.5055055517        0.9985529187
  19.5545635378        1.0041055339
  19.6036215240        1.0097504356
  19.6526795101        1.0148567471
  19.7017374963        1.0188691628
  19.7507954824        1.0213749893
  19.7998534686        1.0221477859
  19.8489114547        1.0211625796
  19.8979694408        1.0185824126
  19.9470274270        1.0147205273
  19.9960854131        1.0099860423
  20.0451433993        1.0048229768
  20.0942013854        0.9996526909
  20.1432593716        0.9948282968
  20.1923173577        0.9906067352
  20.2413753439        0.9871405951
  20.2904333300        0.9844880689
  20.3394913162        0.9826363429
  20.3885493023        0.9815317469
  20.4376072884        0.9811094132
  20.4866652746        0.9813160406
  20.5357232607        0.9821213838
  20.5847812469        0.9835168491
  20.6338392330        0.9855025038
  20.6828972192        0.9880663476
  20.7319552053        0.9911613625
  20.7810131915        0.9946863791
  20.8300711776        0.9984760846
  20.8791291638        1.0023037317
  20.9281871499        1.0058976198
  20.9772451360        1.0089697003
  21.0263031222        1.0112521943
  21.0753611083        1.0125363733
  21.1244190945        1.0127069270
  21.1734770806        1.0117657798
  21.2225350668        1.0098407246
  21.2715930529        1.0071765638
  21.3206510391        1.0041091939
  21.3697090252        1.0010257793
  21.4187670114        0.9983163872
  21.4678249975        0.9963238563
  21.5168829837        0.9952990174
  21.5659409698        0.9953676549
  21.6149989559        0.9965139023
  21.6640569421        0.9985824032
  21.7131149282        1.0012988911
  21.7621729144        1.0043062664
  21.8112309005        1.0072111423
  21.8602888867        1.0096344855
  21.9093468728        1.0112595576
  21.9584048590        1.0118708953
  22.0074628451        1.0113794301
  22.0565208313        1.0098308348
  22.1055788174        1.0073964763
  22.1546368035        1.0043486481
  22.2036947897        1.0010237338
  22.2527527758        0.9977783809
