#  q,  S(q) X-rays
   0.4699570901        0.1778679912
   0.5190171759        0.0879500846
   0.5680772617        0.0111007722
   0.6171373475       -0.0482450715
   0.6661974334       -0.0874088129
   0.7152575192       -0.1058754244
   0.7643176050       -0.1053761270
   0.8133776908       -0.0896149269
   0.8624377766       -0.0636741621
   0.9114978625       -0.0331965733
   0.9605579483       -0.0034871817
   1.0096180341        0.0213022342
   1.0586781199        0.0387548056
   1.1077382057        0.0484265434
   1.1567982916        0.0516950213
   1.2058583774        0.0512485203
   1.2549184632        0.0503175071
   1.3039785490        0.0518050435
   1.3530386348        0.0574987355
   1.4020987207        0.0675379214
   1.4511588065        0.0802662362
   1.5002188923        0.0925283789
   1.5492789781        0.1003832742
   1.5983390639        0.1001196848
   1.6473991498        0.0893910517
   1.6964592356        0.0682477625
   1.7455193214        0.0398459152
   1.7945794072        0.0106537637
   1.8436394930       -0.0099452205
   1.8926995789       -0.0106526542
   1.9417596647        0.0202485808
   1.9908197505        0.0931049764
   2.0398798363        0.2150782740
   2.0889399221        0.3885986715
   2.1380000080        0.6103533804
   2.1870600938        0.8710090226
   2.2361201796        1.1557614759
   2.2851802654        1.4456828103
   2.3342403512        1.7197116634
   2.3833004370        1.9570307542
   2.4323605229        2.1395100475
   2.4814206087        2.2538772056
   2.5304806945        2.2933114680
   2.5795407803        2.2582377802
   2.6286008661        2.1562122488
   2.6776609520        2.0009199676
   2.7267210378        1.8104317757
   2.7757811236        1.6049683883
   2.8248412094        1.4044835169
   2.8739012952        1.2263933813
   2.9229613811        1.0837474180
   2.9720214669        0.9840605786
   3.0210815527        0.9289242749
   3.0701416385        0.9143976344
   3.1192017243        0.9320713192
   3.1682618102        0.9706089599
   3.2173218960        1.0175182107
   3.2663819818        1.0608904739
   3.3154420676        1.0908748015
   3.3645021534        1.1007105234
   3.4135622393        1.0872233052
   3.4626223251        1.0507765951
   3.5116824109        0.9947507087
   3.5607424967        0.9246832387
   3.6098025825        0.8472391906
   3.6588626684        0.7691842907
   3.7079227542        0.6965124325
   3.7569828400        0.6338346010
   3.8060429258        0.5840811220
   3.8551030116        0.5485120107
   3.9041630975        0.5269811005
   3.9532231833        0.5183657323
   4.0022832691        0.5210590052
   4.0513433549        0.5334261646
   4.1004034407        0.5541475620
   4.1494635266        0.5824021991
   4.1985236124        0.6178813856
   4.2475836982        0.6606547904
   4.2966437840        0.7109357119
   4.3457038698        0.7688053961
   4.3947639557        0.8339567989
   4.4438240415        0.9055078022
   4.4928841273        0.9819157989
   4.5419442131        1.0610040561
   4.5910042989        1.1400896700
   4.6400643848        1.2161868900
   4.6891244706        1.2862503782
   4.7381845564        1.3474212917
   4.7872446422        1.3972440778
   4.8363047280        1.4338315525
   4.8853648139        1.4559675692
   4.9344248997        1.4631477254
   4.9834849855        1.4555670167
   5.0325450713        1.4340679114
   5.0816051571        1.4000628343
   5.1306652430        1.3554422889
   5.1797253288        1.3024752533
   5.2287854146        1.2437037267
   5.2778455004        1.1818299016
   5.3269055862        1.1195933722
   5.3759656721        1.0596373524
   5.4250257579        1.0043665957
   5.4740858437        0.9558045539
   5.5231459295        0.9154619006
   5.5722060153        0.8842315548
   5.6212661012        0.8623257386
   5.6703261870        0.8492679445
   5.7193862728        0.8439471770
   5.7684463586        0.8447342771
   5.8175064444        0.8496518024
   5.8665665303        0.8565812365
   5.9156266161        0.8634855867
   5.9646867019        0.8686226542
