#  q,  S(q) X-rays
   0.4703370268        0.1748125967
   0.5193963527        0.0930455077
   0.5684556787        0.0246230167
   0.6175150046       -0.0274534413
   0.6665743306       -0.0617565084
   0.7156336565       -0.0786163727
   0.7646929825       -0.0800532789
   0.8137523084       -0.0694548788
   0.8628116344       -0.0510420397
   0.9118709603       -0.0292089364
   0.9609302863       -0.0078510821
   1.0099896122        0.0101979251
   1.0590489381        0.0235162494
   1.1081082641        0.0321629034
   1.1571675900        0.0374510300
   1.2062269160        0.0414681383
   1.2552862419        0.0464383005
   1.3043455679        0.0540575242
   1.3534048938        0.0649457829
   1.4024642198        0.0783438402
   1.4515235457        0.0921414706
   1.5005828717        0.1032624648
   1.5496421976        0.1083614535
   1.5987015236        0.1047209033
   1.6477608495        0.0911864017
   1.6968201755        0.0689549342
   1.7458795014        0.0420402257
   1.7949388273        0.0172816692
   1.8439981533        0.0038332347
   1.8930574792        0.0121551871
   1.9421168052        0.0526201835
   1.9911761311        0.1339210417
   2.0402354571        0.2615164693
   2.0892947830        0.4363636677
   2.1383541090        0.6541591486
   2.1874134349        0.9052441598
   2.2364727609        1.1752379752
   2.2855320868        1.4463550715
   2.3345914128        1.6992576527
   2.3836507387        1.9152097939
   2.4327100646        2.0782475158
   2.4817693906        2.1770690868
   2.5308287165        2.2063839052
   2.5798880425        2.1675315920
   2.6289473684        2.0682843901
   2.6780066944        1.9218602003
   2.7270660203        1.7452832563
   2.7761253463        1.5573181159
   2.8251846722        1.3762573591
   2.8742439982        1.2178566279
   2.9233033241        1.0936814622
   2.9723626501        1.0100643168
   3.0214219760        0.9677782060
   3.0704813019        0.9624301750
   3.1195406279        0.9854789682
   3.1685999538        1.0257012140
   3.2176592798        1.0708800133
   3.2667186057        1.1094747767
   3.3157779317        1.1320515711
   3.3648372576        1.1323037885
   3.4138965836        1.1075640480
   3.4629559095        1.0587878218
   3.5120152355        0.9900648302
   3.5610745614        0.9077748441
   3.6101338874        0.8195423961
   3.6591932133        0.7331564229
   3.7082525393        0.6556068283
   3.7573118652        0.5923550500
   3.8063711911        0.5469074431
   3.8554305171        0.5207075058
   3.9044898430        0.5133143270
   3.9535491690        0.5227972022
   4.0026084949        0.5462546377
   4.0516678209        0.5803613942
   4.1007271468        0.6218583065
   4.1497864728        0.6679224786
   4.1988457987        0.7163847512
   4.2479051247        0.7657913705
   4.2969644506        0.8153324550
   4.3460237766        0.8646775317
   4.3950831025        0.9137663236
   4.4441424284        0.9626012980
   4.4932017544        1.0110790788
   4.5422610803        1.0588836229
   4.5913204063        1.1054484239
   4.6403797322        1.1499810358
   4.6894390582        1.1915331976
   4.7384983841        1.2290949777
   4.7875577101        1.2616916245
   4.8366170360        1.2884662082
   4.8856763620        1.3087379804
   4.9347356879        1.3220337861
   4.9837950139        1.3280961173
   5.0328543398        1.3268753478
   5.0819136658        1.3185148414
   5.1309729917        1.3033362299
   5.1800323176        1.2818289817
   5.2290916436        1.2546445337
   5.2781509695        1.2225918478
   5.3272102955        1.1866291472
   5.3762696214        1.1478462607
   5.4253289474        1.1074334233
   5.4743882733        1.0666351166
   5.5234475993        1.0266908544
   5.5725069252        0.9887679164
   5.6215662512        0.9538932110
   5.6706255771        0.9228922650
   5.7196849031        0.8963426972
   5.7687442290        0.8745476597
   5.8178035549        0.8575321002
   5.8668628809        0.8450618742
   5.9159222068        0.8366832596
   5.9649815328        0.8317786481
   6.0140408587        0.8296332416
   6.0631001847        0.8295073706
   6.1121595106        0.8307092871
   6.1612188366        0.8326636603
   6.2102781625        0.8349712320
   6.2593374885        0.8374550833
