# Ashcroft-Langreth Sij(q)       [Ge,Ge]                   
        0.4661324174           0.1154331907   
        0.5152001526           0.0483991262   
        0.5642678877           0.0000553289   
        0.6133356229          -0.0299075912   
        0.6624033581          -0.0434217191   
        0.7114710932          -0.0436911292   
        0.7605388284          -0.0347130805   
        0.8096065636          -0.0207297681   
        0.8586742987          -0.0056793724   
        0.9077420339           0.0072832392   
        0.9568097691           0.0161335685   
        1.0058775042           0.0201464895   
        1.0549452394           0.0198654712   
        1.1040129746           0.0168786841   
        1.1530807097           0.0134374759   
        1.2021484449           0.0119776444   
        1.2512161800           0.0146209352   
        1.3002839152           0.0227401058   
        1.3493516504           0.0366640501   
        1.3984193855           0.0555800972   
        1.4474871207           0.0776609107   
        1.4965548559           0.1004074491   
        1.5456225910           0.1211625486   
        1.5946903262           0.1377176919   
        1.6437580614           0.1489139431   
        1.6928257965           0.1551310119   
        1.7418935317           0.1585681028   
        1.7909612669           0.1632461674   
        1.8400290020           0.1747003435   
        1.8890967372           0.1993783481   
        1.9381644724           0.2438084351   
        1.9872322075           0.3136416986   
        2.0362999427           0.4127011318   
        2.0853676779           0.5421788050   
        2.1344354130           0.7001103851   
        2.1835031482           0.8812237396   
        2.2325708834           1.0772095711   
        2.2816386185           1.2774036280   
        2.3307063537           1.4698105567   
        2.3797740888           1.6423478896   
        2.4288418240           1.7841530812   
        2.4779095592           1.8867827671   
        2.5269772943           1.9451441643   
        2.5760450295           1.9580326930   
        2.6251127647           1.9282027767   
        2.6741804998           1.8619627372   
        2.7232482350           1.7683502925   
        2.7723159702           1.6580026200   
        2.8213837053           1.5418756963   
        2.8704514405           1.4299856537   
        2.9195191757           1.3303376925   
        2.9685869108           1.2481770613   
        3.0176546460           1.1856468110   
        3.0667223812           1.1418763374   
        3.1157901163           1.1134625864   
        3.1648578515           1.0952516690   
        3.2139255867           1.0812905100   
        3.2629933218           1.0658012769   
        3.3120610570           1.0440374560   
        3.3611287922           1.0129075962   
        3.4101965273           0.9712956941   
        3.4592642625           0.9200583975   
        3.5083319976           0.8617300914   
        3.5573997328           0.8000093872   
        3.6064674680           0.7391282150   
        3.6555352031           0.6832140190   
        3.7046029383           0.6357461359   
        3.7536706735           0.5991820936   
        3.8027384086           0.5747936482   
        3.8518061438           0.5627127280   
        3.9008738790           0.5621511632   
        3.9499416141           0.5717312447   
        3.9990093493           0.5898508522   
        4.0480770845           0.6150085555   
        4.0971448196           0.6460294020   
        4.1462125548           0.6821573404   
        4.1952802900           0.7230100763   
        4.2443480251           0.7684207391   
        4.2934157603           0.8182127216   
        4.3424834955           0.8719656043   
        4.3915512306           0.9288294989   
        4.4406189658           0.9874331137   
        4.4896867010           1.0459101614   
        4.5387544361           1.1020437362   
        4.5878221713           1.1535039689   
        4.6368899064           1.1981353142   
        4.6859576416           1.2342397219   
        4.7350253768           1.2608024228   
        4.7840931119           1.2776177489   
        4.8331608471           1.2852910516   
        4.8822285823           1.2851156717   
        4.9312963174           1.2788466548   
        4.9803640526           1.2684112590   
        5.0294317878           1.2556069732   
        5.0784995229           1.2418389760   
        5.1275672581           1.2279407615   
        5.1766349933           1.2141058043   
        5.2257027284           1.1999377581   
        5.2747704636           1.1846056193   
        5.3238381988           1.1670723681   
        5.3729059339           1.1463539332   
        5.4219736691           1.1217617559   
        5.4710414043           1.0930870550   
        5.5201091394           1.0606968709   
        5.5691768746           1.0255286314   
        5.6182446098           0.9889881214   
        5.6673123449           0.9527720615   
        5.7163800801           0.9186482099   
        5.7654478152           0.8882311953   
        5.8145155504           0.8627906266   
        5.8635832856           0.8431201628   
        5.9126510207           0.8294839717   
        5.9617187559           0.8216428534   
        6.0107864911           0.8189488950   
        6.0598542262           0.8204871672   
        6.1089219614           0.8252372499   
        6.1579896966           0.8322268736   
        6.2070574317           0.8406542969   
        6.2561251669           0.8499639378   
        6.3051929021           0.8598694690   
        6.3542606372           0.8703281312   
        6.4033283724           0.8814777015   
        6.4523961076           0.8935522211   
        6.5014638427           0.9067937624   
        6.5505315779           0.9213754597   
        6.5995993131           0.9373465944   
        6.6486670482           0.9546049033   
        6.6977347834           0.9728957493   
        6.7468025185           0.9918334078   
        6.7958702537           1.0109371539   
        6.8449379889           1.0296742479   
        6.8940057240           1.0475030134   
        6.9430734592           1.0639113550   
        6.9921411944           1.0784484827   
        7.0412089295           1.0907495983   
        7.0902766647           1.1005543705   
        7.1393443999           1.1077200524   
        7.1884121350           1.1122292834   
        7.2374798702           1.1141914530   
        7.2865476054           1.1138355601   
        7.3356153405           1.1114923201   
        7.3846830757           1.1075641528   
        7.4337508109           1.1024836167   
        7.4828185460           1.0966634909   
        7.5318862812           1.0904444303   
        7.5809540164           1.0840481999   
        7.6300217515           1.0775452392   
        7.6790894867           1.0708443034   
        7.7281572219           1.0637090825   
        7.7772249570           1.0558023815   
        7.8262926922           1.0467533879   
