#  q,  S(q) X-rays
   0.4589952011        0.0599636903
   0.5080772106       -0.0100724633
   0.5571592202       -0.0497680840
   0.6062412298       -0.0619353126
   0.6553232394       -0.0520728080
   0.7044052490       -0.0274870939
   0.7534872586        0.0037849030
   0.8025692682        0.0341073895
   0.8516512778        0.0572760697
   0.9007332874        0.0693033309
   0.9498152970        0.0688470233
   0.9988973066        0.0572223016
   1.0479793162        0.0379978750
   1.0970613258        0.0162420082
   1.1461433354       -0.0024602727
   1.1952253450       -0.0130584840
   1.2443073546       -0.0119817568
   1.2933893642        0.0021836649
   1.3424713738        0.0284055549
   1.3915533834        0.0633648664
   1.4406353930        0.1020486438
   1.4897174026        0.1386884862
   1.5387994122        0.1678945270
   1.5878814218        0.1857959029
   1.6369634314        0.1909898546
   1.6860454410        0.1851254326
   1.7351274506        0.1730013443
   1.7842094602        0.1621327915
   1.8332914698        0.1618273475
   1.8823734794        0.1818912353
   1.9314554890        0.2311513348
   1.9805374986        0.3160140680
   2.0296195082        0.4392836407
   2.0787015178        0.5994282372
   2.1277835274        0.7904186894
   2.1768655370        1.0021798907
   2.2259475466        1.2216040841
   2.2750295562        1.4339915397
   2.3241115658        1.6247211634
   2.3731935754        1.7809209189
   2.4222755850        1.8929103005
   2.4713575946        1.9552234787
   2.5204396042        1.9670857783
   2.5695216138        1.9322972227
   2.6186036234        1.8585620153
   2.6676856330        1.7563788340
   2.7167676426        1.6376624841
   2.7658496522        1.5142952645
   2.8149316617        1.3968035980
   2.8640136713        1.2933242781
   2.9130956809        1.2089716498
   2.9621776905        1.1456517681
   3.0112597001        1.1023029402
   3.0603417097        1.0754843434
   3.1094237193        1.0601936917
   3.1585057289        1.0507759028
   3.2075877385        1.0417881855
   3.2566697481        1.0287100771
   3.3057517577        1.0084239277
   3.3548337673        0.9794347773
   3.4039157769        0.9418408198
   3.4529977865        0.8971001497
   3.5020797961        0.8476617189
   3.5511618057        0.7965365325
   3.6002438153        0.7468798380
   3.6493258249        0.7016393745
   3.6984078345        0.6633029873
   3.7474898441        0.6337558750
   3.7965718537        0.6142377017
   3.8456538633        0.6053758600
   3.8947358729        0.6072647585
   3.9438178825        0.6195619035
   3.9928998921        0.6415781385
   4.0419819017        0.6723492032
   4.0910639113        0.7106860412
   4.1401459209        0.7552096263
   4.1892279305        0.8043809052
   4.2383099401        0.8565371856
   4.2873919497        0.9099433783
   4.3364739593        0.9628611366
   4.3855559689        1.0136327576
   4.4346379785        1.0607713435
   4.4837199881        1.1030454352
   4.5328019977        1.1395457818
   4.5818840073        1.1697240807
   4.6309660169        1.1933977777
   4.6800480265        1.2107203401
   4.7291300361        1.2221216416
   4.7782120457        1.2282272315
   4.8272940553        1.2297676232
   4.8763760649        1.2274891204
   4.9254580745        1.2220763109
   4.9745400841        1.2140937325
   5.0236220937        1.2039510226
   5.0727041033        1.1918927488
   5.1217861129        1.1780115244
   5.1708681224        1.1622811456
   5.2199501320        1.1446052874
   5.2690321416        1.1248765480
   5.3181141512        1.1030400767
   5.3671961608        1.0791554831
   5.4162781704        1.0534502040
   5.4653601800        1.0263572101
   5.5144421896        0.9985301994
   5.5635241992        0.9708306442
   5.6126062088        0.9442835002
   5.6616882184        0.9200020694
   5.7107702280        0.8990871249
   5.7598522376        0.8825103040
   5.8089342472        0.8709960479
   5.8580162568        0.8649190417
   5.9070982664        0.8642343311
   5.9561802760        0.8684545826
   6.0052622856        0.8766833383
   6.0543442952        0.8877052227
   6.1034263048        0.9001250334
   6.1525083144        0.9125390127
   6.2015903240        0.9237149552
   6.2506723336        0.9327545373
   6.2997543432        0.9392122355
   6.3488363528        0.9431505742
   6.3979183624        0.9451205655
   6.4470003720        0.9460676928
   6.4960823816        0.9471757652
   6.5451643912        0.9496713834
   6.5942464008        0.9546187380
   6.6433284104        0.9627367157
   6.6924104200        0.9742673024
   6.7414924296        0.9889164610
   6.7905744392        1.0058772895
   6.8396564488        1.0239322238
   6.8887384584        1.0416185412
   6.9378204680        1.0574315320
   6.9869024776        1.0700340642
   7.0359844872        1.0784407462
   7.0850664968        1.0821494679
   7.1341485064        1.0812018791
   7.1832305160        1.0761657780
   7.2323125256        1.0680444607
   7.2813945352        1.0581288430
   7.3304765448        1.0478159427
   7.3795585544        1.0384210291
   7.4286405640        1.0310100796
   7.4777225736        1.0262745576
   7.5268045831        1.0244629719
   7.5758865927        1.0253746356
   7.6249686023        1.0284120380
   7.6740506119        1.0326806445
   7.7231326215        1.0371197170
   7.7722146311        1.0406453726
   7.8212966407        1.0422875227
   7.8703786503        1.0413050573
   7.9194606599        1.0372679222
   7.9685426695        1.0300997071
   8.0176246791        1.0200792689
   8.0667066887        1.0078041811
   8.1157886983        0.9941221265
   8.1648707079        0.9800386644
   8.2139527175        0.9666112007
   8.2630347271        0.9548396307
   8.3121167367        0.9455641415
   8.3611987463        0.9393800964
   8.4102807559        0.9365787126
   8.4593627655        0.9371202805
   8.5084447751        0.9406438652
   8.5575267847        0.9465138045
   8.6066087943        0.9538991015
   8.6556908039        0.9618774423
   8.7047728135        0.9695516792
   8.7538548231        0.9761639256
   8.8029368327        0.9811915659
   8.8520188423        0.9844109361
   8.9011008519        0.9859182568
   8.9501828615        0.9861032598
   8.9992648711        0.9855780458
   9.0483468807        0.9850709535
   9.0974288903        0.9853013347
   9.1465108999        0.9868549634
   9.1955929095        0.9900804974
   9.2446749191        0.9950246382
   9.2937569287        1.0014176779
   9.3428389383        1.0087128862
   9.3919209479        1.0161740287
   9.4410029575        1.0229968437
   9.4900849671        1.0284440727
   9.5391669767        1.0319708513
   9.5882489863        1.0333185185
   9.6373309959        1.0325600772
   9.6864130055        1.0300887876
   9.7354950151        1.0265512628
   9.7845770247        1.0227362031
   9.8336590342        1.0194377820
   9.8827410438        1.0173172544
   9.9318230534        1.0167867395
   9.9809050630        1.0179352797
  10.0299870726        1.0205098781
  10.0790690822        1.0239546209
  10.1281510918        1.0275009404
  10.1772331014        1.0302933743
  10.2263151110        1.0315293624
  10.2753971206        1.0305896735
  10.3244791302        1.0271382414
  10.3735611398        1.0211759821
  10.4226431494        1.0130414435
  10.4717251590        1.0033603089
  10.5208071686        0.9929541867
  10.5698891782        0.9827252814
  10.6189711878        0.9735364855
  10.6680531974        0.9661057921
  10.7171352070        0.9609300488
  10.7662172166        0.9582468709
  10.8152992262        0.9580362989
  10.8643812358        0.9600569373
  10.9134632454        0.9639060937
  10.9625452550        0.9690906792
  11.0116272646        0.9750956518
  11.0607092742        0.9814393074
  11.1097912838        0.9877090102
  11.1588732934        0.9935759684
  11.2079553030        0.9987922954
  11.2570373126        1.0031769047
  11.3061193222        1.0065981965
  11.3552013318        1.0089608408
  11.4042833414        1.0102015936
  11.4533653510        1.0102956443
  11.5024473606        1.0092713802
  11.5515293702        1.0072285166
  11.6006113798        1.0043529582
  11.6496933894        1.0009218765
  11.6987753990        0.9972942461
  11.7478574086        0.9938850825
  11.7969394182        0.9911251679
  11.8460214278        0.9894113753
  11.8951034374        0.9890550689
  11.9441854470        0.9902369847
  11.9932674566        0.9929762875
  12.0423494662        0.9971193249
  12.0914314758        1.0023504072
  12.1405134854        1.0082233855
  12.1895954949        1.0142095604
  12.2386775045        1.0197551260
  12.2877595141        1.0243403004
  12.3368415237        1.0275326138
  12.3859235333        1.0290283231
  12.4350055429        1.0286781936
  12.4840875525        1.0264964197
  12.5331695621        1.0226537321
  12.5822515717        1.0174573888
  12.6313335813        1.0113215630
  12.6804155909        1.0047316798
  12.7294976005        0.9982057167
  12.7785796101        0.9922547149
  12.8276616197        0.9873440953
  12.8767436293        0.9838570865
  12.9258256389        0.9820617586
  12.9749076485        0.9820837209
  13.0239896581        0.9838872329
  13.0730716677        0.9872679440
  13.1221536773        0.9918603721
  13.1712356869        0.9971623140
  13.2203176965        1.0025766010
  13.2693997061        1.0074681443
  13.3184817157        1.0112314573
  13.3675637253        1.0133613228
  13.4166457349        1.0135175749
  13.4657277445        1.0115745636
  13.5148097541        1.0076470352
  13.5638917637        1.0020868845
  13.6129737733        0.9954491696
  13.6620557829        0.9884303474
  13.7111377925        0.9817861006
  13.7602198021        0.9762396072
  13.8093018117        0.9723929782
  13.8583838213        0.9706544619
  13.9074658309        0.9711918314
  13.9565478405        0.9739184542
  14.0056298501        0.9785135426
  14.0547118597        0.9844728310
  14.1037938693        0.9911813337
  14.1528758789        0.9979966799
  14.2019578885        1.0043303179
  14.2510398981        1.0097147976
  14.3001219077        1.0138481623
  14.3492039173        1.0166106435
  14.3982859269        1.0180536035
  14.4473679365        1.0183651276
  14.4964499460        1.0178200937
  14.5455319556        1.0167243836
  14.5946139652        1.0153629305
  14.6436959748        1.0139596422
  14.6927779844        1.0126543187
  14.7418599940        1.0114981380
  14.7909420036        1.0104658052
  14.8400240132        1.0094797048
  14.8891060228        1.0084398059
  14.9381880324        1.0072528421
  14.9872700420        1.0058553324
  15.0363520516        1.0042269856
  15.0854340612        1.0023934536
  15.1345160708        1.0004197172
  15.1835980804        0.9983971331
  15.2326800900        0.9964280313
  15.2817620996        0.9946116335
  15.3308441092        0.9930340833
  15.3799261188        0.9917638611
  15.4290081284        0.9908521884
  15.4780901380        0.9903366348
  15.5271721476        0.9902453492
  15.5762541572        0.9905993082
  15.6253361668        0.9914107029
  15.6744181764        0.9926768676
  15.7235001860        0.9943706688
  15.7725821956        0.9964296466
  15.8216642052        0.9987470844
  15.8707462148        1.0011683486
  15.9198282244        1.0034951965
  15.9689102340        1.0054994120
  16.0179922436        1.0069453336
  16.0670742532        1.0076189455
  16.1161562628        1.0073595926
  16.1652382724        1.0060893872
  16.2143202820        1.0038352125
  16.2634022916        1.0007389754
  16.3124843012        0.9970532958
  16.3615663108        0.9931219153
  16.4106483204        0.9893464122
  16.4597303300        0.9861429396
  16.5088123396        0.9838943312
  16.5578943492        0.9829037704
  16.6069763588        0.9833561800
  16.6560583684        0.9852925689
  16.7051403780        0.9886009159
  16.7542223876        0.9930250314
  16.8033043972        0.9981905148
  16.8523864067        1.0036447421
  16.9014684163        1.0089060536
  16.9505504259        1.0135161837
  16.9996324355        1.0170896090
  17.0487144451        1.0193539142
  17.0977964547        1.0201764192
  17.1468784643        1.0195740355
  17.1959604739        1.0177053986
  17.2450424835        1.0148465258
  17.2941244931        1.0113532911
  17.3432065027        1.0076156573
  17.3922885123        1.0040096336
  17.4413705219        1.0008531939
  17.4904525315        0.9983718437
  17.5395345411        0.9966781891
  17.5886165507        0.9957679117
  17.6376985603        0.9955322218
  17.6867805699        0.9957844820
  17.7358625795        0.9962966052
  17.7849445891        0.9968393820
  17.8340265987        0.9972203191
  17.8831086083        0.9973130171
  17.9321906179        0.9970735346
  17.9812726275        0.9965413921
  18.0303546371        0.9958255025
  18.0794366467        0.9950779409
  18.1285186563        0.9944606194
  18.1776006659        0.9941112107
  18.2266826755        0.9941148004
  18.2757646851        0.9944866901
  18.3248466947        0.9951696709
  18.3739287043        0.9960463119
  18.4230107139        0.9969638654
  18.4720927235        0.9977668468
  18.5211747331        0.9983307120
  18.5702567427        0.9985896749
  18.6193387523        0.9985527146
  18.6684207619        0.9983040484
  18.7175027715        0.9979874073
  18.7665847811        0.9977767562
  18.8156667907        0.9978389900
  18.8647488003        0.9982960215
  18.9138308099        0.9991941286
  18.9629128195        1.0004872949
  19.0119948291        1.0020387357
  19.0610768387        1.0036412889
  19.1101588483        1.0050535566
  19.1592408579        1.0060453427
  19.2083228674        1.0064437476
  19.2574048770        1.0061707374
  19.3064868866        1.0052642706
  19.3555688962        1.0038779621
  19.4046509058        1.0022582826
  19.4537329154        1.0007026632
  19.5028149250        0.9995057592
  19.5518969346        0.9989037321
  19.6009789442        0.9990271802
  19.6500609538        0.9998720785
  19.6991429634        1.0012949571
  19.7482249730        1.0030341191
  19.7973069826        1.0047537844
  19.8463889922        1.0061036053
  19.8954710018        1.0067828741
  19.9445530114        1.0065975905
  19.9936350210        1.0054996120
  20.0427170306        1.0036002301
  20.0917990402        1.0011551215
  20.1408810498        0.9985228763
  20.1899630594        0.9961042004
  20.2390450690        0.9942725196
  20.2881270786        0.9933083708
  20.3372090882        0.9933493541
  20.3862910978        0.9943646304
  20.4353731074        0.9961585360
  20.4844551170        0.9984026502
  20.5335371266        1.0006905935
  20.5826191362        1.0026058731
  20.6317011458        1.0037909378
  20.6807831554        1.0040056285
  20.7298651650        1.0031653399
  20.7789471746        1.0013530035
  20.8280291842        0.9988037180
  20.8771111938        0.9958655832
  20.9261932034        0.9929441912
  20.9752752130        0.9904406093
  21.0243572226        0.9886932174
  21.0734392322        0.9879324256
  21.1225212418        0.9882544907
  21.1716032514        0.9896169600
  21.2206852610        0.9918544661
  21.2697672706        0.9947103755
  21.3188492802        0.9978776977
  21.3679312898        1.0010419796
  21.4170132994        1.0039195930
  21.4660953090        1.0062865997
  21.5151773185        1.0079957376
  21.5642593281        1.0089814758
  21.6133413377        1.0092550312
  21.6624233473        1.0088923944
  21.7115053569        1.0080186595
  21.7605873665        1.0067914168
  21.8096693761        1.0053849394
  21.8587513857        1.0039757613
  21.9078333953        1.0027293852
  21.9569154049        1.0017875201
  22.0059974145        1.0012555256
  22.0550794241        1.0011904930
  22.1041614337        1.0015913665
  22.1532434433        1.0023933039
  22.2023254529        1.0034687685
  22.2514074625        1.0046373797
  22.3004894721        1.0056852992
  22.3495714817        1.0063930676
  22.3986534913        1.0065687188
  22.4477355009        1.0060811711
  22.4968175105        1.0048878410
  22.5458995201        1.0030505194
  22.5949815297        1.0007349496
  22.6440635393        0.9981921299
  22.6931455489        0.9957227068
  22.7422275585        0.9936293103
  22.7913095681        0.9921645708
  22.8403915777        0.9914841886
  22.8894735873        0.9916143323
  22.9385555969        0.9924406860
  22.9876376065        0.9937228841
  23.0367196161        0.9951334690
  23.0858016257        0.9963157164
  23.1348836353        0.9969506604
  23.1839656449        0.9968212431
  23.2330476545        0.9958613077
  23.2821296641        0.9941793032
  23.3312116737        0.9920507906
  23.3802936833        0.9898794154
  23.4293756929        0.9881319161
  23.4784577025        0.9872578511
  23.5275397121        0.9876080304
  23.5766217217        0.9893664207
  23.6257037313        0.9925083312
  23.6747857409        0.9967932589
  23.7238677505        1.0017946608
  23.7729497601        1.0069622373
  23.8220317697        1.0117063194
  23.8711137792        1.0154897942
  23.9201957888        1.0179114950
  23.9692777984        1.0187664434
  24.0183598080        1.0180725071
  24.0674418176        1.0160591667
  24.1165238272        1.0131210020
  24.1656058368        1.0097449116
  24.2146878464        1.0064247526
  24.2637698560        1.0035791423
  24.3128518656        1.0014872307
  24.3619338752        1.0002535253
  24.4110158848        0.9998070809
  24.4600978944        0.9999336808
  24.5091799040        1.0003333478
  24.5582619136        1.0006908499
  24.6073439232        1.0007446966
  24.6564259328        1.0003408547
  24.7055079424        0.9994608562
  24.7545899520        0.9982194155
  24.8036719616        0.9968329954
  24.8527539712        0.9955667001
  24.9018359808        0.9946712238
  24.9509179904        0.9943234985
