#  q,  S(q) neutrons
   0.4448178309        0.1462991890
   0.4939281953        0.0719134867
   0.5430385596        0.0168637006
   0.5921489239       -0.0183941237
   0.6412592883       -0.0350918837
   0.6903696526       -0.0358523779
   0.7394800170       -0.0242749712
   0.7885903813       -0.0044564746
   0.8377007456        0.0194961772
   0.8868111100        0.0439074617
   0.9359214743        0.0658836613
   0.9850318386        0.0835401382
   1.0341422030        0.0960898672
   1.0832525673        0.1037948770
   1.1323629317        0.1077983966
   1.1814732960        0.1098686483
   1.2305836603        0.1120939431
   1.2796940247        0.1165721077
   1.3288043890        0.1251350906
   1.3779147534        0.1391422814
   1.4270251177        0.1593647117
   1.4761354820        0.1859684563
   1.5252458464        0.2185910999
   1.5743562107        0.2564920482
   1.6234665750        0.2987475313
   1.6725769394        0.3444557171
   1.7216873037        0.3929171830
   1.7707976681        0.4437610344
   1.8199080324        0.4969964427
   1.8690183967        0.5529818294
   1.9181287611        0.6123174137
   1.9672391254        0.6756792678
   2.0163494897        0.7436224315
   2.0654598541        0.8163855525
   2.1145702184        0.8937291813
   2.1636805828        0.9748343812
   2.2127909471        1.0582786622
   2.2619013114        1.1420940713
   2.3110116758        1.2238996274
   2.3601220401        1.3010892908
   2.4092324045        1.3710490845
   2.4583427688        1.4313739864
   2.5074531331        1.4800570932
   2.5565634975        1.5156297450
   2.6056738618        1.5372404655
   2.6547842261        1.5446708971
   2.7038945905        1.5382964504
   2.7530049548        1.5190064462
   2.8021153192        1.4881019858
   2.8512256835        1.4471893011
   2.9003360478        1.3980823990
   2.9494464122        1.3427225926
   2.9985567765        1.2831156214
   3.0476671408        1.2212811680
   3.0967775052        1.1592060620
   3.1458878695        1.0987921024
   3.1949982339        1.0417922498
   3.2441085982        0.9897341797
   3.2932189625        0.9438365253
   3.3423293269        0.9049289153
   3.3914396912        0.8733905861
   3.4405500556        0.8491227806
   3.4896604199        0.8315669196
   3.5387707842        0.8197740399
   3.5878811486        0.8125223985
   3.6369915129        0.8084711291
   3.6861018772        0.8063302860
   3.7352122416        0.8050231760
   3.7843226059        0.8038166545
   3.8334329703        0.8023992927
   3.8825433346        0.8008953879
   3.9316536989        0.7998132454
   3.9807640633        0.7999370721
   4.0298744276        0.8021811224
   4.0789847919        0.8074306574
   4.1280951563        0.8163957040
   4.1772055206        0.8295003036
   4.2263158850        0.8468226168
   4.2754262493        0.8680914008
   4.3245366136        0.8927339505
   4.3736469780        0.9199616474
   4.4227573423        0.9488734936
   4.4718677067        0.9785564391
   4.5209780710        1.0081640912
   4.5700884353        1.0369617726
   4.6191987997        1.0643344083
   4.6683091640        1.0897625004
   4.7174195283        1.1127786299
   4.7665298927        1.1329210096
   4.8156402570        1.1497008168
   4.8647506214        1.1625963862
   4.9138609857        1.1710807078
   4.9629713500        1.1746805135
   5.0120817144        1.1730573234
   5.0611920787        1.1660948445
   5.1103024431        1.1539743273
   5.1594128074        1.1372204736
   5.2085231717        1.1167050388
   5.2576335361        1.0936024656
   5.3067439004        1.0693002785
   5.3558542647        1.0452749238
   5.4049646291        1.0229497588
   5.4540749934        1.0035549014
   5.5031853578        0.9880082188
   5.5522957221        0.9768330925
   5.6014060864        0.9701225989
   5.6505164508        0.9675526054
   5.6996268151        0.9684393425
   5.7487371794        0.9718314516
   5.7978475438        0.9766231048
   5.8469579081        0.9816738290
   5.8960682725        0.9859219077
   5.9451786368        0.9884810531
   5.9942890011        0.9887136049
   6.0433993655        0.9862769899
   6.0925097298        0.9811429723
   6.1416200942        0.9735910271
   6.1907304585        0.9641780730
   6.2398408228        0.9536871411
