#  q,  S(q) neutrons
   6.2889511872        0.9430578283
   6.3380615515        0.9333020323
   6.3871719158        0.9254097319
   6.4362822802        0.9202513883
   6.4853926445        0.9184855243
   6.5345030089        0.9204815636
   6.5836133732        0.9262683999
   6.6327237375        0.9355178503
   6.6818341019        0.9475688861
   6.7309444662        0.9614935160
   6.7800548305        0.9761990802
   6.8291651949        0.9905555121
   6.8782755592        1.0035310638
   6.9273859236        1.0143171884
   6.9764962879        1.0224235580
   7.0256066522        1.0277278202
   7.0747170166        1.0304712929
   7.1238273809        1.0312003597
   7.1729377453        1.0306623945
   7.2220481096        1.0296729560
   7.2711584739        1.0289762249
   7.3202688383        1.0291221191
   7.3693792026        1.0303808124
   7.4184895669        1.0327088860
   7.4675999313        1.0357721745
   7.5167102956        1.0390201980
   7.5658206600        1.0417977955
   7.6149310243        1.0434729309
   7.6640413886        1.0435569251
   7.7131517530        1.0417950798
   7.7622621173        1.0382115105
   7.8113724816        1.0331008517
   7.8604828460        1.0269696608
   7.9095932103        1.0204398630
   7.9587035747        1.0141336223
   8.0078139390        1.0085622552
   8.0569243033        1.0040406251
   8.1060346677        1.0006431265
   8.1551450320        0.9982089661
   8.2042553964        0.9963946230
   8.2533657607        0.9947620660
   8.3024761250        0.9928843192
   8.3515864894        0.9904466758
   8.4006968537        0.9873228582
   8.4498072180        0.9836105236
   8.4989175824        0.9796186823
   8.5480279467        0.9758092416
   8.5971383111        0.9727041109
   8.6462486754        0.9707763153
   8.6953590397        0.9703469887
   8.7444694041        0.9715092820
   8.7935797684        0.9740952651
   8.8426901327        0.9776937633
   8.8918004971        0.9817172776
   8.9409108614        0.9855065551
   8.9900212258        0.9884538305
   9.0391315901        0.9901216776
   9.0882419544        0.9903346211
   9.1373523188        0.9892251518
   9.1864626831        0.9872237936
   9.2355730475        0.9849929523
   9.2846834118        0.9833146075
   9.3337937761        0.9829506196
   9.3829041405        0.9844999033
   9.4320145048        0.9882779459
   9.4811248691        0.9942408352
   9.5302352335        1.0019686527
   9.5793455978        1.0107130090
   9.6284559622        1.0195024064
   9.6775663265        1.0272889362
   9.7266766908        1.0331123533
   9.7757870552        1.0362541445
   9.8248974195        1.0363554720
   9.8740077839        1.0334786461
   9.9231181482        1.0281011287
   9.9722285125        1.0210423855
  10.0213388769        1.0133352833
  10.0704492412        1.0060631773
  10.1195596055        1.0001897357
  10.1686699699        0.9964098386
  10.2177803342        0.9950463271
  10.2668906986        0.9960095581
  10.3160010629        0.9988259646
  10.3651114272        1.0027300030
  10.4142217916        1.0068030344
  10.4633321559        1.0101347380
  10.5124425202        1.0119789865
  10.5615528846        1.0118773777
  10.6106632489        1.0097295936
  10.6597736133        1.0057993719
  10.7088839776        1.0006564204
  10.7579943419        0.9950659954
  10.8071047063        0.9898470546
  10.8562150706        0.9857252266
  10.9053254350        0.9832073488
  10.9544357993        0.9824999478
  11.0035461636        0.9834855919
  11.0526565280        0.9857601109
  11.1017668923        0.9887223075
  11.1508772566        0.9916980914
  11.1999876210        0.9940747681
  11.2490979853        0.9954196548
  11.2982083497        0.9955605497
  11.3473187140        0.9946131753
  11.3964290783        0.9929510853
  11.4455394427        0.9911246627
  11.4946498070        0.9897455997
  11.5437601713        0.9893597677
  11.5928705357        0.9903334198
  11.6419809000        0.9927748528
  11.6910912644        0.9965065820
  11.7402016287        1.0010931455
  11.7893119930        1.0059188273
  11.8384223574        1.0102999822
  11.8875327217        1.0136101262
  11.9366430861        1.0153937635
  11.9857534504        1.0154474269
  12.0348638147        1.0138530647
  12.0839741791        1.0109583336
  12.1330845434        1.0073086635
  12.1821949077        1.0035451027
  12.2313052721        1.0002881446
  12.2804156364        0.9980298321
  12.3295260008        0.9970541144
  12.3786363651        0.9973992583
  12.4277467294        0.9988674486
  12.4768570938        1.0010773298
  12.5259674581        1.0035470668
  12.5750778224        1.0057901298
  12.6241881868        1.0074044277
  12.6732985511        1.0081378067
  12.7224089155        1.0079186581
  12.7715192798        1.0068481298
  12.8206296441        1.0051585302
  12.8697400085        1.0031492433
  12.9188503728        1.0011155031
  12.9679607372        0.9992859432
  13.0170711015        0.9977819903
  13.0661814658        0.9966066346
  13.1152918302        0.9956631972
  13.1644021945        0.9947979679
  13.2135125588        0.9938554591
  13.2626229232        0.9927325892
  13.3117332875        0.9914187899
  13.3608436519        0.9900125920
  13.4099540162        0.9887107960
  13.4590643805        0.9877726007
  13.5081747449        0.9874666454
  13.5572851092        0.9880126084
  13.6063954735        0.9895300561
  13.6555058379        0.9920054923
  13.7046162022        0.9952844937
  13.7537265666        0.9990904030
  13.8028369309        1.0030654972
  13.8519472952        1.0068260855
  13.9010576596        1.0100205212
  13.9501680239        1.0123790910
  13.9992783883        1.0137470455
  14.0483887526        1.0140960241
  14.0974991169        1.0135138388
  14.1466094813        1.0121769116
  14.1957198456        1.0103126917
  14.2448302099        1.0081605073
  14.2939405743        1.0059384476
  14.3430509386        1.0038213823
  14.3921613030        1.0019318555
  14.4412716673        1.0003422474
  14.4903820316        0.9990841230
  14.5394923960        0.9981596637
  14.5886027603        0.9975506627
  14.6377131247        0.9972224858
  14.6868234890        0.9971230166
  14.7359338533        0.9971791067
  14.7850442177        0.9972946385
  14.8341545820        0.9973544576
  14.8832649463        0.9972370048
  14.9323753107        0.9968357915
  14.9814856750        0.9960866195
  15.0305960394        0.9949945664
  15.0797064037        0.9936531334
  15.1288167680        0.9922482271
  15.1779271324        0.9910420018
  15.2270374967        0.9903356979
  15.2761478610        0.9904156258
  15.3252582254        0.9914912360
  15.3743685897        0.9936375575
  15.4234789541        0.9967552088
  15.4725893184        1.0005591885
  15.5216996827        1.0046028790
  15.5708100471        1.0083369530
  15.6199204114        1.0111954724
  15.6690307758        1.0126949991
  15.7181411401        1.0125284764
  15.7672515044        1.0106350726
  15.8163618688        1.0072304681
  15.8654722331        1.0027888015
  15.9145825974        0.9979764574
  15.9636929618        0.9935473555
  16.0128033261        0.9902174438
  16.0619136905        0.9885409893
  16.1110240548        0.9888118537
  16.1601344191        0.9910089473
  16.2092447835        0.9947971242
  16.2583551478        0.9995843916
  16.3074655121        1.0046254924
  16.3565758765        1.0091528467
  16.4056862408        1.0125103697
  16.4547966052        1.0142649757
  16.5039069695        1.0142748338
  16.5530173338        1.0127018578
  16.6021276982        1.0099668275
  16.6512380625        1.0066567661
  16.7003484269        1.0034034773
  16.7494587912        1.0007576216
  16.7985691555        0.9990832675
  16.8476795199        0.9984934273
  16.8967898842        0.9988385842
  16.9459002485        0.9997494127
  16.9950106129        1.0007239789
  17.0441209772        1.0012409212
  17.0932313416        1.0008751855
  17.1423417059        0.9993927866
  17.1914520702        0.9968057187
  17.2405624346        0.9933765198
  17.2896727989        0.9895723240
  17.3387831632        0.9859783755
  17.3878935276        0.9831888575
  17.4370038919        0.9816969688
  17.4861142563        0.9818057170
  17.5352246206        0.9835761206
  17.5843349849        0.9868215219
  17.6334453493        0.9911472484
  17.6825557136        0.9960259109
  17.7316660780        1.0008920118
  17.7807764423        1.0052365285
  17.8298868066        1.0086832151
  17.8789971710        1.0110331399
  17.9281075353        1.0122712830
  17.9772178996        1.0125372315
  18.0263282640        1.0120693492
  18.0754386283        1.0111367460
  18.1245489927        1.0099749990
  18.1736593570        1.0087396613
  18.2227697213        1.0074867230
  18.2718800857        1.0061825314
  18.3209904500        1.0047387615
  18.3701008144        1.0030623743
  18.4192111787        1.0011073038
  18.4683215430        0.9989144962
  18.5174319074        0.9966298156
  18.5665422717        0.9944945210
  18.6156526360        0.9928093080
  18.6647630004        0.9918789187
  18.7138733647        0.9919487509
  18.7629837291        0.9931468462
  18.8120940934        0.9954437324
  18.8612044577        0.9986391034
  18.9103148221        1.0023790217
  18.9594251864        1.0062013499
  19.0085355507        1.0096017032
  19.0576459151        1.0121084097
  19.1067562794        1.0133534675
  19.1558666438        1.0131274927
  19.2049770081        1.0114098274
  19.2540873724        1.0083696195
  19.3031977368        1.0043388098
  19.3523081011        0.9997625978
  19.4014184655        0.9951362823
  19.4505288298        0.9909389021
  19.4996391941        0.9875737308
  19.5487495585        0.9853236800
  19.5978599228        0.9843265675
  19.6469702871        0.9845716992
  19.6960806515        0.9859159328
  19.7451910158        0.9881148600
  19.7943013802        0.9908632398
  19.8434117445        0.9938383870
  19.8925221088        0.9967407169
  19.9416324732        0.9993267921
  19.9907428375        1.0014317010
  20.0398532018        1.0029791641
  20.0889635662        1.0039792278
  20.1380739305        1.0045146994
  20.1871842949        1.0047185796
  20.2362946592        1.0047456656
  20.2854050235        1.0047422097
  20.3345153879        1.0048179390
  20.3836257522        1.0050247413
  20.4327361166        1.0053457656
  20.4818464809        1.0056974642
  20.5309568452        1.0059452580
  20.5800672096        1.0059311988
  20.6291775739        1.0055095958
  20.6782879382        1.0045845198
  20.7273983026        1.0031419095
  20.7765086669        1.0012690814
  20.8256190313        0.9991560004
  20.8747293956        0.9970756057
  20.9238397599        0.9953443951
  20.9729501243        0.9942686507
  21.0220604886        0.9940852920
  21.0711708529        0.9949085186
  21.1202812173        0.9966935311
  21.1693915816        0.9992264201
  21.2185019460        1.0021450133
  21.2676123103        1.0049897444
  21.3167226746        1.0072775276
  21.3658330390        1.0085864081
  21.4149434033        1.0086355873
  21.4640537677        1.0073450970
  21.5131641320        1.0048622304
  21.5622744963        1.0015474544
  21.6113848607        0.9979199892
  21.6604952250        0.9945711317
  21.7096055893        0.9920601419
  21.7587159537        0.9908116758
  21.8078263180        0.9910343502
  21.8569366824        0.9926767754
  21.9060470467        0.9954307650
  21.9551574110        0.9987826305
  22.0042677754        1.0021041696
  22.0533781397        1.0047670178
  22.1024885040        1.0062590825
  22.1515988684        1.0062809009
  22.2007092327        1.0048032296
  22.2498195971        1.0020743959
  22.2989299614        0.9985755422
  22.3480403257        0.9949319984
  22.3971506901        0.9917976038
  22.4462610544        0.9897341365
  22.4953714188        0.9891089922
  22.5444817831        0.9900306604
  22.5935921474        0.9923340726
  22.6427025118        0.9956180392
  22.6918128761        0.9993267229
  22.7409232404        1.0028585015
  22.7900336048        1.0056803621
  22.8391439691        1.0074251949
  22.8882543335        1.0079531379
  22.9373646978        1.0073656587
  22.9864750621        1.0059707922
  23.0355854265        1.0042078583
  23.0846957908        1.0025480632
  23.1338061552        1.0013919871
  23.1829165195        1.0009852041
  23.2320268838        1.0013691581
  23.2811372482        1.0023768568
  23.3302476125        1.0036735263
  23.3793579768        1.0048330839
  23.4284683412        1.0054340136
  23.4775787055        1.0051544558
  23.5266890699        1.0038467521
  23.5757994342        1.0015761570
  23.6249097985        0.9986159571
  23.6740201629        0.9954002140
  23.7231305272        0.9924439069
  23.7722408915        0.9902466587
  23.8213512559        0.9891992244
  23.8704616202        0.9895109784
  23.9195719846        0.9911720623
  23.9686823489        0.9939566702
  24.0177927132        0.9974656993
  24.0669030776        1.0011993802
  24.1160134419        1.0046450405
  24.1651238063        1.0073628707
  24.2142341706        1.0090537726
  24.2633445349        1.0095976905
  24.3124548993        1.0090572189
  24.3615652636        1.0076483556
  24.4106756279        1.0056865435
  24.4597859923        1.0035203887
  24.5088963566        1.0014669016
  24.5580067210        0.9997606550
  24.6071170853        0.9985253753
  24.6562274496        0.9977711446
  24.7053378140        0.9974148182
  24.7544481783        0.9973166382
  24.8035585426        0.9973232790
  24.8526689070        0.9973071416
  24.9017792713        0.9971935508
  24.9508896357        0.9969710343
