# Faber-Ziman Sij(q)             [Ge,Ge]                   
        6.0455570636           0.9493871758   
        6.0946618380           0.9512936902   
        6.1437666125           0.9539239534   
        6.1928713869           0.9571845545   
        6.2419761614           0.9608865257   
        6.2910809358           0.9647390802   
        6.3401857103           0.9683761841   
        6.3892904847           0.9714101252   
        6.4383952592           0.9735004591   
        6.4875000336           0.9744235052   
        6.5366048080           0.9741273989   
        6.5857095825           0.9727604775   
        6.6348143569           0.9706658511   
        6.6839191314           0.9683413705   
        6.7330239058           0.9663706571   
        6.7821286803           0.9653362403   
        6.8312334547           0.9657292207   
        6.8803382292           0.9678706939   
        6.9294430036           0.9718583164   
        6.9785477781           0.9775472352   
        7.0276525525           0.9845688676   
        7.0767573270           0.9923846879   
        7.1258621014           1.0003663363   
        7.1749668759           1.0078889786   
        7.2240716503           1.0144226510   
        7.2731764247           1.0196066880   
        7.3222811992           1.0232951857   
        7.3713859736           1.0255663331   
        7.4204907481           1.0266945252   
        7.4695955225           1.0270904456   
        7.5187002970           1.0272197025   
        7.5678050714           1.0275142014   
        7.6169098459           1.0282916136   
        7.6660146203           1.0296968293   
        7.7151193948           1.0316754038   
        7.7642241692           1.0339833716   
        7.8133289437           1.0362313917   
        7.8624337181           1.0379551269   
        7.9115384926           1.0386991303   
        7.9606432670           1.0380991658   
        8.0097480414           1.0359482538   
        8.0588528159           1.0322347870   
        8.1079575903           1.0271462362   
        8.1570623648           1.0210383468   
        8.2061671392           1.0143761059   
        8.2552719137           1.0076579579   
        8.3043766881           1.0013377453   
        8.3534814626           0.9957590830   
        8.4025862370           0.9911142462   
        8.4516910115           0.9874346721   
        8.5007957859           0.9846137816   
        8.5499005604           0.9824562784   
        8.5990053348           0.9807426762   
        8.6481101093           0.9792946520   
        8.6972148837           0.9780265945   
        8.7463196581           0.9769715294   
        8.7954244326           0.9762749395   
        8.8445292070           0.9761568543   
        8.8936339815           0.9768495708   
        8.9427387559           0.9785240794   
        8.9918435304           0.9812214644   
        9.0409483048           0.9848054911   
        9.0900530793           0.9889491493   
        9.1391578537           0.9931616564   
        9.1882626282           0.9968544701   
        9.2373674026           0.9994367479   
        9.2864721771           1.0004240279   
        9.3355769515           0.9995400715   
        9.3846817260           0.9967916966   
        9.4337865004           0.9925002089   
        9.4828912748           0.9872801522   
        9.5319960493           0.9819653176   
        9.5811008237           0.9774916001   
        9.6302055982           0.9747545732   
        9.6793103726           0.9744649769   
        9.7284151471           0.9770266070   
        9.7775199215           0.9824580222   
        9.8266246960           0.9903725113   
        9.8757294704           1.0000210954   
        9.9248342449           1.0103926887   
        9.9739390193           1.0203558149   
       10.0230437938           1.0288192267   
       10.0721485682           1.0348856657   
       10.1212533427           1.0379743649   
       10.1703581171           1.0378934619   
       10.2194628915           1.0348522084   
       10.2685676660           1.0294131326   
       10.3176724404           1.0223942653   
       10.3667772149           1.0147394183   
       10.4158819893           1.0073789528   
       10.4649867638           1.0011038192   
       10.5140915382           0.9964719808   
       10.5631963127           0.9937594932   
       10.6123010871           0.9929598935   
       10.6614058616           0.9938268343   
       10.7105106360           0.9959477172   
       10.7596154105           0.9988316902   
       10.8087201849           1.0019944657   
       10.8578249594           1.0050249529   
       10.9069297338           1.0076239764   
       10.9560345082           1.0096121594   
       11.0051392827           1.0109109150   
       11.0542440571           1.0115059849   
       11.1033488316           1.0114060155   
       11.1524536060           1.0106087238   
       11.2015583805           1.0090843801   
       11.2506631549           1.0067813353   
       11.2997679294           1.0036523082   
       11.3488727038           0.9996944710   
       11.3979774783           0.9949923086   
       11.4470822527           0.9897506925   
       11.4961870272           0.9843069867   
       11.5452918016           0.9791150396   
       11.5943965761           0.9746998100   
       11.6435013505           0.9715878992   
       11.6926061249           0.9702250465   
       11.7417108994           0.9708954453   
       11.7908156738           0.9736586772   
       11.8399204483           0.9783178541   
       11.8890252227           0.9844275143   
       11.9381299972           0.9913428569   
       11.9872347716           0.9983043147   
       12.0363395461           1.0045447151   
       12.0854443205           1.0094016784   
       12.1345490950           1.0124163782   
       12.1836538694           1.0134016877   
       12.2327586439           1.0124677503   
       12.2818634183           1.0100002639   
       12.3309681928           1.0065949178   
       12.3800729672           1.0029590001   
       12.4291777416           0.9997967952   
       12.4782825161           0.9976980289   
       12.5273872905           0.9970478155   
       12.5764920650           0.9979725239   
       12.6255968394           1.0003294767   
       12.6747016139           1.0037406613   
       12.7238063883           1.0076630868   
       12.7729111628           1.0114824298   
       12.8220159372           1.0146132147   
       12.8711207117           1.0165884848   
       12.9202254861           1.0171246892   
       12.9693302606           1.0161526764   
       13.0184350350           1.0138122044   
       13.0675398095           1.0104139582   
       13.1166445839           1.0063784833   
       13.1657493583           1.0021647399   
       13.2148541328           0.9982016584   
       13.2639589072           0.9948341614   
       13.3130636817           0.9922911621   
       13.3621684561           0.9906779644   
       13.4112732306           0.9899903830   
       13.4603780050           0.9901438207   
       13.5094827795           0.9910082697   
       13.5585875539           0.9924401134   
       13.6076923284           0.9943035827   
       13.6567971028           0.9964782211   
       13.7059018773           0.9988528567   
       13.7550066517           1.0013104065   
       13.8041114262           1.0037104413   
       13.8532162006           1.0058772283   
       13.9023209750           1.0075997625   
       13.9514257495           1.0086473470   
       14.0005305239           1.0088002705   
       14.0496352984           1.0078909481   
       14.0987400728           1.0058475219   
       14.1478448473           1.0027301595   
       14.1969496217           0.9987506256   
       14.2460543962           0.9942681661   
       14.2951591706           0.9897589157   
       14.3442639451           0.9857611212   
       14.3933687195           0.9828034411   
       14.4424734940           0.9813274268   
       14.4915782684           0.9816171700   
       14.5406830429           0.9837485858   
       14.5897878173           0.9875679030   
       14.6388925917           0.9927041526   
       14.6879973662           0.9986146622   
       14.7371021406           1.0046568526   
       14.7862069151           1.0101750741   
       14.8353116895           1.0145886673   
       14.8844164640           1.0174673490   
       14.9335212384           1.0185824103   
       14.9826260129           1.0179265745   
       15.0317307873           1.0157008650   
       15.0808355618           1.0122724175   
       15.1299403362           1.0081118118   
       15.1790451107           1.0037213729   
       15.2281498851           0.9995665498   
       15.2772546596           0.9960209225   
       15.3263594340           0.9933320401   
       15.3754642084           0.9916109061   
       15.4245689829           0.9908434276   
       15.4736737573           0.9909184059   
       15.5227785318           0.9916643536   
       15.5718833062           0.9928869042   
       15.6209880807           0.9943997855   
       15.6700928551           0.9960448397   
       15.7191976296           0.9976997304   
       15.7683024040           0.9992750270   
       15.8174071785           1.0007046154   
       15.8665119529           1.0019344099   
       15.9156167274           1.0029139902   
       15.9647215018           1.0035942582   
       16.0138262763           1.0039319642   
       16.0629310507           1.0038996127   
       16.1120358251           1.0034974304   
       16.1611405996           1.0027632326   
       16.2102453740           1.0017763644   
       16.2593501485           1.0006533196   
       16.3084549229           0.9995347798   
       16.3575596974           0.9985661145   
       16.4066644718           0.9978752353   
       16.4557692463           0.9975526130   
       16.5048740207           0.9976379794   
       16.5539787952           0.9981167782   
       16.6030835696           0.9989271375   
       16.6521883441           0.9999755640   
       16.7012931185           1.0011573518   
       16.7503978930           1.0023764366   
       16.7995026674           1.0035594853   
       16.8486074418           1.0046604317   
       16.8977122163           1.0056541848   
       16.9468169907           1.0065212538   
       16.9959217652           1.0072278305   
       17.0450265396           1.0077077017   
       17.0941313141           1.0078526901   
       17.1432360885           1.0075169148   
       17.1923408630           1.0065372104   
       17.2414456374           1.0047681043   
       17.2905504119           1.0021256893   
       17.3396551863           0.9986314789   
       17.3887599608           0.9944457625   
       17.4378647352           0.9898806066   
       17.4869695097           0.9853855782   
       17.5360742841           0.9815040744   
       17.5851790585           0.9788039684   
       17.6342838330           0.9777919815   
       17.6833886074           0.9788255443   
       17.7324933819           0.9820379205   
       17.7815981563           0.9872914266   
       17.8307029308           0.9941696767   
       17.8798077052           1.0020134928   
       17.9289124797           1.0099975443   
       17.9780172541           1.0172373183   
       18.0271220286           1.0229101311   
       18.0762268030           1.0263707580   
       18.1253315775           1.0272425871   
       18.1744363519           1.0254690235   
       18.2235411264           1.0213165497   
       18.2726459008           1.0153291697   
       18.3217506753           1.0082423876   
       18.3708554497           1.0008718015   
       18.4199602241           0.9939955283   
       18.4690649986           0.9882502387   
       18.5181697730           0.9840575031   
       18.5672745475           0.9815910465   
       18.6163793219           0.9807876201   
       18.6654840964           0.9813960569   
       18.7145888708           0.9830522769   
       18.7636936453           0.9853638438   
       18.8127984197           0.9879868791   
       18.8619031942           0.9906807821   
       18.9110079686           0.9933316402   
       18.9601127431           0.9959422547   
       19.0092175175           0.9985938700   
       19.0583222920           1.0013904960   
       19.1074270664           1.0043999950   
       19.1565318408           1.0076062533   
       19.2056366153           1.0108838285   
       19.2547413897           1.0140011570   
       19.3038461642           1.0166519061   
       19.3529509386           1.0185077814   
       19.4020557131           1.0192813758   
       19.4511604875           1.0187854754   
       19.5002652620           1.0169760234   
       19.5493700364           1.0139694720   
       19.5984748109           1.0100307323   
       19.6475795853           1.0055341358   
       19.6966843598           1.0009054215   
       19.7457891342           0.9965565576   
       19.7948939087           0.9928264026   
       19.8439986831           0.9899386125   
       19.8931034575           0.9879841796   
       19.9422082320           0.9869304839   
       19.9913130064           0.9866529604   
       20.0404177809           0.9869807207   
       20.0895225553           0.9877447413   
       20.1386273298           0.9888171301   
       20.1877321042           0.9901324936   
       20.2368368787           0.9916869654   
       20.2859416531           0.9935159866   
       20.3350464276           0.9956571950   
       20.3841512020           0.9981085797   
       20.4332559765           1.0007935183   
       20.4823607509           1.0035430636   
       20.5314655254           1.0061021296   
       20.5805702998           1.0081608222   
       20.6296750742           1.0094062463   
       20.6787798487           1.0095849972   
       20.7278846231           1.0085633758   
       20.7769893976           1.0063718962   
       20.8260941720           1.0032230875   
       20.8751989465           0.9994964781   
       20.9243037209           0.9956910541   
       20.9734084954           0.9923520805   
       21.0225132698           0.9899846249   
       21.0716180443           0.9889692616   
       21.1207228187           0.9894955878   
       21.1698275932           0.9915262558   
       21.2189323676           0.9947987676   
       21.2680371421           0.9988653389   
       21.3171419165           1.0031640825   
       21.3662466909           1.0071089684   
       21.4153514654           1.0101826139   
       21.4644562398           1.0120155976   
       21.5135610143           1.0124387067   
       21.5626657887           1.0114997565   
       21.6117705632           1.0094433062   
       21.6608753376           1.0066584187   
       21.7099801121           1.0036052462   
       21.7590848865           1.0007346257   
       21.8081896610           0.9984154443   
       21.8572944354           0.9968822871   
       21.9063992099           0.9962113478   
       21.9555039843           0.9963267613   
       22.0046087588           0.9970336002   
       22.0537135332           0.9980689436   
       22.1028183076           0.9991595773   
       22.1519230821           1.0000744882   
       22.2010278565           1.0006623184   
       22.2501326310           1.0008678015   
       22.2992374054           1.0007260316   
       22.3483421799           1.0003381482   
       22.3974469543           0.9998356845   
       22.4465517288           0.9993427116   
       22.4956565032           0.9989447015   
       22.5447612777           0.9986708945   
       22.5938660521           0.9984934334   
       22.6429708266           0.9983424566   
       22.6920756010           0.9981326311   
       22.7411803755           0.9977940556   
       22.7902851499           0.9972995992   
       22.8393899243           0.9966816916   
       22.8884946988           0.9960341004   
       22.9375994732           0.9954977207   
       22.9867042477           0.9952330786   
       23.0358090221           0.9953853162   
       23.0849137966           0.9960492100   
       23.1340185710           0.9972419297   
       23.1831233455           0.9988897327   
       23.2322281199           1.0008319785   
       23.2813328944           1.0028423148   
       23.3304376688           1.0046634005   
       23.3795424433           1.0060487938   
       23.4286472177           1.0068042044   
       23.4777519922           1.0068204413   
       23.5268567666           1.0060920341   
       23.5759615410           1.0047182918   
       23.6250663155           1.0028869037   
       23.6741710899           1.0008434121   
       23.7232758644           0.9988523610   
       23.7723806388           0.9971571954   
       23.8214854133           0.9959458628   
       23.8705901877           0.9953276334   
       23.9196949622           0.9953242676   
       23.9687997366           0.9958758276   
       24.0179045111           0.9968587393   
       24.0670092855           0.9981116766   
       24.1161140600           0.9994638223   
       24.1652188344           1.0007601803   
       24.2143236089           1.0018797805   
       24.2634283833           1.0027444972   
       24.3125331577           1.0033183820   
       24.3616379322           1.0035993988   
       24.4107427066           1.0036068588   
       24.4598474811           1.0033684207   
       24.5089522555           1.0029101819   
       24.5580570300           1.0022522709   
       24.6071618044           1.0014107383   
       24.6562665789           1.0004048117   
       24.7053713533           0.9992671125   
       24.7544761278           0.9980535398   
       24.8035809022           0.9968494061   
       24.8526856767           0.9957690706   
       24.9017904511           0.9949476276   
       24.9508952256           0.9945249140   
