#  q,  S(q) X-rays
   0.4532080171        0.1082953363
   0.5023016010        0.0466932576
   0.5513951850        0.0065883275
   0.6004887690       -0.0140759110
   0.6495823529       -0.0189950369
   0.6986759369       -0.0128029560
   0.7477695209       -0.0003280932
   0.7968631048        0.0140857474
   0.8459566888        0.0271038252
   0.8950502728        0.0367100106
   0.9441438567        0.0422779707
   0.9932374407        0.0444181553
   1.0423310247        0.0446474816
   1.0914246086        0.0449518371
   1.1405181926        0.0473223473
   1.1896117766        0.0533440409
   1.2387053605        0.0639013947
   1.2877989445        0.0790422480
   1.3368925285        0.0980138539
   1.3859861124        0.1194568560
   1.4350796964        0.1417188868
   1.4841732804        0.1632325051
   1.5332668643        0.1828942376
   1.5823604483        0.2003830327
   1.6314540323        0.2163665814
   1.6805476162        0.2325607440
   1.7296412002        0.2516280870
   1.7787347842        0.2769233836
   1.8278283681        0.3121141053
   1.8769219521        0.3607201321
   1.9260155361        0.4256274943
   1.9751091200        0.5086350135
   2.0242027040        0.6100900580
   2.0732962880        0.7286607244
   2.1223898719        0.8612776215
   2.1714834559        1.0032604883
   2.2205770398        1.1486248962
   2.2696706238        1.2905442078
   2.3187642078        1.4219238483
   2.3678577917        1.5360307485
   2.4169513757        1.6271122867
   2.4660449597        1.6909374702
   2.5151385436        1.7251990909
   2.5642321276        1.7297289970
   2.6133257116        1.7064983379
   2.6624192955        1.6593986804
   2.7115128795        1.5938255261
   2.7606064635        1.5161098065
   2.8097000474        1.4328621628
   2.8587936314        1.3503064485
   2.9078872154        1.2736809924
   2.9569807993        1.2067780593
   3.0060743833        1.1516743841
   3.0551679673        1.1086808027
   3.1042615512        1.0765101738
   3.1533551352        1.0526339950
   3.2024487192        1.0337734975
   3.2515423031        1.0164541418
   3.3006358871        0.9975458047
   3.3497294711        0.9747155071
   3.3988230550        0.9467345063
   3.4479166390        0.9136046240
   3.4970102230        0.8764961921
   3.5461038069        0.8375177252
   3.5951973909        0.7993611329
   3.6442909749        0.7648824474
   3.6933845588        0.7366844058
   3.7424781428        0.7167631460
   3.7915717268        0.7062678055
   3.8406653107        0.7054014506
   3.8897588947        0.7134680652
   3.9388524787        0.7290472098
   3.9879460626        0.7502591252
   4.0370396466        0.7750713024
   4.0861332306        0.8015944124
   4.1352268145        0.8283210166
   4.1843203985        0.8542732644
   4.2334139824        0.8790433136
   4.2825075664        0.9027292906
   4.3316011504        0.9257869972
   4.3806947343        0.9488304573
   4.4297883183        0.9724209070
   4.4788819023        0.9968832424
   4.5279754862        1.0221817765
   4.5770690702        1.0478749920
   4.6261626542        1.0731541351
   4.6752562381        1.0969556171
   4.7243498221        1.1181247389
   4.7734434061        1.1356001957
   4.8225369900        1.1485862444
