# Faber-Ziman Sij(q)             [Ge,Ge]                   
        0.4681258611           0.0772652620   
        0.5171896093           0.0083010260   
        0.5662533576          -0.0328953249   
        0.6153171059          -0.0503167062   
        0.6643808542          -0.0498114771   
        0.7134446025          -0.0380389587   
        0.7625083507          -0.0214278427   
        0.8115720990          -0.0052887131   
        0.8606358473           0.0068004731   
        0.9096995956           0.0132657631   
        0.9587633438           0.0144520827   
        1.0078270921           0.0122242070   
        1.0568908404           0.0093429926   
        1.1059545887           0.0087365400   
        1.1550183370           0.0127964537   
        1.2040820852           0.0228191892   
        1.2531458335           0.0386841189   
        1.3022095818           0.0588185391   
        1.3512733301           0.0804522411   
        1.4003370783           0.1001178992   
        1.4494008266           0.1143152624   
        1.4984645749           0.1202322884   
        1.5475283232           0.1164079977   
        1.5965920715           0.1032304934   
        1.6456558197           0.0831873621   
        1.6947195680           0.0608206330   
        1.7437833163           0.0423793898   
        1.7928470646           0.0352042733   
        1.8419108128           0.0469140771   
        1.8909745611           0.0844910090   
        1.9400383094           0.1533750261   
        1.9891020577           0.2566777552   
        2.0381658060           0.3946133531   
        2.0872295542           0.5642192632   
        2.1362933025           0.7594073104   
        2.1853570508           0.9713487956   
        2.2344207991           1.1891603112   
        2.2834845473           1.4008238247   
        2.3325482956           1.5942485948   
        2.3816120439           1.7583662995   
        2.4306757922           1.8841460035   
        2.4797395405           1.9654227828   
        2.5288032887           1.9994523199   
        2.5778670370           1.9871318393   
        2.6269307853           1.9328626107   
        2.6759945336           1.8440673671   
        2.7250582818           1.7304133351   
        2.7741220301           1.6028240058   
        2.8231857784           1.4723864993   
        2.8722495267           1.3492733730   
        2.9213132750           1.2417962380   
        2.9703770232           1.1556933239   
        3.0194407715           1.0937256273   
        3.0685045198           1.0556195650   
        3.1175682681           1.0383525048   
        3.1666320163           1.0367363686   
        3.2156957646           1.0442190130   
        3.2647595129           1.0537980064   
        3.3138232612           1.0589301586   
        3.3628870095           1.0543242803   
        3.4119507577           1.0365235953   
        3.4610145060           1.0042153119   
        3.5100782543           0.9582436460   
        3.5591420026           0.9013434984   
        3.6082057508           0.8376491534   
        3.6572694991           0.7720604828   
        3.7063332474           0.7095643289   
        3.7553969957           0.6546091056   
        3.8044607440           0.6106165996   
        3.8535244922           0.5796890835   
        3.9025882405           0.5625365482   
        3.9516519888           0.5586135593   
        4.0007157371           0.5664235362   
        4.0497794853           0.5839250001   
        4.0988432336           0.6089628742   
        4.1479069819           0.6396495636   
        4.1969707302           0.6746344283   
        4.2460344785           0.7132235378   
        4.2950982267           0.7553399689   
        4.3441619750           0.8013434126   
        4.3932257233           0.8517516958   
        4.4422894716           0.9069221940   
        4.4913532198           0.9667557925   
        4.5404169681           1.0304797527   
        4.5894807164           1.0965501169   
        4.6385444647           1.1626922764   
        4.6876082130           1.2260740641   
        4.7366719612           1.2835834636   
        4.7857357095           1.3321664393   
        4.8347994578           1.3691720038   
        4.8838632061           1.3926524324   
        4.9329269543           1.4015758451   
        4.9819907026           1.3959241158   
        5.0310544509           1.3766681646   
        5.0801181992           1.3456316895   
        5.1291819475           1.3052701004   
        5.1782456957           1.2584014521   
        5.2273094440           1.2079293095   
        5.2763731923           1.1565938515   
        5.3254369406           1.1067784152   
        5.3745006888           1.0603862945   
        5.4235644371           1.0187894961   
        5.4726281854           0.9828397834   
        5.5216919337           0.9529245821   
        5.5707556820           0.9290471612   
        5.6198194302           0.9109119380   
        5.6688831785           0.8980008213   
        5.7179469268           0.8896336265   
        5.7670106751           0.8850128837   
        5.8160744234           0.8832590842   
        5.8651381716           0.8834453315   
        5.9142019199           0.8846399769   
        5.9632656682           0.8859624169   
        6.0123294165           0.8866518158   
        6.0613931647           0.8861425365   
        6.1104569130           0.8841350829   
        6.1595206613           0.8806487045   
        6.2085844096           0.8760422992   
        6.2576481579           0.8709939644   
        6.3067119061           0.8664358798   
        6.3557756544           0.8634489389   
        6.4048394027           0.8631291380   
        6.4539031510           0.8664436180   
        6.5029668992           0.8740971895   
        6.5520306475           0.8864294661   
        6.6010943958           0.9033584285   
        6.6501581441           0.9243790506   
        6.6992218924           0.9486168580   
        6.7482856406           0.9749275318   
        6.7973493889           1.0020265186   
        6.8464131372           1.0286283261   
        6.8954768855           1.0535744953   
        6.9445406337           1.0759321724   
        6.9936043820           1.0950511267   
        7.0426681303           1.1105747958   
        7.0917318786           1.1224090158   
        7.1407956269           1.1306590399   
        7.1898593751           1.1355500469   
        7.2389231234           1.1373478895   
        7.2879868717           1.1362952063   
        7.3370506200           1.1325737192   
        7.3861143682           1.1262975151   
        7.4351781165           1.1175356041   
        7.4842418648           1.1063563025   
        7.5333056131           1.0928820359   
        7.5823693614           1.0773416148   
        7.6314331096           1.0601080325   
        7.6804968579           1.0417129934   
        7.7295606062           1.0228339715   
        7.7786243545           1.0042546461   
        7.8276881027           0.9868041265   
        7.8767518510           0.9712836641   
        7.9258155993           0.9583911223   
        7.9748793476           0.9486532318   
        8.0239430959           0.9423738946   
        8.0730068441           0.9396040286   
        8.1220705924           0.9401353118   
        8.1711343407           0.9435172918   
        8.2201980890           0.9490950942   
        8.2692618372           0.9560635931   
        8.3183255855           0.9635333243   
        8.3673893338           0.9706033810   
        8.4164530821           0.9764366927   
        8.4655168304           0.9803331365   
        8.5145805786           0.9817957164   
        8.5636443269           0.9805845950   
        8.6127080752           0.9767533318   
        8.6617718235           0.9706616562   
        8.7108355717           0.9629599013   
        8.7598993200           0.9545421549   
        8.8089630683           0.9464683335   
        8.8580268166           0.9398595101   
        8.9070905649           0.9357753875   
        8.9561543131           0.9350869940   
        9.0052180614           0.9383605881   
        9.0542818097           0.9457695676   
        9.1033455580           0.9570493360   
        9.1524093062           0.9715054978   
        9.2014730545           0.9880788292   
        9.2505368028           1.0054621464   
        9.2996005511           1.0222557698   
        9.3486642994           1.0371412277   
        9.3977280476           1.0490485399   
        9.4467917959           1.0572918599   
        9.4958555442           1.0616518363   
        9.5449192925           1.0623904668   
        9.5939830407           1.0601944224   
        9.6430467890           1.0560542225   
        9.6921105373           1.0510973314   
        9.7411742856           1.0464013308   
        9.7902380339           1.0428172961   
        9.8393017821           1.0408324975   
        9.8883655304           1.0404955667   
        9.9374292787           1.0414171862   
        9.9864930270           1.0428468034   
       10.0355567752           1.0438129710   
       10.0846205235           1.0433039016   
       10.1336842718           1.0404576601   
       10.1827480201           1.0347294235   
       10.2318117684           1.0260068411   
       10.2808755166           1.0146531791   
       10.3299392649           1.0014701752   
       10.3790030132           0.9875862593   
       10.4280667615           0.9742886212   
       10.4771305097           0.9628272794   
       10.5261942580           0.9542241286   
       10.5752580063           0.9491190530   
       10.6243217546           0.9476787617   
       10.6733855029           0.9495831526   
       10.7224492511           0.9540906719   
