#  q,  S(q) X-rays
   0.4455622590        0.1600569882
   0.4946711344        0.0986614694
   0.5437800099        0.0588863755
   0.5928888854        0.0386832730
   0.6419977609        0.0343510755
   0.6911066364        0.0412485280
   0.7402155119        0.0545333982
   0.7893243873        0.0698219818
   0.8384332628        0.0836869085
   0.8875421383        0.0939456379
   0.9366510138        0.0997296077
   0.9857598893        0.1013580899
   1.0348687647        0.1000661748
   1.0839776402        0.0976499433
   1.1330865157        0.0960933599
   1.1821953912        0.0972325626
   1.2313042667        0.1024975228
   1.2804131422        0.1127526215
   1.3295220176        0.1282403736
   1.3786308931        0.1486190567
   1.4277397686        0.1730765946
   1.4768486441        0.2004994178
   1.5259575196        0.2296747475
   1.5750663950        0.2595059094
   1.6241752705        0.2892211910
   1.6732841460        0.3185565008
   1.7223930215        0.3478908855
   1.7715018970        0.3783130450
   1.8206107725        0.4115982278
   1.8697196479        0.4500801291
   1.9188285234        0.4964127708
   1.9679373989        0.5532326195
   2.0170462744        0.6227496297
   2.0661551499        0.7063143115
   2.1152640254        0.8040222483
   2.1643729008        0.9144237045
   2.2134817763        1.0344010157
   2.2625906518        1.1592591890
   2.3116995273        1.2830468540
   2.3608084028        1.3990891683
   2.4099172782        1.5006772915
   2.4590261537        1.5818273846
   2.5081350292        1.6380022772
   2.5572439047        1.6666858049
   2.6063527802        1.6677154250
   2.6554616557        1.6433116943
   2.7045705311        1.5977887874
   2.7536794066        1.5369809781
   2.8027882821        1.4674670611
   2.8518971576        1.3957094309
   2.9010060331        1.3272402799
   2.9501149085        1.2660207002
   2.9992237840        1.2140700127
   3.0483326595        1.1714170965
   3.0974415350        1.1363707909
   3.1465504105        1.1060523866
   3.1956592860        1.0770895733
   3.2447681614        1.0463458779
   3.2938770369        1.0115571454
   3.3429859124        0.9717672313
   3.3920947879        0.9274947328
   3.4412036634        0.8806136697
   3.4903125388        0.8339838382
   3.5394214143        0.7909112153
   3.5885302898        0.7545470659
   3.6376391653        0.7273413697
   3.6867480408        0.7106510637
   3.7358569163        0.7045698684
   3.7849657917        0.7080011456
   3.8340746672        0.7189474045
   3.8831835427        0.7349490813
   3.9322924182        0.7535788654
   3.9814012937        0.7728908311
   4.0305101692        0.7917367590
   4.0796190446        0.8098920762
   4.1287279201        0.8279743394
   4.1778367956        0.8471797623
   4.2269456711        0.8688993880
   4.2760545466        0.8942991120
   4.3251634220        0.9239527397
   4.3742722975        0.9576041226
   4.4233811730        0.9941063258
   4.4724900485        1.0315488030
   4.5215989240        1.0675453567
   4.5707077995        1.0996239565
   4.6198166749        1.1256404156
   4.6689255504        1.1441349384
   4.7180344259        1.1545637289
   4.7671433014        1.1573640544
