# Faber-Ziman Sij(q)             [Ge,Ge]                   
        4.4703183016           1.0090246503   
        4.5194323726           1.0400354558   
        4.5685464437           1.0654747594   
        4.6176605147           1.0854094381   
        4.6667745858           1.1003453289   
        4.7158886568           1.1110350454   
        4.7650027279           1.1182984134   
        4.8141167989           1.1228862265   
        4.8632308700           1.1254032219   
        4.9123449410           1.1262901612   
        4.9614590121           1.1258513213   
        5.0105730831           1.1243053362   
        5.0596871542           1.1218355448   
        5.1088012252           1.1186205452   
        5.1579152963           1.1148348419   
        5.2070293673           1.1106206396   
        5.2561434384           1.1060420263   
        5.3052575094           1.1010394114   
        5.3543715805           1.0954035477   
        5.4034856515           1.0887844416   
        5.4525997225           1.0807419707   
        5.5017137936           1.0708341601   
        5.5508278646           1.0587284532   
        5.5999419357           1.0443135512   
        5.6490560067           1.0277864422   
        5.6981700778           1.0096919862   
        5.7472841488           0.9909004901   
        5.7963982199           0.9725205344   
        5.8455122909           0.9557574927   
        5.8946263620           0.9417399637   
        5.9437404330           0.9313442098   
        5.9928545041           0.9250489265   
        6.0419685751           0.9228486197   
        6.0910826462           0.9242441935   
        6.1401967172           0.9283157870   
        6.1893107883           0.9338679944   
        6.2384248593           0.9396241570   
        6.2875389304           0.9444369809   
        6.3366530014           0.9474791124   
        6.3857670725           0.9483801938   
        6.4348811435           0.9472858522   
        6.4839952146           0.9448274448   
        6.5331092856           0.9420068143   
        6.5822233567           0.9400150775   
        6.6313374277           0.9400159782   
        6.6804514988           0.9429306137   
        6.7295655698           0.9492603226   
        6.7786796409           0.9589782598   
        6.8277937119           0.9715087771   
        6.8769077830           0.9857991324   
        6.9260218540           1.0004727257   
        6.9751359251           1.0140395381   
        7.0242499961           1.0251299315   
        7.0733640672           1.0327139674   
        7.1224781382           1.0362705185   
        7.1715922093           1.0358783034   
        7.2207062803           1.0322132708   
        7.2698203514           1.0264515333   
        7.3189344224           1.0200919679   
        7.3680484935           1.0147253106   
        7.4171625645           1.0117851241   
        7.4662766356           1.0123190658   
        7.5153907066           1.0168159771   
        7.5645047776           1.0251158915   
        7.6136188487           1.0364174167   
        7.6627329197           1.0493820347   
        7.7118469908           1.0623199723   
        7.7609610618           1.0734297516   
        7.8100751329           1.0810552790   
        7.8591892039           1.0839216883   
        7.9083032750           1.0813145545   
        7.9574173460           1.0731760315   
        8.0065314171           1.0601045372   
        8.0556454881           1.0432597522   
        8.1047595592           1.0241894777   
        8.1538736302           1.0046069282   
        8.2029877013           0.9861543434   
        8.2521017723           0.9701901957   
        8.3012158434           0.9576325139   
        8.3503299144           0.9488807481   
        8.3994439855           0.9438248929   
        8.4485580565           0.9419356108   
        8.4976721276           0.9424154476   
        8.5467861986           0.9443812774   
        8.5959002697           0.9470435794   
        8.6450143407           0.9498498234   
        8.6941284118           0.9525667790   
        8.7432424828           0.9552885878   
        8.7923565539           0.9583717351   
        8.8414706249           0.9623119959   
        8.8905846960           0.9675894376   
        8.9396987670           0.9745135947   
        8.9888128381           0.9831008699   
        9.0379269091           0.9930100642   
        9.0870409802           1.0035508477   
        9.1361550512           1.0137660284   
        9.1852691223           1.0225742791   
        9.2343831933           1.0289482111   
        9.2834972644           1.0320955594   
        9.3326113354           1.0316101012   
        9.3817254065           1.0275639926   
        9.4308394775           1.0205235129   
        9.4799535486           1.0114838235   
        9.5290676196           1.0017327305   
        9.5781816907           0.9926659191   
        9.6272957617           0.9855844316   
        9.6764098328           0.9815078214   
        9.7255239038           0.9810330599   
        9.7746379748           0.9842606635   
        9.8237520459           0.9907973745   
        9.8728661169           0.9998314137   
        9.9219801880           1.0102643249   
        9.9710942590           1.0208749013   
       10.0202083301           1.0304870254   
       10.0693224011           1.0381148901   
       10.1184364722           1.0430653500   
       10.1675505432           1.0449865987   
       10.2166646143           1.0438629105   
       10.2657786853           1.0399647091   
       10.3148927564           1.0337699060   
       10.3640068274           1.0258751943   
       10.4131208985           1.0169145813   
       10.4622349695           1.0074975712   
       10.5113490406           0.9981724867   
       10.5604631116           0.9894131903   
       10.6095771827           0.9816216899   
       10.6586912537           0.9751360764   
       10.7078053248           0.9702335533   
       10.7569193958           0.9671217257   
       10.8060334669           0.9659168213   
       10.8551475379           0.9666135899   
       10.9042616090           0.9690565820   
       10.9533756800           0.9729249150   
       11.0024897511           0.9777416466   
       11.0516038221           0.9829144770   
       11.1007178932           0.9878075205   
       11.1498319642           0.9918358486   
       11.1989460353           0.9945673075   
       11.2480601063           0.9958115905   
       11.2971741774           0.9956760705   
       11.3462882484           0.9945720007   
       11.3954023195           0.9931629360   
       11.4445163905           0.9922581998   
       11.4936304616           0.9926658067   
       11.5427445326           0.9950290469   
       11.5918586037           0.9996767277   
       11.6409726747           1.0065173272   
       11.6900867458           1.0150015627   
       11.7392008168           1.0241668112   
       11.7883148879           1.0327622928   
       11.8374289589           1.0394385637   
       11.8865430300           1.0429716170   
       11.9356571010           1.0424834598   
       11.9847711720           1.0376192841   
       12.0338852431           1.0286469738   
       12.0829993141           1.0164569451   
       12.1321133852           1.0024572043   
       12.1812274562           0.9883770246   
       12.2303415273           0.9760094248   
       12.2794555983           0.9669344933   
       12.3285696694           0.9622702274   
       12.3776837404           0.9624939063   
       12.4267978115           0.9673655763   
       12.4759118825           0.9759679379   
       12.5250259536           0.9868568436   
       12.5741400246           0.9982973409   
       12.6232540957           1.0085452352   
       12.6723681667           1.0161262277   
       12.7214822378           1.0200652471   
       12.7705963088           1.0200275621   
       12.8197103799           1.0163489743   
       12.8688244509           1.0099520128   
       12.9179385220           1.0021649962   
       12.9670525930           0.9944775255   
       13.0161666641           0.9882764445   
       13.0652807351           0.9846087687   
       13.1143948062           0.9840122271   
       13.1635088772           0.9864411045   
       13.2126229483           0.9912974918   
       13.2617370193           0.9975591267   
       13.3108510904           1.0039781818   
       13.3599651614           1.0093136001   
       13.4090792325           1.0125548570   
       13.4581933035           1.0130979797   
       13.5073073746           1.0108444717   
       13.5564214456           1.0062084733   
       13.6055355167           1.0000342002   
       13.6546495877           0.9934413493   
       13.7037636588           0.9876279903   
       13.7528777298           0.9836665078   
       13.8019918009           0.9823276298   
       13.8511058719           0.9839609129   
       13.9002199430           0.9884487853   
       13.9493340140           0.9952376745   
       13.9984480851           1.0034364509   
       14.0475621561           1.0119617641   
       14.0966762272           1.0197035650   
       14.1457902982           1.0256829870   
       14.1949043692           1.0291785783   
       14.2440184403           1.0298045080   
       14.2931325113           1.0275340626   
       14.3422465824           1.0226715220   
       14.3913606534           1.0157835336   
       14.4404747245           1.0076060942   
       14.4895887955           0.9989446251   
       14.5387028666           0.9905825892   
       14.5878169376           0.9832095344   
       14.6369310087           0.9773736414   
       14.6860450797           0.9734582276   
       14.7351591508           0.9716774086   
       14.7842732218           0.9720839957   
       14.8333872929           0.9745828900   
       14.8825013639           0.9789452997   
       14.9316154350           0.9848222343   
       14.9807295060           0.9917588559   
       15.0298435771           0.9992134249   
       15.0789576481           1.0065850809   
       15.1280717192           1.0132533418   
       15.1771857902           1.0186292935   
       15.2262998613           1.0222147051   
       15.2754139323           1.0236617446   
       15.3245280034           1.0228235850   
       15.3736420744           1.0197857514   
       15.4227561455           1.0148699123   
       15.4718702165           1.0086057791   
       15.5209842876           1.0016721569   
       15.5700983586           0.9948139400   
       15.6192124297           0.9887467635   
       15.6683265007           0.9840640265   
       15.7174405718           0.9811613655   
       15.7665546428           0.9801911741   
       15.8156687139           0.9810548146   
       15.8647827849           0.9834336398   
       15.9138968560           0.9868530848   
       15.9630109270           0.9907682142   
       16.0121249981           0.9946553809   
       16.0612390691           0.9980937987   
       16.1103531402           1.0008230211   
       16.1594672112           1.0027671195   
       16.2085812823           1.0040228163   
       16.2576953533           1.0048156826   
       16.3068094243           1.0054344224   
       16.3559234954           1.0061570960   
       16.4050375664           1.0071841894   
       16.4541516375           1.0085915586   
       16.5032657085           1.0103119199   
       16.5523797796           1.0121476271   
       16.6014938506           1.0138111949   
       16.6506079217           1.0149846376   
       16.6997219927           1.0153852367   
       16.7488360638           1.0148244500   
       16.7979501348           1.0132484263   
       16.8470642059           1.0107525613   
       16.8961782769           1.0075678464   
       16.9452923480           1.0040223376   
       16.9944064190           1.0004857687   
       17.0435204901           0.9973082777   
       17.0926345611           0.9947648779   
       17.1417486322           0.9930156675   
       17.1908627032           0.9920882607   
       17.2399767743           0.9918843334   
       17.2890908453           0.9922074813   
       17.3382049164           0.9928057293   
       17.3873189874           0.9934197463   
       17.4364330585           0.9938274646   
       17.4855471295           0.9938773374   
       17.5346612006           0.9935054418   
       17.5837752716           0.9927353350   
       17.6328893427           0.9916631589   
       17.6820034137           0.9904332096   
       17.7311174848           0.9892104959   
       17.7802315558           0.9881565275   
       17.8293456269           0.9874128512   
       17.8784596979           0.9870941961   
       17.9275737690           0.9872901657   
       17.9766878400           0.9880719631   
       18.0258019111           0.9894992506   
       18.0749159821           0.9916222700   
       18.1240300532           0.9944757950   
       18.1731441242           0.9980640214   
       18.2222581953           1.0023385338   
       18.2713722663           1.0071742809   
       18.3204863374           1.0123503455   
       18.3696004084           1.0175426725   
       18.4187144795           1.0223345973   
       18.4678285505           1.0262481323   
       18.5169426215           1.0287949957   
       18.5660566926           1.0295420567   
       18.6151707636           1.0281820847   
       18.6642848347           1.0245982413   
       18.7133989057           1.0189102558   
       18.7625129768           1.0114919302   
       18.8116270478           1.0029533931   
       18.8607411189           0.9940868282   
       18.9098551899           0.9857803836   
       18.9589692610           0.9789106113   
       19.0080833320           0.9742280819   
       19.0571974031           0.9722529530   
       19.1063114741           0.9731967545   
       19.1554255452           0.9769234688   
       19.2045396162           0.9829575228   
       19.2536536873           0.9905393972   
       19.3027677583           0.9987222743   
       19.3518818294           1.0064966522   
       19.4009959004           1.0129252420   
       19.4501099715           1.0172685035   
       19.4992240425           1.0190822568   
       19.5483381136           1.0182728071   
       19.5974521846           1.0151013524   
       19.6465662557           1.0101371349   
       19.6956803267           1.0041666362   
       19.7447943978           0.9980728575   
       19.7939084688           0.9927032899   
       19.8430225399           0.9887468184   
       19.8921366109           0.9866382502   
       19.9412506820           0.9865046539   
       19.9903647530           0.9881609529   
       20.0394788241           0.9911543426   
       20.0885928951           0.9948493511   
       20.1377069662           0.9985390100   
       20.1868210372           1.0015636704   
       20.2359351083           1.0034181125   
       20.2850491793           1.0038298846   
       20.3341632504           1.0027968593   
       20.3832773214           1.0005789425   
       20.4323913925           0.9976465351   
       20.4815054635           0.9945954429   
       20.5306195346           0.9920432542   
       20.5797336056           0.9905249070   
       20.6288476767           0.9904048160   
       20.6779617477           0.9918196546   
       20.7270758187           0.9946603058   
       20.7761898898           0.9985946177   
       20.8253039608           1.0031256556   
       20.8744180319           1.0076743286   
       20.9235321029           1.0116715834   
       20.9726461740           1.0146443711   
       21.0217602450           1.0162813996   
       21.0708743161           1.0164688620   
       21.1199883871           1.0152920504   
       21.1691024582           1.0130049266   
       21.2182165292           1.0099752063   
       21.2673306003           1.0066163306   
       21.3164446713           1.0033192434   
       21.3655587424           1.0003959666   
       21.4146728134           0.9980438814   
       21.4637868845           0.9963350563   
       21.5129009555           0.9952298828   
       21.5620150266           0.9946096653   
       21.6111290976           0.9943195690   
       21.6602431687           0.9942119900   
       21.7093572397           0.9941811666   
       21.7584713108           0.9941824206   
       21.8075853818           0.9942331919   
       21.8566994529           0.9943971786   
       21.9058135239           0.9947565340   
       21.9549275950           0.9953794744   
       22.0040416660           0.9962913622   
       22.0531557371           0.9974562675   
       22.1022698081           0.9987734718   
       22.1513838792           1.0000899448   
       22.2004979502           1.0012262640   
       22.2496120213           1.0020105127   
       22.2987260923           1.0023129854   
       22.3478401634           1.0020743775   
       22.3969542344           1.0013215239   
       22.4460683055           1.0001673430   
       22.4951823765           0.9987948590   
       22.5442964476           0.9974283308   
       22.5934105186           0.9962969681   
       22.6425245897           0.9955979771   
       22.6916386607           0.9954655651   
       22.7407527318           0.9959511143   
       22.7898668028           0.9970173952   
       22.8389808738           0.9985469373   
       22.8880949449           1.0003621196   
       22.9372090159           1.0022526672   
       22.9863230870           1.0040053906   
       23.0354371580           1.0054312412   
       23.0845512291           1.0063859271   
       23.1336653001           1.0067820780   
       23.1827793712           1.0065928135   
       23.2318934422           1.0058481265   
       23.2810075133           1.0046264166   
       23.3301215843           1.0030436767   
       23.3792356554           1.0012423217   
       23.4283497264           0.9993807042   
       23.4774637975           0.9976233354   
       23.5265778685           0.9961310782   
       23.5756919396           0.9950503493   
       23.6248060106           0.9945007547   
       23.6739200817           0.9945614829   
       23.7230341527           0.9952579172   
       23.7721482238           0.9965509472   
       23.8212622948           0.9983319778   
       23.8703763659           1.0004264037   
       23.9194904369           1.0026072421   
       23.9686045080           1.0046188482   
       24.0177185790           1.0062085048   
       24.0668326501           1.0071616611   
       24.1159467211           1.0073351866   
       24.1650607922           1.0066826177   
       24.2141748632           1.0052661981   
       24.2632889343           1.0032525058   
       24.3124030053           1.0008912846   
       24.3615170764           0.9984802157   
       24.4106311474           0.9963211524   
       24.4597452185           0.9946751702   
       24.5088592895           0.9937242490   
       24.5579733606           0.9935463307   
       24.6070874316           0.9941080594   
       24.6562015027           0.9952761784   
       24.7053155737           0.9968449946   
       24.7544296448           0.9985742669   
       24.8035437158           1.0002299804   
       24.8526577869           1.0016201295   
       24.9017718579           1.0026189434   
       24.9508859290           1.0031756561   
