# Faber-Ziman Sij(q)             [Ge,Ge]                   
        0.4401685038           0.0999081366   
        0.4892881668           0.0264589868   
        0.5384078298          -0.0194115527   
        0.5875274928          -0.0394796908   
        0.6366471557          -0.0377341101   
        0.6857668187          -0.0196135163   
        0.7348864817           0.0088273355   
        0.7840061447           0.0417049978   
        0.8331258077           0.0739522278   
        0.8822454707           0.1017585552   
        0.9313651337           0.1227832008   
        0.9804847967           0.1361531190   
        1.0296044597           0.1422869060   
        1.0787241227           0.1426017706   
        1.1278437857           0.1391649795   
        1.1769634487           0.1343448513   
        1.2260831117           0.1305029035   
        1.2752027746           0.1297523350   
        1.3243224376           0.1337925413   
        1.3734421006           0.1438176027   
        1.4225617636           0.1604898682   
        1.4716814266           0.1839675175   
        1.5208010896           0.2139757156   
        1.5699207526           0.2499125595   
        1.6190404156           0.2909815148   
        1.6681600786           0.3363403462   
        1.7172797416           0.3852527367   
        1.7663994046           0.4372241047   
        1.8155190676           0.4920995904   
        1.8646387306           0.5501019722   
        1.9137583936           0.6117920219   
        1.9628780565           0.6779439686   
        2.0119977195           0.7493433022   
        2.0611173825           0.8265306471   
        2.1102370455           0.9095304384   
        2.1593567085           0.9976129699   
        2.2084763715           1.0891400088   
        2.2575960345           1.1815360202   
        2.3067156975           1.2714094972   
        2.3558353605           1.3548244412   
        2.4049550235           1.4276948924   
        2.4540746865           1.4862507341   
        2.5031943495           1.5275058688   
        2.5523140125           1.5496541860   
        2.6014336754           1.5523263691   
        2.6505533384           1.5366607950   
        2.6996730014           1.5051713436   
        2.7487926644           1.4614286259   
        2.7979123274           1.4096027743   
        2.8470319904           1.3539395353   
        2.8961516534           1.2982524433   
        2.9452713164           1.2455101491   
        2.9943909794           1.1975801861   
        3.0435106424           1.1551619564   
        3.0926303054           1.1179079300   
        3.1417499684           1.0846993875   
        3.1908696314           1.0540176283   
        3.2399892943           1.0243380041   
        3.2891089573           0.9944746630   
        3.3382286203           0.9638178880   
        3.3873482833           0.9324301808   
        3.4364679463           0.9009966246   
        3.4855876093           0.8706535636   
        3.5347072723           0.8427416503   
        3.5838269353           0.8185407486   
        3.6329465983           0.7990432269   
        3.6820662613           0.7848096513   
        3.7311859243           0.7759299284   
        3.7803055873           0.7720883364   
        3.8294252503           0.7727079779   
        3.8785449132           0.7771337919   
        3.9276645762           0.7848066432   
        3.9767842392           0.7953852488   
        4.0259039022           0.8087865487   
        4.0750235652           0.8251352998   
        4.1241432282           0.8446356284   
        4.1732628912           0.8673961805   
        4.2223825542           0.8932522788   
        4.2715022172           0.9216306231   
        4.3206218802           0.9514941334   
        4.3697415432           0.9813882321   
        4.4188612062           1.0095886295   
        4.4679808692           1.0343289347   
        4.5171005322           1.0540686546   
        4.5662201951           1.0677520046   
        4.6153398581           1.0750074944   
        4.6644595211           1.0762475905   
        4.7135791841           1.0726450616   
        4.7626988471           1.0659845385   
        4.8118185101           1.0584101844   
        4.8609381731           1.0521089880   
        4.9100578361           1.0489806863   
        4.9591774991           1.0503477393   
        5.0082971621           1.0567518867   
        5.0574168251           1.0678690907   
        5.1065364881           1.0825549493   
        5.1556561511           1.0990115167   
        5.2047758140           1.1150475846   
        5.2538954770           1.1283908944   
        5.3030151400           1.1370044629   
        5.3521348030           1.1393607902   
        5.4012544660           1.1346364238   
        5.4503741290           1.1228032644   
        5.4994937920           1.1046095369   
        5.5486134550           1.0814597110   
        5.5977331180           1.0552163401   
        5.6468527810           1.0279559711   
        5.6959724440           1.0017150283   
        5.7450921070           0.9782598903   
        5.7942117700           0.9589090915   
        5.8433314329           0.9444260792   
        5.8924510959           0.9349899351   
        5.9415707589           0.9302406004   
        5.9906904219           0.9293858585   
        6.0398100849           0.9313506477   
        6.0889297479           0.9349457616   
        6.1380494109           0.9390327127   
        6.1871690739           0.9426641905   
        6.2362887369           0.9451845125   
        6.2854083999           0.9462809508   
        6.3345280629           0.9459839166   
        6.3836477259           0.9446208076   
        6.4327673889           0.9427340656   
        6.4818870518           0.9409779789   
        6.5310067148           0.9400105621   
        6.5801263778           0.9403962872   
        6.6292460408           0.9425326437   
        6.6783657038           0.9466089358   
        6.7274853668           0.9526000813   
        6.7766050298           0.9602923639   
        6.8257246928           0.9693330619   
        6.8748443558           0.9792924701   
        6.9239640188           0.9897256466   
        6.9730836818           1.0002224400   
        7.0222033448           1.0104377565   
        7.0713230078           1.0200989274   
        7.1204426708           1.0289924540   
        7.1695623337           1.0369372211   
        7.2186819967           1.0437544346   
        7.2678016597           1.0492453391   
        7.3169213227           1.0531859483   
        7.3660409857           1.0553438795   
        7.4151606487           1.0555167447   
        7.4642803117           1.0535856152   
        7.5133999747           1.0495721609   
        7.5625196377           1.0436853650   
        7.6116393007           1.0363439928   
        7.6607589637           1.0281644408   
        7.7098786267           1.0199097024   
        7.7589982897           1.0124028780   
        7.8081179526           1.0064164132   
        7.8572376156           1.0025544661   
        7.9063572786           1.0011490812   
        7.9554769416           1.0021902983   
        8.0045966046           1.0053058070   
        8.0537162676           1.0097978932   
        8.1028359306           1.0147355527   
        8.1519555936           1.0190895628   
        8.2010752566           1.0218899116   
        8.2501949196           1.0223799708   
        8.2993145826           1.0201412180   
        8.3484342456           1.0151664684   
        8.3975539086           1.0078678309   
        8.4466735715           0.9990165686   
        8.4957932345           0.9896237872   
        8.5449128975           0.9807812730   
        8.5940325605           0.9734889543   
        8.6431522235           0.9684980403   
        8.6922718865           0.9661963807   
        8.7413915495           0.9665554063   
        8.7905112125           0.9691474054   
        8.8396308755           0.9732297386   
        8.8887505385           0.9778810462   
        8.9378702015           0.9821655835   
        8.9869898645           0.9852970984   
        9.0361095275           0.9867739344   
        9.0852291904           0.9864622256   
        9.1343488534           0.9846132049   
        9.1834685164           0.9818121420   
        9.2325881794           0.9788682609   
        9.2817078424           0.9766651016   
        9.3308275054           0.9759974769   
        9.3799471684           0.9774233239   
        9.4290668314           0.9811560440   
        9.4781864944           0.9870158851   
        9.5273061574           0.9944487897   
        9.5764258204           1.0026096565   
        9.6255454834           1.0104960936   
        9.6746651464           1.0171102932   
        9.7237848093           1.0216220203   
        9.7729044723           1.0235056160   
        9.8220241353           1.0226283381   
        9.8711437983           1.0192755172   
        9.9202634613           1.0141085045   
        9.9693831243           1.0080624646   
       10.0185027873           1.0022008802   
       10.0676224503           0.9975505643   
       10.1167421133           0.9949439049   
       10.1658617763           0.9948935347   
       10.2149814393           0.9975189363   
       10.2641011023           1.0025356478   
       10.3132207653           1.0093072484   
       10.3623404283           1.0169499683   
       10.4114600912           1.0244713383   
       10.4605797542           1.0309191901   
       10.5096994172           1.0355163727   
       10.5588190802           1.0377598701   
       10.6079387432           1.0374699459   
       10.6570584062           1.0347842109   
       10.7061780692           1.0301014101   
       10.7552977322           1.0239884588   
       10.8044173952           1.0170702239   
       10.8535370582           1.0099237000   
       10.9026567212           1.0029962080   
       10.9517763842           0.9965615131   
       11.0008960472           0.9907194601   
       11.0500157101           0.9854355330   
       11.0991353731           0.9806084887   
       11.1482550361           0.9761485462   
       11.1973746991           0.9720466943   
       11.2464943621           0.9684178953   
       11.2956140251           0.9655068784   
       11.3447336881           0.9636536379   
       11.3938533511           0.9632249194   
       11.4429730141           0.9645259880   
       11.4920926771           0.9677120866   
       11.5412123401           0.9727200604   
       11.5903320031           0.9792373046   
       11.6394516661           0.9867180593   
       11.6885713290           0.9944475157   
       11.7376909920           1.0016441464   
       11.7868106550           1.0075822245   
       11.8359303180           1.0117114756   
       11.8850499810           1.0137503665   
       11.9341696440           1.0137339184   
       11.9832893070           1.0120053721   
       12.0324089700           1.0091519081   
       12.0815286330           1.0058957568   
       12.1306482960           1.0029611349   
       12.1797679590           1.0009425997   
       12.2288876220           1.0002004703   
       12.2780072850           1.0008038079   
       12.3271269479           1.0025320429   
       12.3762466109           1.0049345391   
       12.4253662739           1.0074355997   
       12.4744859369           1.0094630693   
       12.5236055999           1.0105737492   
       12.5727252629           1.0105494025   
       12.6218449259           1.0094431333   
       12.6709645889           1.0075662088   
       12.7200842519           1.0054178526   
       12.7692039149           1.0035726133   
       12.8183235779           1.0025490590   
       12.8674432409           1.0026878230   
       12.9165629039           1.0040654653   
