# Faber-Ziman Sij(q)             [Ge,Ge]                   
        0.4555871998           0.1199775714   
        0.5046760254           0.0480913779   
        0.5537648510          -0.0039609333   
        0.6028536766          -0.0372070877   
        0.6519425022          -0.0539795138   
        0.7010313278          -0.0573765650   
        0.7501201534          -0.0507408589   
        0.7992089790          -0.0372320580   
        0.8482978046          -0.0195429911   
        0.8973866302           0.0002259991   
        0.9464754558           0.0205521619   
        0.9955642814           0.0403774570   
        1.0446531070           0.0589531830   
        1.0937419326           0.0756971143   
        1.1428307582           0.0901055740   
        1.1919195838           0.1017420348   
        1.2410084094           0.1103000325   
        1.2900972350           0.1157169796   
        1.3391860606           0.1183015332   
        1.3882748862           0.1188332646   
        1.4373637118           0.1185998733   
        1.4864525374           0.1193520581   
        1.5355413630           0.1231755726   
        1.5846301886           0.1322992109   
        1.6337190142           0.1488719503   
        1.6828078398           0.1747489330   
        1.7318966654           0.2113230405   
        1.7809854910           0.2594274053   
        1.8300743166           0.3193171815   
        1.8791631422           0.3907204458   
        1.9282519678           0.4729327135   
        1.9773407934           0.5649210089   
        2.0264296190           0.6654038557   
        2.0755184446           0.7728829892   
        2.1246072702           0.8856188541   
        2.1736960958           1.0015611921   
        2.2227849214           1.1182635041   
        2.2718737470           1.2328213986   
        2.3209625726           1.3418765634   
        2.3700513982           1.4417191323   
        2.4191402238           1.5285027827   
        2.4682290494           1.5985624533   
        2.5173178750           1.6487991311   
        2.5664067006           1.6770753094   
        2.6154955262           1.6825533666   
        2.6645843518           1.6659104703   
        2.7136731774           1.6293783676   
        2.7627620030           1.5765825575   
        2.8118508286           1.5121884001   
        2.8609396542           1.4413956282   
        2.9100284798           1.3693510147   
        2.9591173054           1.3005659656   
        3.0082061310           1.2384279541   
        3.0572949566           1.1848811250   
        3.1063837822           1.1403242405   
        3.1554726078           1.1037381736   
        3.2045614334           1.0730168958   
        3.2536502590           1.0454423272   
        3.3027390846           1.0182206456   
        3.3518279102           0.9889897647   
        3.4009167358           0.9562159425   
        3.4500055614           0.9194200797   
        3.4990943870           0.8792067356   
        3.5481832126           0.8371049897   
        3.5972720382           0.7952631818   
        3.6463608638           0.7560632551   
        3.6954496894           0.7217307715   
        3.7445385150           0.6940122345   
        3.7936273406           0.6739735791   
        3.8427161662           0.6619465628   
        3.8918049918           0.6576189669   
        3.9408938174           0.6602361891   
        3.9899826430           0.6688614545   
        4.0390714686           0.6826331793   
        4.0881602942           0.7009622645   
        4.1372491198           0.7236278787   
        4.1863379454           0.7507539845   
        4.2354267710           0.7826753697   
        4.2845155966           0.8197257628   
        4.3336044222           0.8619969850   
        4.3826932478           0.9091239077   
        4.4317820734           0.9601443896   
        4.4808708990           1.0134678209   
        4.5299597246           1.0669638489   
        4.5790485502           1.1181589201   
        4.6281373758           1.1645073191   
        4.6772262014           1.2036894759   
        4.7263150270           1.2338859907   
        4.7754038526           1.2539815594   
        4.8244926782           1.2636672423   
        4.8735815038           1.2634291009   
        4.9226703294           1.2544320239   
        4.9717591550           1.2383254114   
        5.0208479806           1.2170089380   
        5.0699368062           1.1923999850   
        5.1190256318           1.1662394192   
        5.1681144574           1.1399607977   
        5.2172032830           1.1146327057   
        5.2662921086           1.0909682859   
        5.3153809342           1.0693834366   
        5.3644697598           1.0500781125   
        5.4135585854           1.0331147377   
        5.4626474110           1.0184735094   
        5.5117362366           1.0060744956   
        5.5608250622           0.9957682062   
        5.6099138878           0.9873067433   
        5.6590027134           0.9803141835   
        5.7080915390           0.9742759385   
        5.7571803646           0.9685622889   
        5.8062691902           0.9624922161   
        5.8553580158           0.9554323099   
        5.9044468414           0.9469146769   
        5.9535356670           0.9367501365   
        6.0026244926           0.9251105480   
        6.0517133182           0.9125577189   
        6.1008021438           0.9000054545   
        6.1498909694           0.8886141502   
        6.1989797950           0.8796312065   
        6.2480686206           0.8742024976   
        6.2971574462           0.8731875030   
        6.3462462718           0.8770117924   
        6.3953350974           0.8855849128   
        6.4444239230           0.8983003445   
        6.4935127486           0.9141192476   
        6.5426015742           0.9317241673   
        6.5916903998           0.9497158023   
        6.6407792254           0.9668179730   
        6.6898680510           0.9820546357   
        6.7389568766           0.9948684128   
        6.7880457022           1.0051614886   
        6.8371345278           1.0132545555   
        6.8862233534           1.0197748359   
        6.9353121790           1.0254970288   
        6.9844010046           1.0311688985   
        7.0334898302           1.0373547153   
        7.0825786558           1.0443247990   
        7.1316674814           1.0520091867   
        7.1807563070           1.0600201890   
        7.2298451326           1.0677350569   
        7.2789339582           1.0744188917   
        7.3280227838           1.0793613916   
        7.3771116094           1.0820001656   
        7.4262004350           1.0820080362   
        7.4752892606           1.0793307464   
        7.5243780863           1.0741726882   
        7.5734669119           1.0669391968   
        7.6225557375           1.0581523055   
        7.6716445631           1.0483609534   
        7.7207333887           1.0380658146   
        7.7698222143           1.0276735830   
        7.8189110399           1.0174870992   
        7.8679998655           1.0077281937   
        7.9170886911           0.9985817667   
        7.9661775167           0.9902443497   
        8.0152663423           0.9829594020   
        8.0643551679           0.9770250853   
        8.1134439935           0.9727674443   
        8.1625328191           0.9704811477   
        8.2116216447           0.9703491053   
        8.2607104703           0.9723592354   
        8.3097992959           0.9762397454   
        8.3588881215           0.9814326365   
        8.4079769471           0.9871188970   
        8.4570657727           0.9922991544   
        8.5061545983           0.9959222929   
        8.5552434239           0.9970440034   
        8.6043322495           0.9949895852   
        8.6534210751           0.9894922231   
        8.7025099007           0.9807802021   
        8.7515987263           0.9695938447   
        8.8006875519           0.9571241231   
        8.8497763775           0.9448779353   
        8.8988652031           0.9344875894   
        8.9479540287           0.9274918477   
        8.9970428543           0.9251211940   
        9.0461316799           0.9281198662   
        9.0952205055           0.9366317067   
        9.1443093311           0.9501670170   
        9.1933981567           0.9676551158   
        9.2424869823           0.9875743183   
        9.2915758079           1.0081397448   
        9.3406646335           1.0275214791   
        9.3897534591           1.0440622513   
        9.4388422847           1.0564652965   
        9.4879311103           1.0639288035   
        9.5370199359           1.0662122347   
        9.5861087615           1.0636301535   
        9.6351975871           1.0569793449   
        9.6842864127           1.0474134501   
        9.7333752383           1.0362849707   
        9.7824640639           1.0249768306   
        9.8315528895           1.0147447592   
        9.8806417151           1.0065881356   
        9.9297305407           1.0011614914   
        9.9788193663           0.9987326197   
       10.0279081919           0.9991871371   
       10.0769970175           1.0020741594   
       10.1260858431           1.0066839577   
       10.1751746687           1.0121462381   
       10.2242634943           1.0175369844   
       10.2733523199           1.0219823751   
       10.3224411455           1.0247498196   
       10.3715299711           1.0253183468   
       10.4206187967           1.0234231355   
       10.4697076223           1.0190716971   
       10.5187964479           1.0125319331   
       10.5678852735           1.0042948509   
       10.6169740991           0.9950169658   
       10.6660629247           0.9854491801   
       10.7151517503           0.9763600281   
       10.7642405759           0.9684614521   
       10.8133294015           0.9623446507   
       10.8624182271           0.9584320435   
       10.9115070527           0.9569491932   
       10.9605958783           0.9579179123   
       11.0096847039           0.9611691436   
       11.0587735295           0.9663719599   
       11.1078623551           0.9730735131   
       11.1569511807           0.9807442154   
       11.2060400063           0.9888228571   
       11.2551288319           0.9967576042   
       11.3042176575           1.0040405150   
       11.3533064831           1.0102349526   
       11.4023953087           1.0149966051   
       11.4514841343           1.0180894705   
       11.5005729599           1.0193979767   
       11.5496617855           1.0189355174   
       11.5987506111           1.0168484087   
       11.6478394367           1.0134130602   
       11.6969282623           1.0090235030   
       11.7460170879           1.0041666851   
       11.7951059135           0.9993843050   
       11.8441947391           0.9952222690   
       11.8932835647           0.9921717321   
       11.9423723903           0.9906084803   
       11.9914612159           0.9907394323   
       12.0405500415           0.9925656498   
       12.0896388671           0.9958700456   
       12.1387276927           1.0002349385   
       12.1878165183           1.0050900838   
       12.2369053439           1.0097865573   
       12.2859941695           1.0136868516   
       12.3350829951           1.0162578054   
       12.3841718207           1.0171513848   
       12.4332606463           1.0162593801   
       12.4823494719           1.0137317841   
       12.5314382975           1.0099544411   
       12.5805271231           1.0054885269   
       12.6296159487           1.0009812492   
       12.6787047743           0.9970625338   
       12.7277935999           0.9942452965   
       12.7768824255           0.9928465375   
       12.8259712511           0.9929429253   
       12.8750600767           0.9943683417   
       12.9241489023           0.9967531882   
       12.9732377279           0.9995975630   
       13.0223265535           1.0023642028   
       13.0714153791           1.0045735775   
       13.1205042047           1.0058834317   
       13.1695930303           1.0061384309   
       13.2186818559           1.0053817138   
       13.2677706815           1.0038278595   
       13.3168595071           1.0018044838   
       13.3659483327           0.9996758118   
       13.4150371583           0.9977648870   
       13.4641259839           0.9962908869   
       13.5132148095           0.9953343659   
       13.5623036351           0.9948369163   
       13.6113924607           0.9946340593   
       13.6604812863           0.9945127868   
       13.7095701119           0.9942796616   
       13.7586589375           0.9938229600   
       13.8077477631           0.9931535561   
       13.8568365887           0.9924139084   
       13.9059254143           0.9918516498   
       13.9550142399           0.9917624033   
       14.0041030655           0.9924137898   
       14.0531918911           0.9939675436   
       14.1022807167           0.9964180404   
       14.1513695423           0.9995629486   
       14.2004583679           1.0030155508   
       14.2495471935           1.0062597272   
       14.2986360191           1.0087393794   
       14.3477248447           1.0099661278   
       14.3968136703           1.0096241608   
       14.4459024959           1.0076503194   
       14.4949913215           1.0042712001   
       14.5440801471           0.9999866834   
       14.5931689727           0.9954994397   
       14.6422577983           0.9916006865   
       14.6913466239           0.9890316166   
       14.7404354495           0.9883456250   
       14.7895242751           0.9897974645   
       14.8386131007           0.9932814215   
       14.8877019263           0.9983321602   
       14.9367907519           1.0041905495   
       14.9858795775           1.0099247001   
       15.0349684031           1.0145858786   
       15.0840572287           1.0173720140   
       15.1331460543           1.0177695241   
       15.1822348799           1.0156476357   
       15.2313237055           1.0112876564   
       15.2804125311           1.0053412575   
       15.3295013567           0.9987246107   
       15.3785901823           0.9924667789   
       15.4276790079           0.9875389669   
       15.4767678335           0.9846945528   
       15.5258566591           0.9843476756   
       15.5749454847           0.9865109780   
       15.6240343103           0.9908022896   
       15.6731231359           0.9965176137   
       15.7222119615           1.0027560845   
       15.7713007871           1.0085737138   
       15.8203896127           1.0131383223   
       15.8694784383           1.0158587476   
       15.9185672639           1.0164669689   
       15.9676560895           1.0150410189   
       16.0167449151           1.0119676353   
       16.0658337407           1.0078544311   
       16.1149225663           1.0034099391   
       16.1640113919           0.9993147101   
       16.2131002175           0.9961069891   
       16.2621890431           0.9941024910   
       16.3112778687           0.9933604070   
       16.3603666943           0.9936985476   
       16.4094555199           0.9947512920   
       16.4585443455           0.9960565157   
       16.5076331711           0.9971532303   
       16.5567219967           0.9976709488   
       16.6058108223           0.9973947222   
       16.6548996479           0.9962955712   
       16.7039884735           0.9945233864   
       16.7530772991           0.9923667536   
       16.8021661247           0.9901901473   
       16.8512549503           0.9883624378   
       16.9003437759           0.9871911576   
       16.9494326015           0.9868745837   
       16.9985214271           0.9874790842   
       17.0476102527           0.9889434463   
       17.0966990783           0.9911062911   
       17.1457879039           0.9937483206   
       17.1948767295           0.9966388685   
       17.2439655551           0.9995763488   
       17.2930543807           1.0024145432   
       17.3421432063           1.0050705840   
       17.3912320319           1.0075150409   
       17.4403208575           1.0097486767   
       17.4894096831           1.0117733145   
       17.5384985087           1.0135652821   
       17.5875873343           1.0150589320   
       17.6366761599           1.0161450560   
       17.6857649855           1.0166852898   
       17.7348538111           1.0165396780   
       17.7839426367           1.0156013214   
       17.8330314623           1.0138301635   
       17.8821202879           1.0112778681   
       17.9312091135           1.0080974048   
       17.9802979391           1.0045340204   
       18.0293867647           1.0008980590   
       18.0784755903           0.9975238185   
       18.1275644159           0.9947215178   
       18.1766532415           0.9927309156   
       18.2257420671           0.9916849093   
       18.2748308927           0.9915896070   
       18.3239197183           0.9923243239   
       18.3730085439           0.9936613279   
       18.4220973695           0.9953016726   
       18.4711861951           0.9969207777   
       18.5202750207           0.9982160243   
       18.5693638463           0.9989487207   
       18.6184526719           0.9989742617   
       18.6675414975           0.9982567761   
       18.7166303231           0.9968674835   
       18.7657191487           0.9949687638   
       18.8148079743           0.9927880509   
       18.8638967999           0.9905867457   
       18.9129856255           0.9886293045   
       18.9620744511           0.9871566314   
       19.0111632767           0.9863662312   
       19.0602521023           0.9863997210   
       19.1093409279           0.9873367094   
       19.1584297535           0.9891930827   
       19.2075185792           0.9919215749   
       19.2566074048           0.9954130926   
       19.3056962304           0.9994983894   
       19.3547850560           1.0039509667   
       19.4038738816           1.0084930949   
       19.4529627072           1.0128072636   
       19.5020515328           1.0165549498   
       19.5511403584           1.0194033662   
       19.6002291840           1.0210589985   
       19.6493180096           1.0213046812   
       19.6984068352           1.0200351484   
       19.7474956608           1.0172849352   
       19.7965844864           1.0132425282   
       19.8456733120           1.0082459499   
       19.8947621376           1.0027573977   
       19.9438509632           0.9973178082   
       19.9929397888           0.9924857355   
       20.0420286144           0.9887680767   
       20.0911174400           0.9865523239   
       20.1402062656           0.9860506946   
       20.1892950912           0.9872654443   
       20.2383839168           0.9899819689   
       20.2874727424           0.9937923146   
       20.3365615680           0.9981470500   
       20.3856503936           1.0024288848   
       20.4347392192           1.0060377182   
       20.4838280448           1.0084746345   
       20.5329168704           1.0094121542   
       20.5820056960           1.0087398876   
       20.6310945216           1.0065783811   
       20.6801833472           1.0032588322   
       20.7292721728           0.9992716849   
       20.7783609984           0.9951920379   
       20.8274498240           0.9915934759   
       20.8765386496           0.9889637554   
       20.9256274752           0.9876354157   
       20.9747163008           0.9877419055   
       21.0238051264           0.9892056051   
       21.0728939520           0.9917588977   
       21.1219827776           0.9949940610   
       21.1710716032           0.9984331227   
       21.2201604288           1.0016057221   
       21.2692492544           1.0041219575   
       21.3183380800           1.0057283469   
       21.3674269056           1.0063381798   
       21.4165157312           1.0060321215   
       21.4656045568           1.0050301682   
       21.5146933824           1.0036410061   
       21.5637822080           1.0021986482   
       21.6128710336           1.0009982456   
       21.6619598592           1.0002428395   
       21.7110486848           1.0000105775   
       21.7601375104           1.0002479688   
       21.8092263360           1.0007898192   
       21.8583151616           1.0014014534   
       21.9074039872           1.0018346365   
       21.9564928128           1.0018859976   
       22.0055816384           1.0014462540   
       22.0546704640           1.0005302185   
       22.1037592896           0.9992811739   
       22.1528481152           0.9979480656   
       22.2019369408           0.9968392030   
       22.2510257664           0.9962608073   
       22.3001145920           0.9964519201   
       22.3492034176           0.9975282655   
       22.3982922432           0.9994463947   
       22.4473810688           1.0019960253   
       22.4964698944           1.0048234852   
       22.5455587200           1.0074834834   
       22.5946475456           1.0095110901   
       22.6437363712           1.0105017883   
       22.6928251968           1.0101855571   
       22.7419140224           1.0084815276   
       22.7910028480           1.0055227871   
       22.8400916736           1.0016458921   
       22.8891804992           0.9973457180   
       22.9382693248           0.9932023590   
       22.9873581504           0.9897918065   
       23.0364469760           0.9875951546   
       23.0855358016           0.9869215641   
       23.1346246272           0.9878580359   
       23.1837134528           0.9902545766   
       23.2328022784           0.9937473580   
       23.2818911040           0.9978160382   
       23.3309799296           1.0018656421   
       23.3800687552           1.0053193262   
       23.4291575808           1.0077066617   
       23.4782464064           1.0087330450   
       23.5273352320           1.0083192818   
       23.5764240576           1.0066056427   
       23.6255128832           1.0039208088   
       23.6746017088           1.0007220152   
       23.7236905344           0.9975173405   
       23.7727793600           0.9947836910   
       23.8218681856           0.9928942052   
       23.8709570112           0.9920666028   
       23.9200458368           0.9923399032   
       23.9691346624           0.9935817367   
       24.0182234880           0.9955231457   
       24.0673123136           0.9978132605   
       24.1164011392           1.0000833044   
       24.1654899648           1.0020084735   
       24.2145787904           1.0033573853   
       24.2636676160           1.0040216780   
       24.3127564416           1.0040223310   
       24.3618452672           1.0034935731   
       24.4109340928           1.0026490537   
       24.4600229184           1.0017376136   
       24.5091117440           1.0009971183   
       24.5582005696           1.0006143334   
       24.6072893952           1.0006969621   
       24.6563782208           1.0012612095   
       24.7054670464           1.0022351912   
       24.7545558720           1.0034757718   
       24.8036446976           1.0047944758   
       24.8527335232           1.0059872392   
       24.9018223488           1.0068629855   
       24.9509111744           1.0072671046   
