#  q,  S(q) neutrons
   0.4795116732       -0.0652240326
   0.5285526498       -0.1226989257
   0.5775936265       -0.1296928843
   0.6266346031       -0.0996458007
   0.6756755798       -0.0490215657
   0.7247165564        0.0053353901
   0.7737575331        0.0487424314
   0.8227985098        0.0707559578
   0.8718394864        0.0664972188
   0.9208804631        0.0370573524
   0.9699214397       -0.0110491113
   1.0189624164       -0.0672732055
   1.0680033930       -0.1190327755
   1.1170443697       -0.1540102880
   1.1660853463       -0.1623927183
   1.2151263230       -0.1387114775
   1.2641672996       -0.0830011427
   1.3132082763       -0.0010954319
   1.3622492529        0.0959970511
   1.4112902296        0.1935636759
   1.4603312063        0.2753113072
   1.5093721829        0.3258548938
   1.5584131596        0.3332284945
   1.6074541362        0.2910663648
   1.6564951129        0.2001380366
   1.7055360895        0.0689986954
   1.7545770662       -0.0863752971
   1.8036180428       -0.2439696423
   1.8526590195       -0.3780093622
   1.9016999961       -0.4618896380
   1.9507409728       -0.4714307695
   1.9997819494       -0.3880760277
   2.0488229261       -0.2016430821
   2.0978639028        0.0877231102
   2.1469048794        0.4686688942
   2.1959458561        0.9189817134
   2.2449868327        1.4071953734
   2.2940278094        1.8953317967
   2.3430687860        2.3425250879
   2.3921097627        2.7091620325
   2.4411507393        2.9610984969
   2.4901917160        3.0734836146
   2.5392326926        3.0337483409
   2.5882736693        2.8433914906
   2.6373146459        2.5183182984
   2.6863556226        2.0876417810
   2.7353965992        1.5910290944
   2.7844375759        1.0748441205
   2.8334785526        0.5874834570
   2.8825195292        0.1744073490
   2.9315605059       -0.1265843882
   2.9806014825       -0.2892967869
   3.0296424592       -0.3018494952
   3.0786834358       -0.1678331784
   3.1277244125        0.0942284726
   3.1767653891        0.4530541018
   3.2258063658        0.8681663277
   3.2748473424        1.2944230559
   3.3238883191        1.6869863526
   3.3729292957        2.0061466490
   3.4219702724        2.2214423694
   3.4710112491        2.3146073744
   3.5200522257        2.2810290913
   3.5690932024        2.1295891887
   3.6181341790        1.8809612089
   3.6671751557        1.5646289449
   3.7162161323        1.2150406539
   3.7652571090        0.8674079301
   3.8142980856        0.5536828229
   3.8633390623        0.2992008241
   3.9123800389        0.1203687598
   3.9614210156        0.0236220303
   4.0104619922        0.0056977134
   4.0595029689        0.0550941227
   4.1085439455        0.1544377674
   4.1575849222        0.2833750505
   4.2066258989        0.4215609067
   4.2556668755        0.5513335028
   4.3047078522        0.6597375250
   4.3537488288        0.7396749612
   4.4027898055        0.7901024570
   4.4518307821        0.8153365480
   4.5008717588        0.8236514158
   4.5499127354        0.8254412730
   4.5989537121        0.8312603746
   4.6479946887        0.8500449201
   4.6970356654        0.8877674292
   4.7460766420        0.9466867770
   4.7951176187        1.0252517144
   4.8441585954        1.1186098801
   4.8931995720        1.2195845034
   4.9422405487        1.3199200708
   4.9912815253        1.4115736550
   5.0403225020        1.4878415700
   5.0893634786        1.5441566717
   5.1384044553        1.5784601583
   5.1874454319        1.5911303643
   5.2364864086        1.5845261989
   5.2855273852        1.5622625092
   5.3345683619        1.5283700378
   5.3836093385        1.4864996914
   5.4326503152        1.4393103601
   5.4816912919        1.3881368680
   5.5307322685        1.3329784386
   5.5797732452        1.2727886437
   5.6288142218        1.2059953570
   5.6778551985        1.1311420907
   5.7268961751        1.0475255374
   5.7759371518        0.9557096680
   5.8249781284        0.8578221198
   5.8740191051        0.7575784736
   5.9230600817        0.6600269740
   5.9721010584        0.5710522234
   6.0211420350        0.4967140207
   6.0701830117        0.4425213036
   6.1192239883        0.4127481935
   6.1682649650        0.4098894181
   6.2173059417        0.4343285363
   6.2663469183        0.4842590626
   6.3153878950        0.5558615367
   6.3644288716        0.6437046304
   6.4134698483        0.7413105187
   6.4625108249        0.8418073895
   6.5115518016        0.9385866360
   6.5605927782        1.0258884987
   6.6096337549        1.0992556001
   6.6586747315        1.1558156741
   6.7077157082        1.1943790989
   6.7567566848        1.2153600037
   6.8057976615        1.2205488142
   6.8548386382        1.2127772360
   6.9038796148        1.1955230958
   6.9529205915        1.1725024556
   7.0019615681        1.1472911185
   7.0510025448        1.1230086444
   7.1000435214        1.1020870349
   7.1490844981        1.0861349314
   7.1981254747        1.0758977237
   7.2471664514        1.0713052258
   7.2962074280        1.0715919263
   7.3452484047        1.0754703581
   7.3942893813        1.0813357477
   7.4433303580        1.0874796032
   7.4923713347        1.0922911009
   7.5414123113        1.0944278544
   7.5904532880        1.0929417307
   7.6394942646        1.0873505744
   7.6885352413        1.0776526622
   7.7375762179        1.0642869365
   7.7866171946        1.0480479224
   7.8356581712        1.0299690071
   7.8846991479        1.0111908092
   7.9337401245        0.9928321846
   7.9827811012        0.9758798320
   8.0318220778        0.9611086495
   8.0808630545        0.9490395182
   8.1299040311        0.9399349322
   8.1789450078        0.9338269026
   8.2279859845        0.9305668751
   8.2770269611        0.9298848280
   8.3260679378        0.9314447132
   8.3751089144        0.9348858987
   8.4241498911        0.9398447463
   8.4731908677        0.9459559720
   8.5222318444        0.9528388137
   8.5712728210        0.9600771493
   8.6203137977        0.9672046214
   8.6693547743        0.9737050947
   8.7183957510        0.9790354537
   8.7674367276        0.9826724802
   8.8164777043        0.9841793955
   8.8655186810        0.9832819213
   8.9145596576        0.9799396672
   8.9636006343        0.9743972943
   9.0126416109        0.9672016948
   9.0616825876        0.9591762389
   9.1107235642        0.9513501928
   9.1597645409        0.9448494637
   9.2088055175        0.9407623482
   9.2578464942        0.9399994776
   9.3068874708        0.9431694996
   9.3559284475        0.9504906190
   9.4049694241        0.9617530399
   9.4540104008        0.9763394171
   9.5030513774        0.9933009907
   9.5520923541        1.0114778426
   9.6011333308        1.0296443457
   9.6501743074        1.0466567618
   9.6992152841        1.0615798467
   9.7482562607        1.0737733084
   9.7972972374        1.0829263018
   9.8463382140        1.0890375140
   9.8953791907        1.0923480517
   9.9444201673        1.0932425341
   9.9934611440        1.0921389928
  10.0425021206        1.0893894685
  10.0915430973        1.0852103559
  10.1405840739        1.0796551689
  10.1896250506        1.0726337111
  10.2386660273        1.0639723210
  10.2877070039        1.0535016772
  10.3367479806        1.0411531586
  10.3857889572        1.0270429750
  10.4348299339        1.0115255238
  10.4838709105        0.9952032432
  10.5329118872        0.9788884792
  10.5819528638        0.9635219934
  10.6309938405        0.9500609758
  10.6800348171        0.9393552526
  10.7290757938        0.9320327234
  10.7781167704        0.9284135275
  10.8271577471        0.9284673718
  10.8761987238        0.9318208495
  10.9252397004        0.9378128984
  10.9742806771        0.9455884212
  11.0233216537        0.9542140002
  11.0723626304        0.9627966386
  11.1214036070        0.9705870015
  11.1704445837        0.9770524517
  11.2194855603        0.9819114281
  11.2685265370        0.9851280859
  11.3175675136        0.9868731555
  11.3666084903        0.9874623385
  11.4156494669        0.9872862945
  11.4646904436        0.9867460068
  11.5137314202        0.9862042792
  11.5627723969        0.9859591240
  11.6118133736        0.9862390102
  11.6608543502        0.9872146710
  11.7098953269        0.9890185538
  11.7589363035        0.9917618011
  11.8079772802        0.9955400893
  11.8570182568        1.0004233504
  11.9060592335        1.0064294810
  11.9551002101        1.0134874204
  12.0041411868        1.0213991915
  12.0531821634        1.0298126132
  12.1022231401        1.0382157940
  12.1512641167        1.0459611745
  12.2003050934        1.0523213690
  12.2493460701        1.0565724156
  12.2983870467        1.0580936311
  12.3474280234        1.0564684499
  12.3964690000        1.0515685007
  12.4455099767        1.0436043618
  12.4945509533        1.0331308982
  12.5435919300        1.0210021596
  12.5926329066        1.0082792785
  12.6416738833        0.9961031371
  12.6907148599        0.9855502016
  12.7397558366        0.9774935625
  12.7887968132        0.9724911142
  12.8378377899        0.9707188532
  12.8868787666        0.9719601071
  12.9359197432        0.9756523446
  12.9849607199        0.9809836683
  13.0340016965        0.9870228546
  13.0830426732        0.9928613521
  13.1320836498        0.9977439498
  13.1811246265        1.0011671771
  13.2301656031        1.0029304630
  13.2792065798        1.0031335678
  13.3282475564        1.0021232697
  13.3772885331        1.0004010439
  13.4263295097        0.9985099514
  13.4753704864        0.9969220432
  13.5244114630        0.9959467907
  13.5734524397        0.9956765930
  13.6224934164        0.9959781771
  13.6715343930        0.9965300609
  13.7205753697        0.9968977860
  13.7696163463        0.9966318924
  13.8186573230        0.9953697499
  13.8676982996        0.9929220392
  13.9167392763        0.9893278265
  13.9657802529        0.9848681524
  14.0148212296        0.9800356903
  14.0638622062        0.9754659041
  14.1129031829        0.9718418166
  14.1619441595        0.9697888470
  14.2109851362        0.9697774841
  14.2600261129        0.9720497189
  14.3090670895        0.9765806357
  14.3581080662        0.9830802554
  14.4071490428        0.9910338640
  14.4561900195        0.9997728599
  14.5052309961        1.0085636798
  14.5542719728        1.0167002880
  14.6033129494        1.0235862340
  14.6523539261        1.0287951226
  14.7013949027        1.0321027995
  14.7504358794        1.0334897142
  14.7994768560        1.0331167862
  14.8485178327        1.0312818370
  14.8975588094        1.0283656949
  14.9465997860        1.0247772732
  14.9956407627        1.0209054476
  15.0446817393        1.0170829462
  15.0937227160        1.0135643736
  15.1427636926        1.0105176410
  15.1918046693        1.0080260093
  15.2408456459        1.0060970018
  15.2898866226        1.0046746300
  15.3389275992        1.0036524331
  15.3879685759        1.0028863286
  15.4370095525        1.0022076697
  15.4860505292        1.0014377543
  15.5350915058        1.0004050466
  15.5841324825        0.9989655266
  15.6331734592        0.9970250925
  15.6822144358        0.9945612525
  15.7312554125        0.9916399627
  15.7802963891        0.9884229162
  15.8293373658        0.9851611736
  15.8783783424        0.9821728304
  15.9274193191        0.9798052101
  15.9764602957        0.9783853427
  16.0255012724        0.9781655678
  16.0745422490        0.9792732601
  16.1235832257        0.9816743169
  16.1726242023        0.9851588409
  16.2216651790        0.9893544163
  16.2707061557        0.9937679209
  16.3197471323        0.9978516894
  16.3687881090        1.0010849763
  16.4178290856        1.0030580361
  16.4668700623        1.0035445451
  16.5159110389        1.0025489946
  16.5649520156        1.0003191024
  16.6139929922        0.9973187566
  16.6630339689        0.9941636251
  16.7120749455        0.9915282005
  16.7611159222        0.9900384766
  16.8101568988        0.9901676246
  16.8591978755        0.9921522857
  16.9082388521        0.9959442434
  16.9572798288        1.0012066973
  17.0063208055        1.0073570227
  17.0553617821        1.0136500340
  17.1044027588        1.0192887561
  17.1534437354        1.0235448250
  17.2024847121        1.0258687836
  17.2515256887        1.0259720989
  17.3005666654        1.0238674590
  17.3496076420        1.0198610131
  17.3986486187        1.0144984297
  17.4476895953        1.0084745325
  17.4967305720        1.0025223980
  17.5457715486        0.9973010910
  17.5948125253        0.9933010781
  17.6438535020        0.9907828437
  17.6928944786        0.9897579918
  17.7419354553        0.9900143066
  17.7909764319        0.9911782971
  17.8400174086        0.9928021231
  17.8890583852        0.9944576990
  17.9380993619        0.9958199171
  17.9871403385        0.9967234594
  18.0361813152        0.9971830636
  18.0852222918        0.9973743414
  18.1342632685        0.9975799390
  18.1833042451        0.9981125392
  18.2323452218        0.9992306551
  18.2813861985        1.0010645499
  18.3304271751        1.0035676577
  18.3794681518        1.0065039834
  18.4285091284        1.0094750272
  18.4775501051        1.0119821452
  18.5265910817        1.0135133433
  18.5756320584        1.0136386239
  18.6246730350        1.0120960783
  18.6737140117        1.0088523127
  18.7227549883        1.0041252678
  18.7717959650        0.9983642135
  18.8208369416        0.9921894349
  18.8698779183        0.9863014504
  18.9189188949        0.9813751692
  18.9679598716        0.9779571854
  19.0170008483        0.9763839107
  19.0660418249        0.9767345736
  19.1150828016        0.9788269284
  19.1641237782        0.9822559613
  19.2131647549        0.9864683333
  19.2622057315        0.9908591038
  19.3112467082        0.9948735622
  19.3602876848        0.9980963717
