# Faber-Ziman Sij(q)             [Ge,Ge]                   
        0.4436369181           0.1507006379   
        0.4927496443           0.0836470301   
        0.5418623704           0.0371152153   
        0.5909750966           0.0117484170   
        0.6400878227           0.0060718903   
        0.6892005489           0.0167313116   
        0.7383132751           0.0389706657   
        0.7874260012           0.0672963599   
        0.8365387274           0.0962408461   
        0.8856514536           0.1211169507   
        0.9347641797           0.1386487099   
        0.9838769059           0.1473783467   
        1.0329896321           0.1477811874   
        1.0821023582           0.1420663021   
        1.1312150844           0.1336929917   
        1.1803278105           0.1266828228   
        1.2294405367           0.1248445522   
        1.2785532629           0.1310476039   
        1.3276659890           0.1466745974   
        1.3767787152           0.1713547944   
        1.4258914414           0.2030325884   
        1.4750041675           0.2383663283   
        1.5241168937           0.2733931314   
        1.5732296199           0.3043456343   
        1.6223423460           0.3284760129   
        1.6714550722           0.3447369741   
        1.7205677983           0.3541902633   
        1.7696805245           0.3600572943   
        1.8187932507           0.3673863457   
        1.8679059768           0.3823760593   
        1.9170187030           0.4114543941   
        1.9661314292           0.4602554062   
        2.0152441553           0.5326557718   
        2.0643568815           0.6300255573   
        2.1134696077           0.7508147496   
        2.1625823338           0.8905443063   
        2.2116950600           1.0422070415   
        2.2608077861           1.1970202713   
        2.3099205123           1.3454192579   
        2.3590332385           1.4781464968   
        2.4081459646           1.5872817160   
        2.4572586908           1.6670718540   
        2.5063714170           1.7144558722   
        2.5554841431           1.7292292904   
        2.6045968693           1.7138490160   
        2.6537095955           1.6729311330   
        2.7028223216           1.6125347515   
        2.7519350478           1.5393481631   
        2.8010477740           1.4598970450   
        2.8501605001           1.3798793371   
        2.8992732263           1.3037017282   
        2.9483859524           1.2342545160   
        2.9974986786           1.1729219148   
        3.0466114048           1.1197902063   
        3.0957241309           1.0739915517   
        3.1448368571           1.0341096460   
        3.1939495833           0.9985750893   
        3.2430623094           0.9659914674   
        3.2921750356           0.9353540335   
        3.3412877618           0.9061470454   
        3.3904004879           0.8783286756   
        3.4395132141           0.8522302190   
        3.4886259402           0.8284066446   
        3.5377386664           0.8074775907   
        3.5868513926           0.7899924444   
        3.6359641187           0.7763422093   
        3.6850768449           0.7667272007   
        3.7341895711           0.7611761475   
        3.7833022972           0.7596015556   
        3.8324150234           0.7618699601   
        3.8815277496           0.7678646836   
        3.9306404757           0.7775226184   
        3.9797532019           0.7908341648   
        4.0288659280           0.8078050003   
        4.0779786542           0.8283878237   
        4.1270913804           0.8523997529   
        4.1762041065           0.8794452475   
        4.2253168327           0.9088645476   
        4.2744295589           0.9397236807   
        4.3235422850           0.9708548258   
        4.3726550112           1.0009465519   
        4.4217677374           1.0286738067   
        4.4708804635           1.0528492526   
        4.5199931897           1.0725721347   
        4.5691059158           1.0873493842   
        4.6182186420           1.0971665347   
        4.6673313682           1.1024929678   
        4.7164440943           1.1042160294   
        4.7655568205           1.1035101115   
        4.8146695467           1.1016580109   
        4.8637822728           1.0998508140   
        4.9128949990           1.0989975889   
        4.9620077252           1.0995762026   
        5.0111204513           1.1015513538   
        5.0602331775           1.1043760044   
        5.1093459037           1.1070792656   
        5.1584586298           1.1084295093   
        5.2075713560           1.1071484389   
        5.2566840821           1.1021423610   
        5.3057968083           1.0927127507   
        5.3549095345           1.0787103530   
        5.4040222606           1.0606053777   
        5.4531349868           1.0394596238   
        5.5022477130           1.0168024590   
        5.5513604391           0.9944287606   
        5.6004731653           0.9741503702   
        5.6495858915           0.9575408971   
        5.6986986176           0.9457152704   
        5.7478113438           0.9391798959   
        5.7969240699           0.9377775033   
        5.8460367961           0.9407348003   
        5.8951495223           0.9468036861   
        5.9442622484           0.9544711047   
        5.9933749746           0.9622014182   
        6.0424877008           0.9686704411   
        6.0916004269           0.9729527729   
        6.1407131531           0.9746332584   
        6.1898258793           0.9738275199   
        6.2389386054           0.9711128758   
        6.2880513316           0.9673865577   
        6.3371640577           0.9636801241   
        6.3862767839           0.9609652542   
        6.4353895101           0.9599857199   
        6.4845022362           0.9611435984   
