#  q,  S(q) X-rays
   0.4440633323        0.1865257340
   0.4931752056        0.1210167998
   0.5422870789        0.0643687340
   0.5913989523        0.0197094709
   0.6405108256       -0.0107492584
   0.6896226989       -0.0259867634
   0.7387345723       -0.0263153202
   0.7878464456       -0.0133563088
   0.8369583189        0.0101567706
   0.8860701923        0.0407273265
   0.9351820656        0.0745494658
   0.9842939390        0.1080001195
   1.0334058123        0.1380947731
   1.0825176856        0.1628364885
   1.1316295590        0.1814047049
   1.1807414323        0.1941568332
   1.2298533056        0.2024474115
   1.2789651790        0.2083009684
   1.3280770523        0.2140000591
   1.3771889256        0.2216644644
   1.4263007990        0.2328984101
   1.4754126723        0.2485694538
   1.5245245456        0.2687575606
   1.5736364190        0.2928802829
   1.6227482923        0.3199657820
   1.6718601656        0.3490160419
   1.7209720390        0.3793836300
   1.7700839123        0.4110805738
   1.8191957857        0.4449485983
   1.8683076590        0.4826445075
   1.9174195323        0.5264286852
   1.9665314057        0.5787824146
   2.0156432790        0.6419140578
   2.0647551523        0.7172386398
   2.1138670257        0.8049252423
   2.1629788990        0.9035996377
   2.2120907723        1.0102665822
   2.2612026457        1.1204809171
   2.3103145190        1.2287551357
   2.3594263923        1.3291506192
   2.4085382657        1.4159674974
   2.4576501390        1.4844298128
   2.5067620124        1.5312616689
   2.5558738857        1.5550665855
   2.6049857590        1.5564535105
   2.6540976324        1.5378934191
   2.7032095057        1.5033331367
   2.7523213790        1.4576306179
   2.8014332524        1.4059020704
   2.8505451257        1.3528818211
   2.8996569990        1.3023893370
   2.9487688724        1.2569759912
   2.9978807457        1.2177913353
   3.0469926190        1.1846708926
   3.0961044924        1.1564115819
   3.1452163657        1.1311729260
   3.1943282390        1.1069266256
   3.2434401124        1.0818758629
   3.2925519857        1.0547781304
   3.3416638591        1.0251283128
   3.3907757324        0.9931873175
   3.4398876057        0.9598701514
   3.4889994791        0.9265307568
   3.5381113524        0.8946952565
   3.5872232257        0.8657986137
   3.6363350991        0.8409724342
   3.6854469724        0.8209160798
   3.7345588457        0.8058632216
   3.7836707191        0.7956358012
   3.8327825924        0.7897611334
   3.8818944657        0.7876184822
   3.9310063391        0.7885801481
   3.9801182124        0.7921183822
   4.0292300858        0.7978612194
   4.0783419591        0.8055944806
   4.1274538324        0.8152203519
   4.1765657058        0.8266921876
   4.2256775791        0.8399486649
   4.2747894524        0.8548677456
   4.3239013258        0.8712531246
   4.3730131991        0.8888551798
   4.4221250724        0.9074176816
   4.4712369458        0.9267334288
   4.5203488191        0.9466885840
   4.5694606924        0.9672776743
   4.6185725658        0.9885785155
   4.6676844391        1.0106869851
   4.7167963124        1.0336230598
   4.7659081858        1.0572289961
   4.8150200591        1.0810855599
   4.8641319325        1.1044713034
   4.9132438058        1.1263828962
   4.9623556791        1.1456226473
   5.0114675525        1.1609449992
   5.0605794258        1.1712399550
   5.1096912991        1.1757211922
   5.1588031725        1.1740824426
   5.2079150458        1.1665888181
   5.2570269191        1.1540799215
   5.3061387925        1.1378770705
   5.3552506658        1.1196049255
   5.4043625391        1.1009547387
   5.4534744125        1.0834289345
   5.5025862858        1.0681121447
   5.5516981592        1.0555108368
   5.6008100325        1.0454925771
   5.6499219058        1.0373386459
   5.6990337792        1.0299032884
   5.7481456525        1.0218531559
   5.7972575258        1.0119451810
   5.8463693992        0.9992932210
   5.8954812725        0.9835748785
   5.9445931458        0.9651399217
   5.9937050192        0.9449989202
   6.0428168925        0.9246919999
   6.0919287658        0.9060591165
   6.1410406392        0.8909510194
   6.1901525125        0.8809308621
   6.2392643858        0.8770182428
   6.2883762592        0.8795199984
   6.3374881325        0.8879767098
   6.3866000059        0.9012334235
   6.4357118792        0.9176212940
   6.4848237525        0.9352176579
   6.5339356259        0.9521388968
   6.5830474992        0.9668156530
   6.6321593725        0.9782042591
   6.6812712459        0.9859007148
   6.7303831192        0.9901417811
   6.7794949925        0.9916983214
   6.8286068659        0.9916851028
   6.8777187392        0.9913253973
   6.9268306125        0.9917153964
   6.9759424859        0.9936315955
   7.0250543592        0.9974144584
   7.0741662326        1.0029458553
   7.1232781059        1.0097190944
   7.1723899792        1.0169824515
   7.2215018526        1.0239233557
   7.2706137259        1.0298533861
   7.3197255992        1.0343552356
   7.3688374726        1.0373615049
   7.4179493459        1.0391498152
   7.4670612192        1.0402563475
   7.5161730926        1.0413270342
   7.5652849659        1.0429388434
   7.6143968392        1.0454302626
   7.6635087126        1.0487788522
   7.7126205859        1.0525547642
   7.7617324592        1.0559641228
   7.8108443326        1.0579780309
   7.8599562059        1.0575252599
   7.9090680793        1.0537129152
   7.9581799526        1.0460323327
   8.0072918259        1.0345086758
   8.0564036993        1.0197620918
   8.1055155726        1.0029641824
   8.1546274459        0.9856929787
   8.2037393193        0.9697088916
   8.2528511926        0.9566895038
   8.3019630659        0.9479695612
   8.3510749393        0.9443323746
   8.4001868126        0.9458899935
   8.4492986859        0.9520735582
   8.4984105593        0.9617351868
   8.5475224326        0.9733424150
   8.5966343060        0.9852294852
   8.6457461793        0.9958598753
   8.6948580526        1.0040532721
   8.7439699260        1.0091379085
   8.7930817993        1.0110042465
   8.8421936726        1.0100554034
   8.8913055460        1.0070696212
   8.9404174193        1.0030065353
   8.9895292926        0.9987987683
   9.0386411660        0.9951715800
   9.0877530393        0.9925258013
   9.1368649126        0.9909047118
   9.1859767860        0.9900469610
   9.2350886593        0.9895089816
   9.2842005326        0.9888255096
   9.3333124060        0.9876689302
   9.3824242793        0.9859688822
   9.4315361527        0.9839627334
   9.4806480260        0.9821632650
   9.5297598993        0.9812488207
   9.5788717727        0.9818992416
   9.6279836460        0.9846141751
   9.6770955193        0.9895558530
   9.7262073927        0.9964547929
   9.7753192660        1.0046046621
   9.8244311393        1.0129541217
   9.8735430127        1.0202826254
   9.9226548860        1.0254282503
   9.9717667593        1.0275227637
  10.0208786327        1.0261852004
  10.0699905060        1.0216313583
  10.1191023794        1.0146718690
  10.1682142527        1.0065929961
  10.2173261260        0.9989378177
  10.2664379994        0.9932262165
  10.3155498727        0.9906658141
  10.3646617460        0.9919096859
  10.4137736194        0.9969093915
  10.4628854927        1.0048947523
  10.5119973660        1.0144881311
  10.5611092394        1.0239352798
  10.6102211127        1.0314121742
  10.6593329860        1.0353521356
  10.7084448594        1.0347329817
  10.7575567327        1.0292709177
  10.8066686060        1.0194850514
  10.8557804794        1.0066204735
  10.9048923527        0.9924441009
  10.9540042261        0.9789508586
  11.0031160994        0.9680337877
  11.0522279727        0.9611773327
  11.1013398461        0.9592274623
  11.1504517194        0.9622767292
  11.1995635927        0.9696801206
  11.2486754661        0.9801930708
  11.2977873394        0.9922011115
  11.3468992127        1.0039954767
  11.3960110861        1.0140432296
  11.4451229594        1.0212048538
  11.4942348327        1.0248653991
  11.5433467061        1.0249641275
  11.5924585794        1.0219280949
  11.6415704528        1.0165329847
  11.6906823261        1.0097263016
  11.7397941994        1.0024516896
