#  q,  S(q) neutrons
   0.4632934160        0.1353681813
   0.5123668291        0.0551369668
   0.5614402423       -0.0068949627
   0.6105136555       -0.0484039233
   0.6595870686       -0.0690928636
   0.7086604818       -0.0707559645
   0.7577338950       -0.0570564027
   0.8068073081       -0.0330279828
   0.8558807213       -0.0043615838
   0.9049541345        0.0234196285
   0.9540275476        0.0457654611
   1.0031009608        0.0597493367
   1.0521743740        0.0644496527
   1.1012477871        0.0609899354
   1.1503212003        0.0522240931
   1.1993946135        0.0421166199
   1.2484680266        0.0349248525
   1.2975414398        0.0343303575
   1.3466148530        0.0426810667
   1.3956882661        0.0604911064
   1.4447616793        0.0863029454
   1.4938350925        0.1169531962
   1.5429085057        0.1482099766
   1.5919819188        0.1756791788
   1.6410553320        0.1958222325
   1.6901287452        0.2068994286
   1.7392021583        0.2096566059
   1.7882755715        0.2076093995
   1.8373489847        0.2068428814
   1.8864223978        0.2153249413
   1.9354958110        0.2418155783
   1.9845692242        0.2945270164
   2.0336426373        0.3797384666
   2.0827160505        0.5005856325
   2.1317894637        0.6562253604
   2.1808628768        0.8415229141
   2.2299362900        1.0473315912
   2.2790097032        1.2613443681
   2.3280831163        1.4694095674
   2.3771565295        1.6571313607
   2.4262299427        1.8115325932
   2.4753033558        1.9225485855
   2.5243767690        1.9841471792
   2.5734501822        1.9949274949
   2.6225235954        1.9581280274
   2.6715970085        1.8810610483
   2.7206704217        1.7740711721
   2.7697438349        1.6491790933
   2.8188172480        1.5186079553
   2.8678906612        1.3933952752
   2.9169640744        1.2822686327
   2.9660374875        1.1909140057
   3.0151109007        1.1217007982
   3.0641843139        1.0738582499
   3.1132577270        1.0440349497
   3.1623311402        1.0271257221
   3.2114045534        1.0172241199
   3.2604779665        1.0085561787
   3.3095513797        0.9962700820
   3.3586247929        0.9769918190
   3.4076982060        0.9491015349
   3.4567716192        0.9127311374
   3.5058450324        0.8695235594
   3.5549184455        0.8222224570
   3.6039918587        0.7741751372
   3.6530652719        0.7288309822
   3.7021386850        0.6893048057
   3.7512120982        0.6580533798
   3.8002855114        0.6366885826
   3.8493589246        0.6259268027
   3.8984323377        0.6256550851
   3.9475057509        0.6350821999
   3.9965791641        0.6529379529
   4.0456525772        0.6776857977
   4.0947259904        0.7077202685
   4.1437994036        0.7415296269
   4.1928728167        0.7778131974
   4.2419462299        0.8155505039
   4.2910196431        0.8540246659
   4.3400930562        0.8928055447
   4.3891664694        0.9316994274
   4.4382398826        0.9706725372
   4.4873132957        1.0097561949
   4.5363867089        1.0489425904
   4.5854601221        1.0880818277
   4.6345335352        1.1267927141
   4.6836069484        1.1644008016
   4.7326803616        1.1999165412
   4.7817537747        1.2320633757
   4.8308271879        1.2593599958
   4.8799006011        1.2802532756
   4.9289740143        1.2932896859
   4.9780474274        1.2973048403
   5.0271208406        1.2916049497
   5.0761942538        1.2761118513
   5.1252676669        1.2514458265
   5.1743410801        1.2189276939
   5.2234144933        1.1804927867
   5.2724879064        1.1385227114
   5.3215613196        1.0956139949
   5.3706347328        1.0543135106
   5.4197081459        1.0168568862
   5.4687815591        0.9849466438
   5.5178549723        0.9596013276
   5.5669283854        0.9410961408
   5.6160017986        0.9290014334
   5.6650752118        0.9223101867
   5.7141486249        0.9196320648
   5.7632220381        0.9194219931
   5.8122954513        0.9202072000
   5.8613688644        0.9207788014
   5.9104422776        0.9203217941
   5.9595156908        0.9184691869
   6.0085891039        0.9152796935
   6.0576625171        0.9111513953
   6.1067359303        0.9066937494
   6.1558093435        0.9025855785
   6.2048827566        0.8994465117
   6.2539561698        0.8977440487
   6.3030295830        0.8977492837
   6.3521029961        0.8995432965
   6.4011764093        0.9030655419
   6.4502498225        0.9081873296
   6.4993232356        0.9147892085
   6.5483966488        0.9228214446
   6.5974700620        0.9323315614
   6.6465434751        0.9434509818
   6.6956168883        0.9563424399
   6.7446903015        0.9711190211
   6.7937637146        0.9877525925
   6.8428371278        1.0059926219
   6.8919105410        1.0253153412
   6.9409839541        1.0449181151
   6.9900573673        1.0637657115
   7.0391307805        1.0806855384
   7.0882041936        1.0944995988
   7.1372776068        1.1041736849
   7.1863510200        1.1089604746
   7.2354244332        1.1085133893
   7.2844978463        1.1029522481
   7.3335712595        1.0928691259
   7.3826446727        1.0792720806
   7.4317180858        1.0634739597
   7.4807914990        1.0469417477
   7.5298649122        1.0311275652
   7.5789383253        1.0173046858
   7.6280117385        1.0064305747
   7.6770851517        0.9990543749
   7.7261585648        0.9952793386
   7.7752319780        0.9947826076
   7.8243053912        0.9968867719
   7.8733788043        1.0006709251
   7.9224522175        1.0051043723
   7.9715256307        1.0091842076
   8.0205990438        1.0120587154
   8.0696724570        1.0131216580
   8.1187458702        1.0120673547
   8.1678192833        1.0089022760
   8.2168926965        1.0039148214
   8.2659661097        0.9976102842
   8.3150395228        0.9906220989
   8.3641129360        0.9836129195
   8.4131863492        0.9771796957
   8.4622597624        0.9717757029
   8.5113331755        0.9676596717
   8.5604065887        0.9648781060
   8.6094800019        0.9632820931
   8.6585534150        0.9625749623
   8.7076268282        0.9623826766
   8.7567002414        0.9623354331
   8.8057736545        0.9621471084
   8.8548470677        0.9616792543
   8.9039204809        0.9609784266
   8.9529938940        0.9602795430
   9.0020673072        0.9599732402
   9.0511407204        0.9605411074
   9.1002141335        0.9624683203
   9.1492875467        0.9661476191
   9.1983609599        0.9717909579
   9.2474343730        0.9793649074
   9.2965077862        0.9885628762
