#  q,  S(q) neutrons
   7.1872711670        1.1161575097
   7.2363420453        1.1155721464
   7.2854129236        1.1130048691
   7.3344838019        1.1085302544
   7.3835546803        1.1022147957
   7.4326255586        1.0941753902
   7.4816964369        1.0846302433
   7.5307673152        1.0739281636
   7.5798381936        1.0625469485
   7.6289090719        1.0510582055
   7.6779799502        1.0400631714
   7.7270508286        1.0301104698
   7.7761217069        1.0216110364
   7.8251925852        1.0147668272
   7.8742634635        1.0095281223
   7.9233343419        1.0055895838
   7.9724052202        1.0024285778
   8.0214760985        0.9993818241
   8.0705469769        0.9957495561
   8.1196178552        0.9909112661
   8.1686887335        0.9844346898
   8.2177596118        0.9761603464
   8.2668304902        0.9662475761
   8.3159013685        0.9551739583
   8.3649722468        0.9436872442
   8.4140431251        0.9327162742
   8.4631140035        0.9232535960
   8.5121848818        0.9162266719
   8.5612557601        0.9123760753
   8.6103266385        0.9121577683
   8.6593975168        0.9156827480
   8.7084683951        0.9227017141
   8.7575392734        0.9326358956
   8.8066101518        0.9446487680
   8.8556810301        0.9577480357
   8.9047519084        0.9709036430
   8.9538227868        0.9831661037
   9.0028936651        0.9937701616
   9.0519645434        1.0022114398
   9.1010354217        1.0082878054
   9.1501063001        1.0121020145
   9.1991771784        1.0140271326
   9.2482480567        1.0146406293
   9.2973189351        1.0146364472
   9.3463898134        1.0147264471
   9.3954606917        1.0155433136
   9.4445315700        1.0175563294
   9.4936024484        1.0210095630
   9.5426733267        1.0258892358
   9.5917442050        1.0319236556
   9.6408150833        1.0386154534
   9.6898859617        1.0453022800
   9.7389568400        1.0512389172
   9.7880277183        1.0556912505
   9.8370985967        1.0580309865
   9.8861694750        1.0578195941
   9.9352403533        1.0548708316
   9.9843112316        1.0492833912
  10.0333821100        1.0414385214
  10.0824529883        1.0319616716
  10.1315238666        1.0216517981
  10.1805947450        1.0113864069
  10.2296656233        1.0020140754
  10.2787365016        0.9942484927
  10.3278073799        0.9885785587
  10.3768782583        0.9852075317
  10.4259491366        0.9840306893
  10.4750200149        0.9846558315
  10.5240908933        0.9864648732
  10.5731617716        0.9887086086
  10.6222326499        0.9906214391
  10.6713035282        0.9915393247
  10.7203744066        0.9910031094
  10.7694452849        0.9888310066
  10.8185161632        0.9851482988
  10.8675870415        0.9803686535
  10.9166579199        0.9751289706
  10.9657287982        0.9701871719
  11.0147996765        0.9662986110
  11.0638705549        0.9640907212
  11.1129414332        0.9639563951
  11.1620123115        0.9659841204
  11.2110831898        0.9699373719
  11.2601540682        0.9752879702
  11.3092249465        0.9812992830
  11.3582958248        0.9871467072
  11.4073667032        0.9920562422
  11.4564375815        0.9954383322
  11.5055084598        0.9969942155
  11.5545793381        0.9967758926
  11.6036502165        0.9951879770
  11.6527210948        0.9929290378
  11.7017919731        0.9908800788
  11.7508628515        0.9899568747
  11.7999337298        0.9909494558
  11.8490046081        0.9943749437
  11.8980754864        1.0003685960
  11.9471463648        1.0086324490
  11.9962172431        1.0184521387
  12.0452881214        1.0287817169
  12.0943589997        1.0383852833
  12.1434298781        1.0460148150
  12.1925007564        1.0505972736
  12.2415716347        1.0514019720
  12.2906425131        1.0481616998
  12.3397133914        1.0411278891
  12.3887842697        1.0310501002
  12.4378551480        1.0190817470
  12.4869260264        1.0066254063
  12.5359969047        0.9951404382
  12.5850677830        0.9859414896
  12.6341386614        0.9800178317
  12.6832095397        0.9779001977
  12.7322804180        0.9795943826
  12.7813512963        0.9845905602
  12.8304221747        0.9919457161
  12.8794930530        1.0004256397
  12.9285639313        1.0086842715
  12.9776348097        1.0154531808
  13.0267056880        1.0197132537
  13.0757765663        1.0208242986
  13.1248474446        1.0185955145
  13.1739183230        1.0132893599
  13.2229892013        1.0055617040
  13.2720600796        0.9963505641
  13.3211309579        0.9867327891
  13.3702018363        0.9777717176
  13.4192727146        0.9703787124
  13.4683435929        0.9652077695
  13.5174144713        0.9625959241
  13.5664853496        0.9625541328
  13.6155562279        0.9648051195
  13.6646271062        0.9688576722
  13.7136979846        0.9741021443
  13.7627688629        0.9799100616
  13.8118397412        0.9857218628
  13.8609106196        0.9911104719
  13.9099814979        0.9958137869
  13.9590523762        0.9997351920
  14.0081232545        1.0029167608
  14.0571941329        1.0054939673
  14.1062650112        1.0076428540
  14.1553358895        1.0095305186
  14.2044067678        1.0112776998
  14.2534776462        1.0129387459
  14.3025485245        1.0145001385
  14.3516194028        1.0158948700
  14.4006902812        1.0170270755
  14.4497611595        1.0177998924
  14.4988320378        1.0181397192
  14.5479029161        1.0180116901
  14.5969737945        1.0174238061
  14.6460446728        1.0164201283
  14.6951155511        1.0150660694
  14.7441864295        1.0134305538
  14.7932573078        1.0115703103
  14.8423281861        1.0095207562
  14.8913990644        1.0072960612
  14.9404699428        1.0048985009
  14.9895408211        1.0023347068
  15.0386116994        0.9996344771
  15.0876825778        0.9968668809
  15.1367534561        0.9941486948
  15.1858243344        0.9916417040
  15.2348952127        0.9895377847
  15.2839660911        0.9880334311
  15.3330369694        0.9872979285
  15.3821078477        0.9874411187
  15.4311787260        0.9884872704
  15.4802496044        0.9903607869
  15.5293204827        0.9928874690
  15.5783913610        0.9958121951
  15.6274622394        0.9988307356
  15.6765331177        1.0016306193
  15.7256039960        1.0039340961
  15.7746748743        1.0055356840
  15.8237457527        1.0063276913
  15.8728166310        1.0063093016
  15.9218875093        1.0055778941
  15.9709583877        1.0043046234
  16.0200292660        1.0026992544
  16.0691001443        1.0009712338
  16.1181710226        0.9992945832
  16.1672419010        0.9977832958
  16.2163127793        0.9964816802
  16.2653836576        0.9953709721
  16.3144545360        0.9943901515
  16.3635254143        0.9934659470
  16.4125962926        0.9925450817
  16.4616671709        0.9916213155
  16.5107380493        0.9907508826
  16.5598089276        0.9900523091
  16.6088798059        0.9896898560
  16.6579506842        0.9898433077
  16.7070215626        0.9906698145
  16.7560924409        0.9922653886
  16.8051633192        0.9946340336
  16.8542341976        0.9976712763
  16.9033050759        1.0011662648
  16.9523759542        1.0048231153
  17.0014468325        1.0082984955
  17.0505177109        1.0112492681
  17.0995885892        1.0133820020
  17.1486594675        1.0144957010
  17.1977303459        1.0145102925
  17.2468012242        1.0134760415
  17.2958721025        1.0115625798
  17.3449429808        1.0090299828
  17.3940138592        1.0061875494
  17.4430847375        1.0033480063
  17.4921556158        1.0007853809
  17.5412264942        0.9987036783
  17.5902973725        0.9972210071
  17.6393682508        0.9963704618
  17.6884391291        0.9961155791
  17.7375100075        0.9963752837
  17.7865808858        0.9970515216
  17.8356517641        0.9980526115
  17.8847226424        0.9993067550
  17.9337935208        1.0007628208
  17.9828643991        1.0023788797
  18.0319352774        1.0041022691
  18.0810061558        1.0058474536
  18.1300770341        1.0074790420
  18.1791479124        1.0088066925
  18.2282187907        1.0095963550
  18.2772896691        1.0095987600
  18.3263605474        1.0085919712
  18.3754314257        1.0064310352
  18.4245023041        1.0030951194
  18.4735731824        0.9987216762
  18.5226440607        0.9936184385
  18.5717149390        0.9882473261
  18.6207858174        0.9831791344
  18.6698566957        0.9790233366
  18.7189275740        0.9763424403
  18.7679984523        0.9755640973
  18.8170693307        0.9769057495
  18.8661402090        0.9803255960
  18.9152110873        0.9855100969
  18.9642819657        0.9919026261
  19.0133528440        0.9987711450
  19.0624237223        1.0053060706
  19.1114946006        1.0107340346
  19.1605654790        1.0144300046
  19.2096363573        1.0160098918
  19.2587072356        1.0153884539
  19.3077781140        1.0127926175
  19.3568489923        1.0087274307
  19.4059198706        1.0038995199
  19.4549907489        0.9991098573
  19.5040616273        0.9951326665
  19.5531325056        0.9925995246
  19.6022033839        0.9919067994
  19.6512742623        0.9931606407
  19.7003451406        0.9961675215
  19.7494160189        1.0004708673
  19.7984868972        1.0054269019
  19.8475577756        1.0103067188
  19.8966286539        1.0144077640
  19.9456995322        1.0171569725
  19.9947704105        1.0181898067
  20.0438412889        1.0173939704
  20.0929121672        1.0149127552
  20.1419830455        1.0111097022
  20.1910539239        1.0065023806
  20.2401248022        1.0016775765
  20.2891956805        0.9972023779
  20.3382665588        0.9935453022
  20.3873374372        0.9910189306
  20.4364083155        0.9897511303
  20.4854791938        0.9896867053
  20.5345500722        0.9906162156
  20.5836209505        0.9922245950
  20.6326918288        0.9941497391
  20.6817627071        0.9960406976
  20.7308335855        0.9976064148
  20.7799044638        0.9986486943
  20.8289753421        0.9990765744
  20.8780462205        0.9989028505
  20.9271170988        0.9982263991
  20.9761879771        0.9972057592
  21.0252588554        0.9960299016
  21.0743297338        0.9948913444
  21.1234006121        0.9939650873
  21.1724714904        0.9933947391
  21.2215423687        0.9932852373
  21.2706132471        0.9937001703
  21.3196841254        0.9946611916
  21.3687550037        0.9961474078
  21.4178258821        0.9980937490
  21.4668967604        1.0003888069
  21.5159676387        1.0028740124
  21.5650385170        1.0053468607
  21.6141093954        1.0075708908
  21.6631802737        1.0092941723
  21.7122511520        1.0102762877
  21.7613220304        1.0103215874
  21.8103929087        1.0093143212
  21.8594637870        1.0072496709
  21.9085346653        1.0042541613
  21.9576055437        1.0005896952
  22.0066764220        0.9966375326
  22.0557473003        0.9928616477
  22.1048181787        0.9897545361
  22.1538890570        0.9877720386
  22.2029599353        0.9872664056
  22.2520308136        0.9884280832
  22.3011016920        0.9912461886
  22.3501725703        0.9954953562
  22.3992434486        1.0007528421
  22.4483143269        1.0064450958
  22.4973852053        1.0119182014
  22.5464560836        1.0165225101
  22.5955269619        1.0196991611
  22.6445978403        1.0210555190
  22.6936687186        1.0204180200
  22.7427395969        1.0178542981
  22.7918104752        1.0136612286
  22.8408813536        1.0083208716
  22.8899522319        1.0024313394
  22.9390231102        0.9966234756
  22.9880939886        0.9914762927
  23.0371648669        0.9874440171
  23.0862357452        0.9848053828
  23.1353066235        0.9836419029
  23.1843775019        0.9838469189
  23.2334483802        0.9851621532
  23.2825192585        0.9872341261
  23.3315901368        0.9896798884
  23.3806610152        0.9921505126
  23.4297318935        0.9943818043
  23.4788027718        0.9962244906
  23.5278736502        0.9976501764
  23.5769445285        0.9987338662
  23.6260154068        0.9996180346
  23.6750862851        1.0004663390
  23.7241571635        1.0014166006
  23.7732280418        1.0025423994
  23.8222989201        1.0038306504
  23.8713697985        1.0051792539
  23.9204406768        1.0064149753
  23.9695115551        1.0073278397
  24.0185824334        1.0077152220
  24.0676533118        1.0074270180
  24.1167241901        1.0064030958
  24.1657950684        1.0046956488
  24.2148659468        1.0024718182
  24.2639368251        0.9999955117
  24.3130077034        0.9975910741
  24.3620785817        0.9955947015
  24.4111494601        0.9943016761
  24.4602203384        0.9939182753
  24.5092912167        0.9945264597
  24.5583620950        0.9960673264
  24.6074329734        0.9983462145
  24.6565038517        1.0010588042
  24.7055747300        1.0038341598
  24.7546456084        1.0062879974
  24.8037164867        1.0080779166
  24.8527873650        1.0089521523
  24.9018582433        1.0087845682
  24.9509291217        1.0075908900
