#  q,  S(q) neutrons
   0.4645608360        0.1232759803
   0.5136317143        0.0543300476
   0.5627025927        0.0036676848
   0.6117734710       -0.0285413390
   0.6608443493       -0.0438476718
   0.7099152277       -0.0452426100
   0.7589861060       -0.0367071758
   0.8080569843       -0.0226430057
   0.8571278626       -0.0072590961
   0.9061987410        0.0059998742
   0.9552696193        0.0148987756
   1.0043404976        0.0186605459
   1.0534113760        0.0179750008
   1.1024822543        0.0147614397
   1.1515531326        0.0117188403
   1.2006240109        0.0117349495
   1.2496948893        0.0172536182
   1.2987657676        0.0297127447
   1.3478366459        0.0491597908
   1.3969075243        0.0741275860
   1.4459784026        0.1018128650
   1.4950492809        0.1285494653
   1.5441201592        0.1505153303
   1.5931910376        0.1645662777
   1.6422619159        0.1690582535
   1.6913327942        0.1645097887
   1.7404036725        0.1539707126
   1.7894745509        0.1430010066
   1.8385454292        0.1392201990
   1.8876163075        0.1514546994
   1.9366871859        0.1885775827
   1.9857580642        0.2581916658
   2.0348289425        0.3653425927
   2.0838998208        0.5114573041
   2.1329706992        0.6936820192
   2.1820415775        0.9047447436
   2.2311124558        1.1333968369
   2.2801833342        1.3654064712
   2.3292542125        1.5849960525
   2.3783250908        1.7765482291
   2.4273959691        1.9263615244
   2.4764668475        2.0242239782
   2.5255377258        2.0645938745
   2.5746086041        2.0472279886
   2.6236794825        1.9771724319
   2.6727503608        1.8641181418
   2.7218212391        1.7212095431
   2.7708921174        1.5634681780
   2.8199629958        1.4060425660
   2.8690338741        1.2625143070
   2.9181047524        1.1434763178
   2.9671756307        1.0555549114
   3.0162465091        1.0009804798
   3.0653173874        0.9777323151
   3.1143882657        0.9802036553
   3.1634591441        1.0002649989
   3.2125300224        1.0285565945
   3.2616009007        1.0558206892
   3.3106717790        1.0740921957
   3.3597426574        1.0776000966
   3.4088135357        1.0632845638
   3.4578844140        1.0308973136
   3.5069552924        0.9827150379
   3.5560261707        0.9229484245
   3.6050970490        0.8569649961
   3.6541679273        0.7904586198
   3.7032388057        0.7286915582
   3.7523096840        0.6759093169
   3.8013805623        0.6349899995
   3.8504514406        0.6073457833
   3.8995223190        0.5930521112
   3.9485931973        0.5911469347
   3.9976640756        0.6000224645
   4.0467349540        0.6178273772
   4.0958058323        0.6428074674
   4.1448767106        0.6735341061
   4.1939475889        0.7089976484
   4.2430184673        0.7485715458
   4.2920893456        0.7918771250
   4.3411602239        0.8385948242
   4.3902311023        0.8882730395
   4.4393019806        0.9401806188
   4.4883728589        0.9932354079
   4.5374437372        1.0460224666
   4.5865146156        1.0968957025
   4.6355854939        1.1441396746
   4.6846563722        1.1861572804
   4.7337272506        1.2216456913
   4.7827981289        1.2497273314
   4.8318690072        1.2700134856
   4.8809398855        1.2825927027
   4.9300107639        1.2879513718
   4.9790816422        1.2868466129
   5.0281525205        1.2801595268
   5.0772233988        1.2687585871
   5.1262942772        1.2533985303
   5.1753651555        1.2346707454
   5.2244360338        1.2130090574
   5.2735069122        1.1887425522
   5.3225777905        1.1621772513
   5.3716486688        1.1336829473
   5.4207195471        1.1037613338
   5.4697904255        1.0730765779
   5.5188613038        1.0424384755
   5.5679321821        1.0127393368
   5.6170030605        0.9848564178
   5.6660739388        0.9595398293
   5.7151448171        0.9373097471
   5.7642156954        0.9183856403
   5.8132865738        0.9026643663
   5.8623574521        0.8897545441
   5.9114283304        0.8790635087
   5.9604992088        0.8699225850
   6.0095700871        0.8617284867
   6.0586409654        0.8540749145
   6.1077118437        0.8468496284
   6.1567827221        0.8402781826
   6.2058536004        0.8349050124
   6.2549244787        0.8315138518
   6.3039953570        0.8310004151
   6.3530662354        0.8342188602
   6.4021371137        0.8418282059
   6.4512079920        0.8541647827
   6.5002788704        0.8711620540
   6.5493497487        0.8923306917
   6.5984206270        0.9168012403
   6.6474915053        0.9434210195
   6.6965623837        0.9708880270
   6.7456332620        0.9978990619
   6.7947041403        1.0232879851
   6.8437750187        1.0461330425
   6.8928458970        1.0658187788
   6.9419167753        1.0820469192
   6.9909876536        1.0947999520
   7.0400585320        1.1042692778
   7.0891294103        1.1107652254
   7.1382002886        1.1146280980
