#  q,  S(q) X-rays
   0.4578813542        0.1636505066
   0.5069655915        0.0868481279
   0.5560498288        0.0244425344
   0.6051340661       -0.0215802344
   0.6542183034       -0.0506048581
   0.7033025407       -0.0634169465
   0.7523867780       -0.0620874010
   0.8014710153       -0.0497141908
   0.8505552526       -0.0300449845
   0.8996394899       -0.0070229209
   0.9487237271        0.0156880257
   0.9978079644        0.0351349781
   1.0468922017        0.0494049770
   1.0959764390        0.0578027042
   1.1450606763        0.0608500132
   1.1941449136        0.0601067143
   1.2432291509        0.0578402373
   1.2923133882        0.0565970263
   1.3413976255        0.0587463607
   1.3904818628        0.0660742762
   1.4395661001        0.0794995020
   1.4886503374        0.0989650070
   1.5377345746        0.1235302110
   1.5868188119        0.1516543930
   1.6359030492        0.1816268601
   1.6849872865        0.2120700068
   1.7340715238        0.2424228982
   1.7831557611        0.2733093511
   1.8322399984        0.3067072669
   1.8813242357        0.3458641137
   1.9304084730        0.3949431932
   1.9794927103        0.4584307331
   2.0285769476        0.5403776301
   2.0776611849        0.6435844291
   2.1267454221        0.7688574852
   2.1758296594        0.9144640644
   2.2249138967        1.0758932262
   2.2739981340        1.2459898711
   2.3230823713        1.4154766470
   2.3721666086        1.5738202118
   2.4212508459        1.7103436135
   2.4703350832        1.8154440778
   2.5194193205        1.8817524695
   2.5685035578        1.9050714856
   2.6175877951        1.8849549662
   2.6666720324        1.8248374552
   2.7157562696        1.7316847173
   2.7648405069        1.6152032641
   2.8139247442        1.4867098986
   2.8630089815        1.3578112223
   2.9120932188        1.2390703911
   2.9611774561        1.1388398488
   3.0102616934        1.0624140418
   3.0593459307        1.0116089701
   3.1084301680        0.9848131337
   3.1575144053        0.9774865288
   3.2065986426        0.9830212126
   3.2556828798        0.9938280707
   3.3047671171        1.0024869289
   3.3538513544        1.0027947084
   3.4029355917        0.9905686129
   3.4520198290        0.9641041456
   3.5011040663        0.9242437961
   3.5501883036        0.8740723346
   3.5992725409        0.8183093288
   3.6483567782        0.7625104531
   3.6974410155        0.7122106550
   3.7465252528        0.6721418524
   3.7956094901        0.6456368040
   3.8446937273        0.6342936209
   3.8937779646        0.6379289846
   3.9428622019        0.6548005449
   3.9919464392        0.6820380141
   4.0410306765        0.7161943941
   4.0901149138        0.7538173390
   4.1391991511        0.7919465849
   4.1882833884        0.8284644312
   4.2373676257        0.8622577701
   4.2864518630        0.8931859716
   4.3355361003        0.9218825755
   4.3846203376        0.9494445707
   4.4337045748        0.9770771618
   4.4827888121        1.0057628155
   4.5318730494        1.0360119571
   4.5809572867        1.0677320463
   4.6300415240        1.1002264053
   4.6791257613        1.1323091601
   4.7282099986        1.1625025865
   4.7772942359        1.1892713630
   4.8263784732        1.2112462512
   4.8754627105        1.2273970893
   4.9245469478        1.2371294645
   4.9736311851        1.2402975789
   5.0227154223        1.2371436914
   5.0717996596        1.2281885012
   5.1208838969        1.2141043402
   5.1699681342        1.1956029535
   5.2190523715        1.1733624968
   5.2681366088        1.1480061370
   5.3172208461        1.1201302667
   5.3663050834        1.0903671155
   5.4153893207        1.0594573966
   5.4644735580        1.0283055209
   5.5135577953        0.9979934860
   5.5626420326        0.9697389582
   5.6117262698        0.9447962569
   5.6608105071        0.9243130312
   5.7098947444        0.9091673222
   5.7589789817        0.8998167863
   5.8080632190        0.8961924793
   5.8571474563        0.8976634177
   5.9062316936        0.9030862318
   5.9553159309        0.9109388258
   6.0044001682        0.9195210646
   6.0534844055        0.9271922251
   6.1025686428        0.9326069403
   6.1516528801        0.9349102660
   6.2007371173        0.9338586469
   6.2498213546        0.9298458721
   6.2989055919        0.9238293433
   6.3479898292        0.9171691316
   6.3970740665        0.9114071982
   6.4461583038        0.9080240591
   6.4952425411        0.9082133256
   6.5443267784        0.9127104320
   6.5934110157        0.9217013695
   6.6424952530        0.9348224200
   6.6915794903        0.9512455601
   6.7406637275        0.9698294508
   6.7897479648        0.9893054125
   6.8388322021        1.0084633609
   6.8879164394        1.0263049502
   6.9370006767        1.0421394826
   6.9860849140        1.0556106853
   7.0351691513        1.0666566668
   7.0842533886        1.0754184153
   7.1333376259        1.0821215955
   7.1824218632        1.0869603910
   7.2315061005        1.0900101272
   7.2805903378        1.0911879566
   7.3296745750        1.0902696641
   7.3787588123        1.0869580040
   7.4278430496        1.0809865256
   7.4769272869        1.0722348864
   7.5260115242        1.0608287832
   7.5750957615        1.0472003684
   7.6241799988        1.0320927757
   7.6732642361        1.0165035500
   7.7223484734        1.0015740924
   7.7714327107        0.9884432224
   7.8205169480        0.9780904264
   7.8696011853        0.9711968381
   7.9186854225        0.9680490204
   7.9677696598        0.9685027893
   8.0168538971        0.9720132404
   8.0659381344        0.9777249701
   8.1150223717        0.9846056523
   8.1641066090        0.9915986956
   8.2131908463        0.9977680867
   8.2622750836        1.0024111191
   8.3113593209        1.0051218965
   8.3604435582        1.0057987500
   8.4095277955        1.0045998944
   8.4586120328        1.0018615007
   8.5076962700        0.9979989103
   8.5567805073        0.9934137017
   8.6058647446        0.9884264396
   8.6549489819        0.9832478928
   8.7040332192        0.9779918718
   8.7531174565        0.9727227109
   8.8022016938        0.9675220013
   8.8512859311        0.9625543249
   8.9003701684        0.9581115216
   8.9494544057        0.9546195909
   8.9985386430        0.9526007590
   9.0476228803        0.9525938084
   9.0967071175        0.9550462225
   9.1457913548        0.9601997591
   9.1948755921        0.9679948784
   9.2439598294        0.9780179866
   9.2930440667        0.9895087369
   9.3421283040        1.0014337644
   9.3912125413        1.0126202379
   9.4402967786        1.0219299933
   9.4893810159        1.0284453550
   9.5384652532        1.0316331026
   9.5875494905        1.0314546164
   9.6366337277        1.0283980212
   9.6857179650        1.0234209873
   9.7348022023        1.0178085174
   9.7838864396        1.0129657468
   9.8329706769        1.0101785692
   9.8820549142        1.0103823042
   9.9311391515        1.0139790761
   9.9802233888        1.0207377693
  10.0293076261        1.0297973536
  10.0783918634        1.0397772116
  10.1274761007        1.0489797967
  10.1765603380        1.0556547346
  10.2256445752        1.0582822359
  10.2747288125        1.0558294811
  10.3238130498        1.0479372816
  10.3728972871        1.0350052692
  10.4219815244        1.0181602804
  10.4710657617        0.9991116677
  10.5201499990        0.9799157486
  10.5692342363        0.9626863191
  10.6183184736        0.9492966645
  10.6674027109        0.9411194042
  10.7164869482        0.9388437665
  10.7655711855        0.9423967831
  10.8146554227        0.9509777428
  10.8637396600        0.9631970437
  10.9128238973        0.9772944014
  10.9619081346        0.9913998520
  11.0109923719        1.0037958893
  11.0600766092        1.0131409856
  11.1091608465        1.0186230354
  11.1582450838        1.0200242250
  11.2073293211        1.0176940592
  11.2564135584        1.0124420638
  11.3054977957        1.0053735758
  11.3545820330        0.9976991988
  11.4036662702        0.9905500471
  11.4527505075        0.9848269758
  11.5018347448        0.9811036832
  11.5509189821        0.9795926704
  11.6000032194        0.9801716594
  11.6490874567        0.9824582428
  11.6981716940        0.9859138573
  11.7472559313        0.9899555331
  11.7963401686        0.9940553372
  11.8454244059        0.9978123243
  11.8945086432        1.0009888628
  11.9435928805        1.0035108691
  11.9926771177        1.0054382429
  12.0417613550        1.0069164604
  12.0908455923        1.0081221803
  12.1399298296        1.0092148080
  12.1890140669        1.0103027576
  12.2380983042        1.0114285957
  12.2871825415        1.0125724519
  12.3362667788        1.0136691137
  12.3853510161        1.0146318484
  12.4344352534        1.0153755777
  12.4835194907        1.0158334410
  12.5326037279        1.0159635177
  12.5816879652        1.0157457319
  12.6307722025        1.0151718994
  12.6798564398        1.0142337695
  12.7289406771        1.0129143362
  12.7780249144        1.0111865890
  12.8271091517        1.0090215726
  12.8761933890        1.0064047293
  12.9252776263        1.0033567660
  12.9743618636        0.9999534172
  13.0234461009        0.9963379765
  13.0725303382        0.9927215112
  13.1216145754        0.9893680821
  13.1706988127        0.9865655398
  13.2197830500        0.9845858540
  13.2688672873        0.9836416713
  13.3179515246        0.9838472531
  13.3670357619        0.9851917312
  13.4161199992        0.9875307228
  13.4652042365        0.9905991021
  13.5142884738        0.9940437805
  13.5633727111        0.9974714963
  13.6124569484        1.0005036621
  13.6615411857        1.0028288686
  13.7106254229        1.0042440222
  13.7597096602        1.0046772264
  13.8087938975        1.0041889802
  13.8578781348        1.0029523591
  13.9069623721        1.0012167408
  13.9560466094        0.9992625454
  14.0051308467        0.9973558207
  14.0542150840        0.9957110462
  14.1032993213        0.9944684084
  14.1523835586        0.9936884682
  14.2014677959        0.9933633349
  14.2505520332        0.9934399875
  14.2996362704        0.9938489734
  14.3487205077        0.9945308757
  14.3978047450        0.9954538212
  14.4468889823        0.9966177071
  14.4959732196        0.9980442024
  14.5450574569        0.9997551971
  14.5941416942        1.0017454139
  14.6432259315        1.0039566858
  14.6923101688        1.0062615083
  14.7413944061        1.0084618318
  14.7904786434        1.0103059710
  14.8395628807        1.0115225857
  14.8886471179        1.0118667433
  14.9377313552        1.0111699368
  14.9868155925        1.0093842897
  15.0358998298        1.0066114343
  15.0849840671        1.0031087265
  15.1340683044        0.9992692107
  15.1831525417        0.9955763935
  15.2322367790        0.9925395699
  15.2813210163        0.9906192838
  15.3304052536        0.9901547542
  15.3794894909        0.9913053199
  15.4285737282        0.9940160612
  15.4776579654        0.9980140630
  15.5267422027        1.0028369307
  15.5758264400        1.0078899940
  15.6249106773        1.0125240303
  15.6739949146        1.0161220905
  15.7230791519        1.0181826375
  15.7721633892        1.0183869039
  15.8212476265        1.0166409687
  15.8703318638        1.0130870547
  15.9194161011        1.0080832517
  15.9685003384        1.0021554910
  16.0175845756        0.9959294018
  16.0666688129        0.9900521189
  16.1157530502        0.9851149004
  16.1648372875        0.9815865624
  16.2139215248        0.9797655050
  16.2630057621        0.9797549779
  16.3120899994        0.9814627627
  16.3611742367        0.9846231934
  16.4102584740        0.9888368590
  16.4593427113        0.9936216939
  16.5084269486        0.9984685814
  16.5575111859        1.0028949668
  16.6065954231        1.0064910856
  16.6556796604        1.0089549682
  16.7047638977        1.0101140783
  16.7538481350        1.0099330400
  16.8029323723        1.0085082308
