# Faber-Ziman Sij(q)             [Ge,Ge]                   
       21.3209237840           1.0001267064   
       21.3699781335           1.0009651165   
       21.4190324831           1.0018357817   
       21.4680868326           1.0027846756   
       21.5171411822           1.0038496582   
       21.5661955317           1.0050369198   
       21.6152498813           1.0063018789   
       21.6643042308           1.0075394754   
       21.7133585804           1.0085872719   
       21.7624129299           1.0092424699   
       21.8114672795           1.0092912678   
       21.8605216290           1.0085464092   
       21.9095759786           1.0068867912   
       21.9586303281           1.0042920184   
       22.0076846777           1.0008650350   
       22.0567390272           0.9968374751   
       22.1057933767           0.9925549344   
       22.1548477263           0.9884425865   
       22.2039020758           0.9849549184   
       22.2529564254           0.9825162633   
       22.3020107749           0.9814607493   
       22.3510651245           0.9819808891   
       22.4001194740           0.9840931534   
       22.4491738236           0.9876265961   
       22.4982281731           0.9922372634   
       22.5472825227           0.9974472356   
       22.5963368722           1.0027033465   
       22.6453912218           1.0074475082   
       22.6944455713           1.0111886609   
       22.7434999209           1.0135659835   
       22.7925542704           1.0143942152   
       22.8416086199           1.0136845743   
       22.8906629695           1.0116383961   
       22.9397173190           1.0086146784   
       22.9887716686           1.0050765812   
       23.0378260181           1.0015249713   
       23.0868803677           0.9984288757   
       23.1359347172           0.9961629447   
       23.1849890668           0.9949607327   
       23.2340434163           0.9948900012   
       23.2830977659           0.9958527857   
       23.3321521154           0.9976091957   
       23.3812064650           0.9998204346   
       23.4302608145           1.0021038518   
       23.4793151641           1.0040913660   
       23.5283695136           1.0054824898   
       23.5774238631           1.0060844161   
       23.6264782127           1.0058339290   
       23.6755325622           1.0047988873   
       23.7245869118           1.0031601946   
       23.7736412613           1.0011780321   
       23.8226956109           0.9991482640   
       23.8717499604           0.9973560523   
       23.9208043100           0.9960337291   
       23.9698586595           0.9953289273   
       24.0189130091           0.9952871087   
       24.0679673586           0.9958502575   
       24.1170217082           0.9968710374   
       24.1660760577           0.9981394958   
       24.2151304073           0.9994177518   
       24.2641847568           1.0004772179   
       24.3132391063           1.0011328591   
       24.3622934559           1.0012697154   
       24.4113478054           1.0008582644   
       24.4604021550           0.9999569261   
       24.5094565045           0.9987018700   
       24.5585108541           0.9972859996   
       24.6075652036           0.9959303622   
       24.6566195532           0.9948521057   
       24.7056739027           0.9942334050   
       24.7547282523           0.9941955122   
       24.8037826018           0.9947813123   
       24.8528369514           0.9959486033   
       24.9018913009           0.9975749251   
       24.9509456505           0.9994732908   
