#  q,  S(q) X-rays
   4.3874693980        0.8626770646
   4.4365468518        0.9020686996
   4.4856243056        0.9420459286
   4.5347017595        0.9820933705
   4.5837792133        1.0218226585
   4.6328566671        1.0609225919
   4.6819341209        1.0990875638
   4.7310115747        1.1359377643
   4.7800890285        1.1709481512
   4.8291664823        1.2034033286
   4.8782439362        1.2323919794
   4.9273213900        1.2568478726
   4.9763988438        1.2756359179
   5.0254762976        1.2876729233
   5.0745537514        1.2920654006
   5.1236312052        1.2882424634
   5.1727086590        1.2760615131
   5.2217861129        1.2558681599
   5.2708635667        1.2284990328
   5.3199410205        1.1952254480
   5.3690184743        1.1576455954
   5.4180959281        1.1175411367
   5.4671733819        1.0767193943
   5.5162508357        1.0368637173
   5.5653282896        0.9994120031
   5.6144057434        0.9654773635
   5.6634831972        0.9358168196
   5.7125606510        0.9108453497
   5.7616381048        0.8906852440
   5.8107155586        0.8752359233
   5.8597930124        0.8642479215
   5.9088704663        0.8573866955
   5.9579479201        0.8542766587
   6.0070253739        0.8545221536
   6.0561028277        0.8577085036
   6.1051802815        0.8633913695
   6.1542577353        0.8710852921
   6.2033351891        0.8802619898
   6.2524126430        0.8903658501
   6.3014900968        0.9008488829
   6.3505675506        0.9112214275
   6.3996450044        0.9211095451
   6.4487224582        0.9303065826
   6.4977999120        0.9388057516
   6.5468773658        0.9468030163
   6.5959548197        0.9546647267
   6.6450322735        0.9628613015
   6.6941097273        0.9718754347
   6.7431871811        0.9820992944
   6.7922646349        0.9937386646
   6.8413420887        1.0067421225
   6.8904195425        1.0207699523
   6.9394969964        1.0352110915
   6.9885744502        1.0492481143
   7.0376519040        1.0619616131
   7.0867293578        1.0724579754
   7.1358068116        1.0799998827
   7.1848842654        1.0841178106
   7.2339617192        1.0846836315
   7.2830391731        1.0819336304
   7.3321166269        1.0764367409
   7.3811940807        1.0690130424
   7.4302715345        1.0606158798
   7.4793489883        1.0521968771
   7.5284264421        1.0445756114
   7.5775038959        1.0383343997
   7.6265813497        1.0337538662
   7.6756588036        1.0307976447
   7.7247362574        1.0291461133
   7.7738137112        1.0282710035
   7.8228911650        1.0275364753
   7.8719686188        1.0263088356
   7.9210460726        1.0240569351
   7.9701235264        1.0204282434
   8.0192009803        1.0152909307
   8.0682784341        1.0087388336
   8.1173558879        1.0010626722
   8.1664333417        0.9926961176
   8.2155107955        0.9841484287
   8.2645882493        0.9759359981
   8.3136657031        0.9685234188
   8.3627431570        0.9622812000
   8.4118206108        0.9574629388
   8.4608980646        0.9542005964
   8.5099755184        0.9525134124
   8.5590529722        0.9523244889
   8.6081304260        0.9534793428
   8.6572078798        0.9557624763
   8.7062853337        0.9589106306
   8.7553627875        0.9626240533
   8.8044402413        0.9665790189
   8.8535176951        0.9704454140
   8.9025951489        0.9739121799
   8.9516726027        0.9767209931
   9.0007500565        0.9787053198
   9.0498275104        0.9798287372
   9.0989049642        0.9802141024
   9.1479824180        0.9801545255
   9.1970598718        0.9800986281
   9.2461373256        0.9806062193
   9.2952147794        0.9822757902
   9.3442922332        0.9856511758
   9.3933696871        0.9911201768
   9.4424471409        0.9988216477
   9.4915245947        1.0085785801
   9.5406020485        1.0198724914
   9.5896795023        1.0318690683
   9.6387569561        1.0434971879
   9.6878344099        1.0535743981
   9.7369118638        1.0609632572
   9.7859893176        1.0647362178
   9.8350667714        1.0643233868
   9.8841442252        1.0596183197
   9.9332216790        1.0510221743
   9.9822991328        1.0394153859
  10.0313765866        1.0260572178
  10.0804540405        1.0124252548
  10.1295314943        1.0000171541
  10.1786089481        0.9901439305
  10.2276864019        0.9837464186
  10.2767638557        0.9812637748
  10.3258413095        0.9825752733
  10.3749187633        0.9870253754
  10.4239962172        0.9935289315
  10.4730736710        1.0007405718
  10.5221511248        1.0072620061
  10.5712285786        1.0118548379
  10.6203060324        1.0136256470
  10.6693834862        1.0121546747
  10.7184609400        1.0075486941
  10.7675383939        1.0004110088
  10.8166158477        0.9917349217
  10.8656933015        0.9827392102
  10.9147707553        0.9746731103
  10.9638482091        0.9686226028
  11.0129256629        0.9653487689
  11.0620031167        0.9651829159
  11.1110805706        0.9679931892
  11.1601580244        0.9732252708
  11.2092354782        0.9800075896
  11.2583129320        0.9873013182
  11.3073903858        0.9940689334
  11.3564678396        0.9994332626
  11.4055452934        1.0028018708
  11.4546227473        1.0039386710
  11.5037002011        1.0029743920
  11.5527776549        1.0003582206
  11.6018551087        0.9967626448
  11.6509325625        0.9929606271
  11.7000100163        0.9896976115
  11.7490874701        0.9875801079
  11.7981649240        0.9869980613
  11.8472423778        0.9880909126
  11.8963198316        0.9907586677
  11.9453972854        0.9947110563
  11.9944747392        0.9995414756
  12.0435521930        1.0048089757
  12.0926296468        1.0101115358
  12.1417071007        1.0151371272
  12.1907845545        1.0196847779
  12.2398620083        1.0236547949
  12.2889394621        1.0270140609
  12.3380169159        1.0297475422
  12.3870943697        1.0318098333
  12.4361718235        1.0330902380
  12.4852492774        1.0334016664
  12.5343267312        1.0324982129
  12.5834041850        1.0301197715
  12.6324816388        1.0260557672
  12.6815590926        1.0202153035
  12.7306365464        1.0126886955
  12.7797140002        1.0037859977
  12.8287914541        0.9940416454
  12.8778689079        0.9841801044
  12.9269463617        0.9750444102
  12.9760238155        0.9674963981
  13.0251012693        0.9623030028
  13.0741787231        0.9600262197
  13.1232561769        0.9609345535
  13.1723336308        0.9649509668
  13.2214110846        0.9716469436
  13.2704885384        0.9802852097
  13.3195659922        0.9899060975
  13.3686434460        0.9994457646
  13.4177208998        1.0078695789
  13.4667983536        1.0143017363
  13.5158758075        1.0181328915
  13.5649532613        1.0190910666
  13.6140307151        1.0172667306
  13.6631081689        1.0130897592
  13.7121856227        1.0072628919
  13.7612630765        1.0006622399
  13.8103405303        0.9942195178
  13.8594179842        0.9888024659
  13.9084954380        0.9851092731
  13.9575728918        0.9835899747
  14.0066503456        0.9844033670
  14.0557277994        0.9874127018
  14.1048052532        0.9922181388
  14.1538827070        0.9982193680
  14.2029601609        1.0046985264
  14.2520376147        1.0109118272
  14.3011150685        1.0161782453
  14.3501925223        1.0199549714
  14.3992699761        1.0218918045
  14.4483474299        1.0218597733
  14.4974248837        1.0199525902
  14.5465023376        1.0164626756
  14.5955797914        1.0118361214
  14.6446572452        1.0066129113
  14.6937346990        1.0013598731
  14.7428121528        0.9966041939
  14.7918896066        0.9927749212
  14.8409670604        0.9901587699
  14.8900445143        0.9888748658
  14.9391219681        0.9888709062
  14.9881994219        0.9899407811
  15.0372768757        0.9917611820
  15.0863543295        0.9939423855
  15.1354317833        0.9960865222
  15.1845092371        0.9978454935
  15.2335866910        0.9989705182
  15.2826641448        0.9993461890
  15.3317415986        0.9990038870
  15.3808190524        0.9981122485
  15.4298965062        0.9969457443
  15.4789739600        0.9958358473
  15.5280514138        0.9951121757
  15.5771288677        0.9950428975
  15.6262063215        0.9957841831
  15.6752837753        0.9973474066
  15.7243612291        0.9995902058
  15.7734386829        1.0022337677
  15.8225161367        1.0049043760
  15.8715935905        1.0071930629
  15.9206710444        1.0087238793
  15.9697484982        1.0092194601
  16.0188259520        1.0085525993
  16.0679034058        1.0067745423
  16.1169808596        1.0041143748
  16.1660583134        1.0009486562
  16.2151357672        0.9977455153
  16.2642132211        0.9949919086
  16.3132906749        0.9931158373
  16.3623681287        0.9924164464
  16.4114455825        0.9930138462
  16.4605230363        0.9948273463
  16.5096004901        0.9975860975
  16.5586779439        1.0008706940
  16.6077553978        1.0041790430
  16.6568328516        1.0070056872
  16.7059103054        1.0089214812
  16.7549877592        1.0096404942
  16.8040652130        1.0090632273
  16.8531426668        1.0072893056
  16.9022201206        1.0045980087
  16.9512975745        1.0014004149
  17.0003750283        0.9981716083
  17.0494524821        0.9953745431
  17.0985299359        0.9933882383
  17.1476073897        0.9924518732
  17.1966848435        0.9926333050
  17.2457622973        0.9938261383
  17.2948397512        0.9957745459
  17.3439172050        0.9981204641
  17.3929946588        1.0004643395
  17.4420721126        1.0024288458
  17.4911495664        1.0037151370
  17.5402270202        1.0041431316
  17.5893044740        1.0036705761
  17.6383819279        1.0023895655
  17.6874593817        1.0005030453
  17.7365368355        0.9982869105
  17.7856142893        0.9960451529
  17.8346917431        0.9940658621
  17.8837691969        0.9925848293
  17.9328466507        0.9917613617
  17.9819241046        0.9916682147
  18.0310015584        0.9922948430
  18.0800790122        0.9935610037
  18.1291564660        0.9953364646
  18.1782339198        0.9974623338
  18.2273113736        0.9997702379
  18.2763888274        1.0020969630
  18.3254662813        1.0042938227
  18.3745437351        1.0062315160
  18.4236211889        1.0078022289
  18.4726986427        1.0089210287
  18.5217760965        1.0095281824
  18.5708535503        1.0095930814
  18.6199310041        1.0091192731
  18.6690084580        1.0081490464
  18.7180859118        1.0067654184
  18.7671633656        1.0050894184
  18.8162408194        1.0032713135
  18.8653182732        1.0014757067
  18.9143957270        0.9998619803
  18.9634731808        0.9985629735
  19.0125506347        0.9976656986
  19.0616280885        0.9971980382
  19.1107055423        0.9971246219
  19.1597829961        0.9973535322
  19.2088604499        0.9977534208
  19.2579379037        0.9981784478
  19.3070153575        0.9984966461
  19.3560928114        0.9986162895
  19.4051702652        0.9985048761
  19.4542477190        0.9981964899
  19.5033251728        0.9977854096
  19.5524026266        0.9974065071
  19.6014800804        0.9972057029
  19.6505575342        0.9973059642
  19.6996349881        0.9977755683
  19.7487124419        0.9986053033
  19.7977898957        0.9996998945
  19.8468673495        1.0008864375
  19.8959448033        1.0019394392
  19.9450222571        1.0026188046
  19.9940997109        1.0027144065
  20.0431771648        1.0020892672
  20.0922546186        1.0007132214
  20.1413320724        0.9986802936
  20.1904095262        0.9962056914
  20.2394869800        0.9936018291
  20.2885644338        0.9912365111
  20.3376418876        0.9894796472
  20.3867193415        0.9886470295
  20.4357967953        0.9889503854
  20.4848742491        0.9904619835
  20.5339517029        0.9930996899
  20.5830291567        0.9966349746
  20.6321066105        1.0007225612
  20.6811840643        1.0049468888
  20.7302615182        1.0088779090
  20.7793389720        1.0121274397
  20.8284164258        1.0143975066
  20.8774938796        1.0155137519
  20.9265713334        1.0154397200
  20.9756487872        1.0142711192
  21.0247262410        1.0122124056
  21.0738036949        1.0095406701
  21.1228811487        1.0065634110
  21.1719586025        1.0035771384
  21.2210360563        1.0008329072
  21.2701135101        0.9985130659
  21.3191909639        0.9967211573
  21.3682684177        0.9954844819
  21.4173458716        0.9947667948
  21.4664233254        0.9944872875
  21.5155007792        0.9945415763
  21.5645782330        0.9948208438
  21.6136556868        0.9952263870
  21.6627331406        0.9956782772
  21.7118105944        0.9961183104
  21.7608880483        0.9965085835
  21.8099655021        0.9968276750
  21.8590429559        0.9970664480
  21.9081204097        0.9972250126
  21.9571978635        0.9973115517
  22.0062753173        0.9973428000
  22.0553527711        0.9973452067
  22.1044302250        0.9973554225
  22.1535076788        0.9974188134
  22.2025851326        0.9975852023
  22.2516625864        0.9979018310
  22.3007400402        0.9984044208
  22.3498174940        0.9991079480
  22.3988949478        0.9999991416
  22.4479724017        1.0010326516
  22.4970498555        1.0021322910
  22.5461273093        1.0031978528
  22.5952047631        1.0041169117
  22.6442822169        1.0047799855
  22.6933596707        1.0050966725
  22.7424371245        1.0050100696
  22.7915145784        1.0045069767
  22.8405920322        1.0036220813
  22.8896694860        1.0024353354
  22.9387469398        1.0010628999
  22.9878243936        0.9996430895
  23.0369018474        0.9983195212
  23.0859793012        0.9972240042
  23.1350567551        0.9964615826
  23.1841342089        0.9960996111
  23.2332116627        0.9961619478
  23.2822891165        0.9966284739
  23.3313665703        0.9974393745
  23.3804440241        0.9985030755
  23.4295214779        0.9997065048
  23.4785989318        1.0009263946
  23.5276763856        1.0020406045
  23.5767538394        1.0029387748
  23.6258312932        1.0035318914
  23.6749087470        1.0037604691
  23.7239862008        1.0036010015
  23.7730636546        1.0030701318
  23.8221411085        1.0022257825
  23.8712185623        1.0011643720
  23.9202960161        1.0000133903
  23.9693734699        0.9989190615
  24.0184509237        0.9980295950
  24.0675283775        0.9974754897
  24.1166058313        0.9973493310
  24.1656832852        0.9976882366
  24.2147607390        0.9984623490
  24.2638381928        0.9995723590
  24.3129156466        1.0008579273
  24.3619931004        1.0021171733
  24.4110705542        1.0031353643
  24.4601480080        1.0037189516
  24.5092254619        1.0037295734
  24.5583029157        1.0031119651
  24.6073803695        1.0019101236
  24.6564578233        1.0002676308
  24.7055352771        0.9984105618
  24.7546127309        0.9966144990
  24.8036901847        0.9951602843
  24.8527676386        0.9942856669
  24.9018450924        0.9941413790
  24.9509225462        0.9947600385
