#  q,  S(q) X-rays
   0.4511384255        0.1121517468
   0.5002361486        0.0520346785
   0.5493338718        0.0097536807
   0.5984315949       -0.0145744494
   0.6475293181       -0.0224900262
   0.6966270412       -0.0169158897
   0.7457247644       -0.0017361983
   0.7948224875        0.0187224160
   0.8439202107        0.0402445009
   0.8930179338        0.0592450117
   0.9421156570        0.0731874884
   0.9912133801        0.0808464999
   1.0403111033        0.0823799042
   1.0894088264        0.0792025454
   1.1385065496        0.0736813873
   1.1876042727        0.0686985972
   1.2367019959        0.0671495969
   1.2857997190        0.0714541186
   1.3348974422        0.0831576885
   1.3839951653        0.1026882860
   1.4330928885        0.1293096880
   1.4821906116        0.1612824551
   1.5312883348        0.1962102394
   1.5803860579        0.2315182837
   1.6294837811        0.2649876634
   1.6785815042        0.2952569586
   1.7276792274        0.3222049120
   1.7767769505        0.3471433393
   1.8258746737        0.3727770184
   1.8749723968        0.4029224430
   1.9240701200        0.4420148306
   1.9731678431        0.4944667742
   2.0222655663        0.5639670495
   2.0713632894        0.6528202821
   2.1204610126        0.7614254097
   2.1695587357        0.8879734193
   2.2186564589        1.0284152955
   2.2677541820        1.1767139194
   2.3168519052        1.3253544260
   2.3659496283        1.4660520804
   2.4150473515        1.5905702501
   2.4641450746        1.6915471990
   2.5132427977        1.7632308679
   2.5623405209        1.8020350000
   2.6114382440        1.8068553247
   2.6605359672        1.7791169125
   2.7096336903        1.7225583283
   2.7587314135        1.6427898887
   2.8078291366        1.5466880243
   2.8569268598        1.4417026300
   2.9060245829        1.3351582341
   2.9551223061        1.2336233922
   3.0042200292        1.1424079156
   3.0533177524        1.0652273395
   3.1024154755        1.0040517428
   3.1515131987        0.9591347992
   3.2006109218        0.9292011960
   3.2497086450        0.9117578364
   3.2988063681        0.9034870131
   3.3479040913        0.9006776351
   3.3970018144        0.8996526276
   3.4460995376        0.8971555722
   3.4951972607        0.8906663766
   3.5442949839        0.8786234003
   3.5933927070        0.8605375653
   3.6424904302        0.8369924138
   3.6915881533        0.8095328723
   3.7406858765        0.7804546013
   3.7897835996        0.7525149426
   3.8388813228        0.7285949236
   3.8879790459        0.7113484650
   3.9370767691        0.7028785985
   3.9861744922        0.7044799125
   4.0352722154        0.7164808169
   4.0843699385        0.7382084453
   4.1334676617        0.7680839222
   4.1825653848        0.8038380431
   4.2316631080        0.8428196510
   4.2807608311        0.8823540019
   4.3298585543        0.9200989506
   4.3789562774        0.9543449226
   4.4280540006        0.9842113281
   4.4771517237        1.0097068334
   4.5262494469        1.0316417946
   4.5753471700        1.0514050044
   4.6244448932        1.0706398000
