#  q,  S(q) neutrons
   5.8489738843        0.9675146164
   5.8980790795        0.9610753676
   5.9471842747        0.9540073170
   5.9962894699        0.9465244124
   6.0453946650        0.9391115085
   6.0944998602        0.9324334009
   6.1436050554        0.9272072440
   6.1927102505        0.9240645723
   6.2418154457        0.9234309473
   6.2909206409        0.9254472745
   6.3400258360        0.9299479320
   6.3891310312        0.9364988870
   6.4382362264        0.9444864524
   6.4873414215        0.9532368700
   6.5364466167        0.9621406879
   6.5855518119        0.9707552195
   6.6346570070        0.9788633741
   6.6837622022        0.9864767761
   6.7328673974        0.9937833187
   6.7819725925        1.0010515501
   6.8310777877        1.0085139737
   6.8801829829        1.0162563855
   6.9292881781        1.0241396580
   6.9783933732        1.0317739943
   7.0274985684        1.0385548658
   7.0766037636        1.0437568063
   7.1257089587        1.0466686347
   7.1748141539        1.0467441143
   7.2239193491        1.0437375676
   7.2730245442        1.0377955387
   7.3221297394        1.0294830503
   7.3712349346        1.0197349460
   7.4203401297        1.0097369549
   7.4694453249        1.0007547306
   7.5185505201        0.9939395321
   7.5676557152        0.9901443950
   7.6167609104        0.9897835408
   7.6658661056        0.9927605661
   7.7149713007        0.9984789675
   7.7640764959        1.0059340466
   7.8131816911        1.0138708954
   7.8622868862        1.0209816358
   7.9113920814        1.0261084813
   7.9604972766        1.0284186268
   8.0096024718        1.0275224757
   8.0587076669        1.0235171442
   8.1078128621        1.0169505436
   8.1569180573        1.0087151341
   8.2060232524        0.9998921632
   8.2551284476        0.9915748101
   8.3042336428        0.9847009301
   8.3533388379        0.9799228358
   8.4024440331        0.9775335927
   8.4515492283        0.9774583014
   8.5006544234        0.9793069289
   8.5497596186        0.9824746490
   8.5988648138        0.9862682221
   8.6479700089        0.9900338658
   8.6970752041        0.9932636587
   8.7461803993        0.9956632111
   8.7952855944        0.9971718204
   8.8443907896        0.9979358532
   8.8934959848        0.9982448154
   8.9426011800        0.9984458847
   8.9917063751        0.9988555580
   9.0408115703        0.9996861653
   9.0899167655        1.0010007567
   9.1390219606        1.0027032905
   9.1881271558        1.0045635768
   9.2372323510        1.0062695653
   9.2863375461        1.0074946158
   9.3354427413        1.0079652115
   9.3845479365        1.0075154306
   9.4336531316        1.0061180285
   9.4827583268        1.0038873410
   9.5318635220        1.0010552150
   9.5809687171        0.9979265567
   9.6300739123        0.9948248104
   9.6791791075        0.9920390553
   9.7282843026        0.9897832827
   9.7773894978        0.9881751407
   9.8264946930        0.9872367909
   9.8755998882        0.9869155518
   9.9247050833        0.9871177599
   9.9738102785        0.9877466589
  10.0229154737        0.9887346260
  10.0720206688        0.9900617315
  10.1211258640        0.9917560862
  10.1702310592        0.9938758913
  10.2193362543        0.9964775832
  10.2684414495        0.9995779821
  10.3175466447        1.0031201402
  10.3666518398        1.0069522251
  10.4157570350        1.0108263160
  10.4648622302        1.0144199055
  10.5139674253        1.0173780186
  10.5630726205        1.0193691925
  10.6121778157        1.0201450818
  10.6612830108        1.0195919248
  10.7103882060        1.0177629184
  10.7594934012        1.0148836033
  10.8085985963        1.0113271480
  10.8577037915        1.0075620357
  10.9068089867        1.0040800432
  10.9559141819        1.0013164995
  11.0050193770        0.9995767982
  11.0541245722        0.9989825804
  11.1032297674        0.9994479346
  11.1523349625        1.0006909001
  11.2014401577        1.0022794006
  11.2505453529        1.0037045917
  11.2996505480        1.0044696033
  11.3487557432        1.0041787120
  11.3978609384        1.0026116413
  11.4469661335        0.9997700356
  11.4960713287        0.9958877726
  11.5451765239        0.9914028523
  11.5942817190        0.9868950575
  11.6433869142        0.9829992877
  11.6924921094        0.9803084552
  11.7415973045        0.9792814311
  11.7907024997        0.9801705291
  11.8398076949        0.9829796491
  11.8889128901        0.9874591117
  11.9380180852        0.9931373188
  11.9871232804        0.9993836902
  12.0362284756        1.0054927717
  12.0853336707        1.0107766875
  12.1344388659        1.0146525330
  12.1835440611        1.0167128283
  12.2326492562        1.0167703702
  12.2817544514        1.0148730672
  12.3308596466        1.0112888635
  12.3799648417        1.0064649045
  12.4290700369        1.0009681060
  12.4781752321        0.9954159356
  12.5272804272        0.9904064303
  12.5763856224        0.9864554676
  12.6254908176        0.9839474249
  12.6745960127        0.9831030523
  12.7237012079        0.9839660517
  12.7728064031        0.9864078330
  12.8219115983        0.9901483584
  12.8710167934        0.9947899487
  12.9201219886        0.9998603076
  12.9692271838        1.0048607168
  13.0183323789        1.0093152336
  13.0674375741        1.0128167256
  13.1165427693        1.0150657167
  13.1656479644        1.0158983796
  13.2147531596        1.0153006948
  13.2638583548        1.0134068991
  13.3129635499        1.0104818669
  13.3620687451        1.0068889053
  13.4111739403        1.0030463715
  13.4602791354        0.9993782216
  13.5093843306        0.9962647411
  13.5584895258        0.9939999866
  13.6075947209        0.9927617276
  13.6566999161        0.9925979426
  13.7058051113        0.9934314133
  13.7549103064        0.9950810865
  13.8040155016        0.9972961495
  13.8531206968        0.9997967083
  13.9022258920        1.0023139936
  13.9513310871        1.0046233649
  14.0004362823        1.0065650002
  14.0495414775        1.0080497497
  14.0986466726        1.0090506879
  14.1477518678        1.0095837871
  14.1968570630        1.0096832740
  14.2459622581        1.0093781415
  14.2950674533        1.0086757846
  14.3441726485        1.0075568993
  14.3932778436        1.0059830218
  14.4423830388        1.0039149807
  14.4914882340        1.0013377811
  14.5405934291        0.9982856534
  14.5896986243        0.9948606048
  14.6388038195        0.9912389312
  14.6879090146        0.9876625768
  14.7370142098        0.9844154596
  14.7861194050        0.9817882260
  14.8352246002        0.9800376180
  14.8843297953        0.9793481165
  14.9334349905        0.9798034038
  14.9825401857        0.9813734519
  15.0316453808        0.9839200229
  15.0807505760        0.9872196903
  15.1298557712        0.9909999295
  15.1789609663        0.9949811549
  15.2280661615        0.9989163862
  15.2771713567        1.0026207846
  15.3262765518        1.0059855193
  15.3753817470        1.0089738355
  15.4244869422        1.0116010850
  15.4735921373        1.0139040003
  15.5226973325        1.0159068816
  15.5718025277        1.0175930925
  15.6209077228        1.0188891366
  15.6700129180        1.0196658530
  15.7191181132        1.0197574773
  15.7682233084        1.0189952903
  15.8173285035        1.0172491690
  15.8664336987        1.0144683177
  15.9155388939        1.0107122297
  15.9646440890        1.0061645886
  16.0137492842        1.0011260258
  16.0628544794        0.9959857445
  16.1119596745        0.9911761559
  16.1610648697        0.9871179915
  16.2101700649        0.9841651924
  16.2592752600        0.9825588669
  16.3083804552        0.9823978001
  16.3574856504        0.9836298024
  16.4065908455        0.9860642912
  16.4556960407        0.9894027427
  16.5048012359        0.9932807698
  16.5539064310        0.9973141401
  16.6030116262        1.0011412360
  16.6521168214        1.0044561202
  16.7012220166        1.0070290297
  16.7503272117        1.0087140925
  16.7994324069        1.0094466439
  16.8485376021        1.0092341263
  16.8976427972        1.0081448906
  16.9467479924        1.0062982929
  16.9958531876        1.0038576609
  17.0449583827        1.0010255504
  17.0940635779        0.9980388954
  17.1431687731        0.9951607354
  17.1922739682        0.9926655122
  17.2413791634        0.9908164724
  17.2904843586        0.9898361346
  17.3395895537        0.9898734826
  17.3886947489        0.9909737773
  17.4377999441        0.9930579576
  17.4869051392        0.9959180734
  17.5360103344        0.9992329648
  17.5851155296        1.0026047950
  17.6342207247        1.0056127443
  17.6833259199        1.0078761015
  17.7324311151        1.0091160926
  17.7815363103        1.0092048399
  17.8306415054        1.0081912397
  17.8797467006        1.0062971894
  17.9288518958        1.0038828949
  17.9779570909        1.0013859552
  18.0270622861        0.9992443452
  18.0761674813        0.9978171414
  18.1252726764        0.9973179917
  18.1743778716        0.9977745311
  18.2234830668        0.9990224268
  18.2725882619        1.0007362705
  18.3216934571        1.0024923800
  18.3707986523        1.0038521231
  18.4199038474        1.0044499867
  18.4690090426        1.0040692224
  18.5181142378        1.0026898891
  18.5672194329        1.0004991729
  18.6163246281        0.9978610661
  18.6654298233        0.9952504322
  18.7145350185        0.9931636012
  18.7636402136        0.9920224945
  18.8127454088        0.9920908544
  18.8618506040        0.9934190904
  18.9109557991        0.9958289085
  18.9600609943        0.9989412794
  19.0091661895        1.0022429124
  19.0582713846        1.0051788880
  19.1073765798        1.0072539449
  19.1564817750        1.0081231573
  19.2055869701        1.0076547213
  19.2546921653        1.0059529214
  19.3037973605        1.0033370081
  19.3529025556        1.0002801960
  19.4020077508        0.9973206108
  19.4511129460        0.9949613027
  19.5002181411        0.9935783862
  19.5493233363        0.9933546080
  19.5984285315        0.9942505760
  19.6475337267        0.9960185190
  19.6966389218        0.9982552536
  19.7457441170        1.0004836063
  19.7948493122        1.0022462970
  19.8439545073        1.0031942085
  19.8930597025        1.0031523728
  19.9421648977        1.0021515653
  19.9912700928        1.0004201514
  20.0403752880        0.9983384435
  20.0894804832        0.9963648202
  20.1385856783        0.9949479255
  20.1876908735        0.9944415107
  20.2367960687        0.9950375686
  20.2859012638        0.9967296230
  20.3350064590        0.9993121943
  20.3841116542        1.0024157258
  20.4332168493        1.0055699064
  20.4823220445        1.0082835221
  20.5314272397        1.0101264988
  20.5805324348        1.0108000023
  20.6296376300        1.0101831415
  20.6787428252        1.0083493636
  20.7278480204        1.0055511013
  20.7769532155        1.0021766098
  20.8260584107        0.9986872884
  20.8751636059        0.9955464396
  20.9242688010        0.9931510606
  20.9733739962        0.9917769725
  21.0224791914        0.9915447453
  21.0715843865        0.9924101218
  21.1206895817        0.9941786610
  21.1697947769        0.9965407949
  21.2188999720        0.9991208921
  21.2680051672        1.0015325357
  21.3171103624        1.0034320888
  21.3662155575        1.0045635629
  21.4153207527        1.0047895501
  21.4644259479        1.0041051581
  21.5135311430        1.0026341783
  21.5626363382        1.0006088455
  21.6117415334        0.9983363231
  21.6608467286        0.9961563743
  21.7099519237        0.9943954970
  21.7590571189        0.9933230972
  21.8081623141        0.9931150468
  21.8572675092        0.9938292079
  21.9063727044        0.9953962338
  21.9554778996        0.9976272291
  22.0045830947        1.0002377960
  22.0536882899        1.0028858094
  22.1027934851        1.0052182306
  22.1518986802        1.0069207052
  22.2010038754        1.0077628971
  22.2501090706        1.0076327228
  22.2992142657        1.0065539490
  22.3483194609        1.0046839047
  22.3974246561        1.0022910460
  22.4465298512        0.9997153376
  22.4956350464        0.9973173292
  22.5447402416        0.9954238735
  22.5938454368        0.9942792171
  22.6429506319        0.9940094938
  22.6920558271        0.9946065112
  22.7411610223        0.9959334770
  22.7902662174        0.9977515274
  22.8393714126        0.9997622766
  22.8884766078        1.0016587949
  22.9375818029        1.0031759846
  22.9866869981        1.0041315447
  23.0357921933        1.0044505830
  23.0848973884        1.0041700772
  23.1340025836        1.0034232206
  23.1831077788        1.0024074480
  23.2322129739        1.0013429045
  23.2813181691        1.0004297020
  23.3304233643        0.9998122228
  23.3795285594        0.9995570058
  23.4286337546        0.9996477710
  23.4777389498        0.9999975264
  23.5268441449        1.0004742099
  23.5759493401        1.0009336692
  23.6250545353        1.0012525063
  23.6741597305        1.0013536578
  23.7232649256        1.0012194336
  23.7723701208        1.0008896891
  23.8214753160        1.0004461908
  23.8705805111        0.9999873322
  23.9196857063        0.9995994806
  23.9687909015        0.9993319447
  24.0178960966        0.9991816938
  24.0670012918        0.9990917267
  24.1161064870        0.9989638741
  24.1652116821        0.9986835016
  24.2143168773        0.9981507875
  24.2634220725        0.9973115890
  24.3125272676        0.9961807528
  24.3616324628        0.9948521255
  24.4107376580        0.9934921753
  24.4598428531        0.9923175138
  24.5089480483        0.9915599861
  24.5580532435        0.9914256731
  24.6071584387        0.9920555679
  24.6562636338        0.9934955427
  24.7053688290        0.9956815491
  24.7544740242        0.9984431390
  24.8035792193        1.0015249296
  24.8526844145        1.0046222829
  24.9017896097        1.0074248759
  24.9508948048        1.0096605171
