#  q,  S(q) neutrons
   0.4474024158        0.1514722154
   0.4965076110        0.0866634117
   0.5456128062        0.0396232605
   0.5947180013        0.0096098015
   0.6438231965       -0.0053210068
   0.6929283917       -0.0078406003
   0.7420335868       -0.0008889072
   0.7911387820        0.0127000151
   0.8402439772        0.0304466576
   0.8893491723        0.0503398896
   0.9384543675        0.0708361207
   0.9875595627        0.0907847064
   1.0366647578        0.1093289486
   1.0857699530        0.1258274324
   1.1348751482        0.1398250220
   1.1839803434        0.1510811886
   1.2330855385        0.1596412638
   1.2821907337        0.1659193844
   1.3312959289        0.1707545291
   1.3804011240        0.1754050029
   1.4295063192        0.1814610150
   1.4786115144        0.1906761349
   1.5277167095        0.2047411316
   1.5768219047        0.2250422673
   1.6259270999        0.2524555768
   1.6750322950        0.2872261182
   1.7241374902        0.3289664072
   1.7732426854        0.3767839397
   1.8223478805        0.4295188711
   1.8714530757        0.4860459019
   1.9205582709        0.5455754778
   1.9696634660        0.6078833764
   2.0187686612        0.6734068730
   2.0678738564        0.7431690488
   2.1169790516        0.8185264052
   2.1660842467        0.9007724024
   2.2151894419        0.9906633033
   2.2642946371        1.0879556392
   2.3133998322        1.1910514263
   2.3625050274        1.2968356514
   2.4116102226        1.4007617700
   2.4607154177        1.4971996912
   2.5098206129        1.5800142016
   2.5589258081        1.6432985082
   2.6080310032        1.6821556669
   2.6571361984        1.6934063109
   2.7062413936        1.6761073659
   2.7553465887        1.6317926882
   2.8044517839        1.5643885129
   2.8535569791        1.4798071192
   2.9026621742        1.3852725861
   2.9517673694        1.2884743052
   3.0008725646        1.1966700703
   3.0499777598        1.1158668947
   3.0990829549        1.0501935613
   3.1481881501        1.0015471590
   3.1972933453        0.9695522642
   3.2463985404        0.9518235474
   3.2955037356        0.9444783682
   3.3446089308        0.9428122873
   3.3937141259        0.9420321448
   3.4428193211        0.9379403435
   3.4919245163        0.9274791439
   3.5410297114        0.9090714581
   3.5901349066        0.8827293809
   3.6392401018        0.8499374281
   3.6883452969        0.8133484762
   3.7374504921        0.7763524413
   3.7865556873        0.7425884280
   3.8356608824        0.7154702370
   3.8847660776        0.6977844237
   3.9338712728        0.6914026133
   3.9829764679        0.6971291815
   4.0320816631        0.7146852771
   4.0811868583        0.7428133568
   4.1302920535        0.7794746766
   4.1793972486        0.8221061127
   4.2285024438        0.8679017891
   4.2776076390        0.9140880956
   4.3267128341        0.9581663148
   4.3758180293        0.9981038632
   4.4249232245        1.0324620618
   4.4740284196        1.0604548312
   4.5231336148        1.0819386013
   4.5722388100        1.0973391227
   4.6213440051        1.1075258733
   4.6704492003        1.1136492989
   4.7195543955        1.1169598666
   4.7686595906        1.1186302629
   4.8177647858        1.1196023385
   4.8668699810        1.1204780313
   4.9159751761        1.1214682678
   4.9650803713        1.1224060931
   5.0141855665        1.1228209126
   5.0632907617        1.1220611738
   5.1123959568        1.1194447372
   5.1615011520        1.1144111872
   5.2106063472        1.1066495855
   5.2597115423        1.0961790956
   5.3088167375        1.0833680601
   5.3579219327        1.0688881573
   5.4070271278        1.0536122153
   5.4561323230        1.0384748541
   5.5052375182        1.0243222632
   5.5543427133        1.0117796127
   5.6034479085        1.0011612999
   5.6525531037        0.9924409903
   5.7016582988        0.9852867830
   5.7507634940        0.9791540753
   5.7998686892        0.9734173680
